species,mirna,enrichment_fdr,n_genes,pathway_genes,fold_enrichment,pathway,url,genes,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,ensembl_id
Aedes aegypti,aae-mir-34-5p,0.01637064526,7,37,6.386436896,GO:0015103 inorganic anion transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0015103,Q17AX2 A0A1S4FJ60 Q16RK1 Q16P14 Q1HR57,GO Molecular Function,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL33,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-34-5p,0.0272331853,8,56,4.822411533,GO:0008509 anion transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0008509,Q17AX2 A0A1S4FJ60 A0A1S4FLP7 Q16RK1 Q16P14 Q1HR57,GO Molecular Function,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL34,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.01335150321,17,507,2.517872238,GO:0010556 reg. of macromolecule biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0010556,Q17LA6 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL35,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.01335150321,17,508,2.512915796,GO:0031326 reg. of cellular biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0031326,Q17LA6 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL36,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.03074109973,15,461,2.443335252,GO:1903506 reg. of nucleic acid-templated transcription,http://amigo.geneontology.org/amigo/term/GO:1903506,Q17LA6 A0A1S4F9Z0 A0A1S4FGC2 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL37,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.03074109973,15,461,2.443335252,GO:0006355 reg. of transcription DNA-templated,http://amigo.geneontology.org/amigo/term/GO:0006355,Q17LA6 A0A1S4F9Z0 A0A1S4FGC2 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL38,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.03074109973,15,461,2.443335252,GO:2001141 reg. of RNA biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:2001141,Q17LA6 A0A1S4F9Z0 A0A1S4FGC2 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL39,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.01222092751,19,584,2.443056332,GO:0010468 reg. of gene expression,http://amigo.geneontology.org/amigo/term/GO:0010468,Q17LA6 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q170R5 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q172A2 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL40,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.0086910958,24,762,2.36509722,GO:0007165 signal transduction,http://amigo.geneontology.org/amigo/term/GO:0007165,Q17MN7 A0A1S4EZX0 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 Q17D27 Q171K9 Q16E68,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL41,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.01335150321,20,652,2.303430575,GO:0051171 reg. of nitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0051171,Q17LA6 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL42,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.01335150321,20,653,2.299903116,GO:0080090 reg. of primary metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0080090,Q17LA6 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL43,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.01222092751,22,719,2.297663989,GO:0060255 reg. of macromolecule metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0060255,Q17LA6 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q170R5 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q172A2 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL44,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.009636176543,24,794,2.26977844,GO:0023052 signaling,http://amigo.geneontology.org/amigo/term/GO:0023052,Q17MN7 A0A1S4EZX0 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 Q17D27 Q171K9 Q16E68,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL45,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.009636176543,24,794,2.26977844,GO:0007154 cell communication,http://amigo.geneontology.org/amigo/term/GO:0007154,Q17MN7 A0A1S4EZX0 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 Q17D27 Q171K9 Q16E68,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL46,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,8.19E-05,47,1624,2.173224339,GO:0050789 reg. of biological proc.,http://amigo.geneontology.org/amigo/term/GO:0050789,Q17MN7 A0A1S4EXX0 Q17LA6 A0A1S4EZX0 A0A0P6K0W1 A0A1S4F207 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH10 A0A1S4FH95 Q170R5 A0A1S4FJZ7 Q16XW4 Q16XJ6 A0A411JKH4 Q16WV5 Q16WN0 Q16VR4 A0A1S4FP16 A0A1S4G7S4 A0A0P6K0V3 A0A1S4FVW5 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16G14 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q172A2 Q17D27 Q16UC4 Q171K9 Q16E68 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL47,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.03475929732,18,622,2.173075661,GO:0031323 reg. of cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0031323,Q17LA6 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL48,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.0001510911563,43,1506,2.144056427,GO:0050794 reg. of cellular proc.,http://amigo.geneontology.org/amigo/term/GO:0050794,Q17MN7 A0A1S4EXX0 Q17LA6 A0A1S4EZX0 A0A0P6K0W1 A0A1S4F207 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH10 A0A1S4FH95 A0A1S4FJZ7 Q16XW4 Q16XJ6 A0A411JKH4 Q16WV5 Q16WN0 Q16VR4 A0A1S4FP16 A0A1S4G7S4 A0A0P6K0V3 A0A1S4FVW5 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16G14 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q17D27 Q16UC4 Q171K9 Q16E68 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL49,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.01222092751,26,937,2.083658223,GO:0051716 cellular response to stimulus,http://amigo.geneontology.org/amigo/term/GO:0051716,Q17MN7 A0A1S4EZX0 A0A1S4F1P1 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 A0A0P6IYF6 Q17D27 Q171K9 Q16E68,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL50,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.009636176543,29,1055,2.064135796,GO:0050896 response to stimulus,http://amigo.geneontology.org/amigo/term/GO:0050896,Q17MN7 A0A1S4EZX0 A0A1S4F1P1 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 Q16WN0 A0A1S4G7S4 A0A0N8ES29 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 Q16HN0 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 A0A0P6IYF6 Q17D27 Q171K9 Q16E68,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL51,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.0001510911563,48,1756,2.052624239,GO:0065007 biological reg.,http://amigo.geneontology.org/amigo/term/GO:0065007,Q17MN7 A0A1S4EXX0 Q17LA6 A0A1S4EZX0 A0A0P6K0W1 A0A1S4F207 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH10 A0A1S4FH95 Q170R5 A0A1S4FJZ7 Q16XW4 Q16XJ6 A0A411JKH4 Q16WV5 Q16WN0 Q16VR4 A0A1S4FP16 A0A1S4G7S4 A0A0P6K0V3 A0A1S4FVW5 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16G14 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q16HF3 Q172A2 Q17D27 Q16UC4 Q171K9 Q16E68 Q16G79,GO Biological Process,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL52,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.04762057484,4,23,13.05944987,GO:0008374 O-acyltransferase activity,http://amigo.geneontology.org/amigo/term/GO:0008374,A0A1S4EVW1 A0A1S4EYT1 A0A1S4FFL0,GO Molecular Function,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL53,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.04762057484,9,168,4.022776968,GO:0008092 cytoskeletal protein binding,http://amigo.geneontology.org/amigo/term/GO:0008092,Q17N32 A0A1S4EXX0 Q0IFU3 Q17DF2 Q16YQ3 Q16VR4 A0A1S4FXV3 Q16QW6 Q17D27,GO Molecular Function,NA,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL54,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.03840588731,5,53,7.084135541,Path:aag04391 Hippo signaling pathway-fly,http://www.genome.jp/kegg-bin/show_pathway?aag04391,A0A1S4G6E5 A0A1S4FAT3 A0A1S4FJZ7 Q0IE98 Q16HF3,KEGG,other,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL55,aalvpagwg_eg_gene
Aedes aegypti,aae-mir-5119-5p,0.03840588731,6,91,4.951110114,Path:aag04013 MAPK signaling pathway-fly,http://www.genome.jp/kegg-bin/show_pathway?aag04013,A0A1S4FJZ7 Q16XW4 A0A0P6K0X9 Q0IE98 Q17EH0 Q17GI1,KEGG,other,shinygo,ensembl_metazoa,7159,Aedes aegypti LVP_AGWG genes AaegL56,aalvpagwg_eg_gene
