"species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes albopictus","aal-mir-276-5p","IPR021109","Aspartic peptidase domain superfamily",4,28,1.71,0.73,0.0076,"A0A182GCB3","RP20_CCG007416","Uncharacterized protein.",NA,NA,NA,NA,"InterPro",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-276-5p","IPR021109","Aspartic peptidase domain superfamily",4,28,1.71,0.73,0.0076,"A0A182H373","RP20_CCG010842","Uncharacterized protein.","Reverse transcriptase domain-containing protein",NA,"DNA biosynthetic process; proteolysis","aspartic-type endopeptidase activity","InterPro",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-276-5p","IPR021109","Aspartic peptidase domain superfamily",4,28,1.71,0.73,0.0076,"A0A182H681","RP20_CCG022561","Reverse transcriptase domain-containing protein.",NA,NA,"DNA biosynthetic process","endonuclease activity","InterPro",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-276-5p","IPR021109","Aspartic peptidase domain superfamily",4,28,1.71,0.73,0.0076,"A0A182HEI5","RP20_CCG015806","Uncharacterized protein.","Reverse transcriptase domain-containing protein",NA,"DNA biosynthetic process; proteolysis","aspartic-type endopeptidase activity","InterPro",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-276-5p","SM00875","BTB And C-terminal Kelch",3,13,1.92,0.79,0.0058,"A0A182G4U6","RP20_CCG002972","BTB domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-276-5p","SM00875","BTB And C-terminal Kelch",3,13,1.92,0.79,0.0058,"A0A182GDY7","RP20_CCG008258","BACK domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-276-5p","SM00875","BTB And C-terminal Kelch",3,13,1.92,0.79,0.0058,"A0A182GYP6","RP20_CCG018278","BTB domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-622","MAP-5694530","Cargo concentration in the ER",5,36,1.36,0.62,0.0063,"A0A182GJU2","RP20_CCG011177","SERPIN domain-containing protein; Belongs to the serpin family.",NA,NA,NA,NA,"Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-622","MAP-5694530","Cargo concentration in the ER",5,36,1.36,0.62,0.0063,"A0A182GSS4","RP20_CCG015087","Protein transport protein SEC23; Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules; Belongs to the SEC23/SEC24 family. SEC23 subfamily.","Protein transport protein SEC23","Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules","COPII-coated vesicle cargo loading; intracellular protein transport","GTPase activator activity; zinc ion binding","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-622","MAP-5694530","Cargo concentration in the ER",5,36,1.36,0.62,0.0063,"A0A182H4Q0","RP20_CCG021652","SERPIN domain-containing protein; Belongs to the serpin family.",NA,NA,NA,NA,"Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-622","MAP-5694530","Cargo concentration in the ER",5,36,1.36,0.62,0.0063,"A0A182H4Q1","RP20_CCG021653","SERPIN domain-containing protein; Belongs to the serpin family.",NA,NA,NA,"serine-type endopeptidase inhibitor activity","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-622","MAP-5694530","Cargo concentration in the ER",5,36,1.36,0.62,0.0063,"A0A182H581","RP20_CCG021961","SERPIN domain-containing protein; Belongs to the serpin family.",NA,NA,NA,"serine-type endopeptidase inhibitor activity","Reactome",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-970-3p","CL:11834","Mixed, incl. Attenuation phase, and Cyclosporin A binding",3,14,2.15,0.93,0.006,"A0A182G5M6","RP20_CCG003480","Uncharacterized protein.",NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-970-3p","CL:11834","Mixed, incl. Attenuation phase, and Cyclosporin A binding",3,14,2.15,0.93,0.006,"A0A182G5Y8","RP20_CCG003693","SER_THR_PHOSPHATASE domain-containing protein.","protein-serine/threonine phosphatase",NA,NA,"metal ion binding; protein serine/threonine phosphatase activity","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-970-3p","CL:11834","Mixed, incl. Attenuation phase, and Cyclosporin A binding",3,14,2.15,0.93,0.006,"A0A182HB57","RP20_CCG025714","HATPase_c domain-containing protein.","Heat shock protein 83",NA,NA,"ATP binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone; unfolded protein binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-1951","KW-0880","Kelch repeat",2,4,2.54,0.9,0.0082,"A0A182G4U6","RP20_CCG002972","BTB domain-containing protein.",NA,NA,NA,NA,"UniProt Keywords",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-1951","KW-0880","Kelch repeat",2,4,2.54,0.9,0.0082,"A0A182GYP6","RP20_CCG018278","BTB domain-containing protein.",NA,NA,NA,NA,"UniProt Keywords",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-1951","SM00875","BTB And C-terminal Kelch",3,13,2.2,1.31,0.00078,"A0A182G4U6","RP20_CCG002972","BTB domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-1951","SM00875","BTB And C-terminal Kelch",3,13,2.2,1.31,0.00078,"A0A182GDY7","RP20_CCG008258","BACK domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-1951","SM00875","BTB And C-terminal Kelch",3,13,2.2,1.31,0.00078,"A0A182GYP6","RP20_CCG018278","BTB domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-1951","SM00612","Kelch",2,4,2.54,0.91,0.008,"A0A182G4U6","RP20_CCG002972","BTB domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-1951","SM00612","Kelch",2,4,2.54,0.91,0.008,"A0A182GYP6","RP20_CCG018278","BTB domain-containing protein.",NA,NA,NA,NA,"SMART",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A023EK43","RP20_CCG011742","Ferritin; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Belongs to the ferritin family.","Ferritin","Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation","intracellular iron ion homeostasis; iron ion transport","ferric iron binding; ferrous iron binding; ferroxidase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182G2A3","RP20_CCG001269","Uncharacterized protein.",NA,NA,"anatomical structure morphogenesis; cell differentiation",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182G2L9","RP20_CCG001505","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182G4R2","RP20_CCG002897","Glutathione synthetase.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182G4S8","RP20_CCG002937","Exocyst complex component; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.","Exocyst complex component","Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane","Golgi to plasma membrane transport; intracellular protein transport; vesicle tethering involved in exocytosis",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182G786","RP20_CCG004462","RING-CH-type domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182G8P0","RP20_CCG005275","Integrase catalytic domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182G9G7","RP20_CCG005741","Protein kinase C; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. PKC subfamily.","protein kinase C",NA,NA,"ATP binding; diacylglycerol-dependent serine/threonine kinase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GDP6","RP20_CCG008130","Glycogen [starch] synthase; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan.","Glycogen [starch] synthase","Transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan","glycogen biosynthetic process","alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GE86","RP20_CCG008406","RRM domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GIH3","RP20_CCG010480","Uncharacterized protein.",NA,NA,"adiponectin-activated signaling pathway","signaling receptor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GKR1","RP20_CCG011607","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GL59","RP20_CCG011816","Integrase catalytic domain-containing protein.",NA,NA,"DNA integration","nucleic acid binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GLJ0","RP20_CCG012009","Uncharacterized protein.",NA,NA,NA,"nuclear receptor activity; sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GMX7","RP20_CCG012705","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GP53","RP20_CCG013278","NR LBD domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GPT4","RP20_CCG013590","Glutathione synthetase.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GUV4","RP20_CCG016161","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182GV54","RP20_CCG016301","HMG box domain-containing protein.",NA,NA,"brain development; negative regulation of transcription by RNA polymerase II; neuron differentiation","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H3V6","RP20_CCG021176","Uncharacterized protein.",NA,NA,"DNA biosynthetic process",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H443","RP20_CCG021323","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H4G7","RP20_CCG021504","Uncharacterized protein; Belongs to the heat shock protein 70 family.","Endoplasmic reticulum chaperone BIP","Endoplasmic reticulum chaperone that plays a key role in protein folding and quality control in the endoplasmic reticulum lumen. Involved in the correct folding of proteins and degradation of misfolded proteins. Acts as a key repressor of the unfolded protein response (UPR)",NA,"ATP binding; ATP-dependent protein folding chaperone","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H540","RP20_CCG021891","Fork-head domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H6W8","RP20_CCG022981","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H8T1","RP20_CCG024251","B30.2/SPRY domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H8W0","RP20_CCG024306","AB hydrolase-1 domain-containing protein.",NA,NA,NA,"hydrolase activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182H9E6","RP20_CCG024628","DUF5641 domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182HAA9","RP20_CCG025206","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182HC86","RP20_CCG026423","BHLH domain-containing protein.",NA,NA,NA,"protein dimerization activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182HE06","RP20_CCG018728","Uncharacterized protein.","Actin-binding cytoskeleton protein filamin",NA,"actin cytoskeleton organization","actin filament binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0042221","Response to chemical",31,1351,0.43,0.48,0.0028,"A0A182HEJ7","RP20_CCG027949","PAS domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182G2A3","RP20_CCG001269","Uncharacterized protein.",NA,NA,"anatomical structure morphogenesis; cell differentiation",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182G786","RP20_CCG004462","RING-CH-type domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182G9G7","RP20_CCG005741","Protein kinase C; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. PKC subfamily.","protein kinase C",NA,NA,"ATP binding; diacylglycerol-dependent serine/threonine kinase activity; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182GDP6","RP20_CCG008130","Glycogen [starch] synthase; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan.","Glycogen [starch] synthase","Transfers the glycosyl residue from UDP-Glc to the non-reducing end of alpha-1,4-glucan","glycogen biosynthetic process","alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182GE86","RP20_CCG008406","RRM domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182GIH3","RP20_CCG010480","Uncharacterized protein.",NA,NA,"adiponectin-activated signaling pathway","signaling receptor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182GLJ0","RP20_CCG012009","Uncharacterized protein.",NA,NA,NA,"nuclear receptor activity; sequence-specific DNA binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182GP53","RP20_CCG013278","NR LBD domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182GUV4","RP20_CCG016161","Uncharacterized protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182H4G7","RP20_CCG021504","Uncharacterized protein; Belongs to the heat shock protein 70 family.","Endoplasmic reticulum chaperone BIP","Endoplasmic reticulum chaperone that plays a key role in protein folding and quality control in the endoplasmic reticulum lumen. Involved in the correct folding of proteins and degradation of misfolded proteins. Acts as a key repressor of the unfolded protein response (UPR)",NA,"ATP binding; ATP-dependent protein folding chaperone","GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182H540","RP20_CCG021891","Fork-head domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
"Aedes albopictus","aal-mir-4728-5p","GO:0010033","Response to organic substance",17,510,0.59,0.47,0.0075,"A0A182H6W8","RP20_CCG022981","WD_REPEATS_REGION domain-containing protein.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7160,"asian tiger mosquito","STRING.7160.Aedes"
