#node	identifier	x_position	y_position	color	annotation
AAEL003623	7159.Q17EX1	0.8745107176141659	0.19232558139534883	rgb(117,239,210)	AAEL003623-PA.
AAEL003642	7159.Q17EX5	0.8745107176141659	0.4602325581395349	rgb(0,178,157)	Serine protease; Belongs to the peptidase S1 family.
AAEL003688	7159.Q17ET2	0.8241845293569432	0.12534883720930234	rgb(117,239,150)	AAEL003688-PA.
AAEL003731	7159.Q17EP7	0.6396551724137931	0.12534883720930234	rgb(239,120,117)	Nuclear body associated kinase, putative.
AAEL003901	7159.Q17E87	0.44757688723205963	0.2961395348837209	rgb(117,239,185)	AAEL003901-PA.
AAEL003930	7159.Q0IFW6	0.5138397017707362	0.728139534883721	rgb(117,131,239)	AAEL003930-PA.
AAEL003978	7159.Q17E51	0.3376980428704567	0.13372093023255816	rgb(217,239,117)	AAEL003978-PA.
AAEL003979	7159.Q17E15	0.8317334575955266	0.8135348837209303	rgb(0,28,178)	Deadenylation factor EDEN-BP, putative.
AAEL003989	7159.Q17E14	0.7570829450139795	0.3237674418604651	rgb(154,239,117)	AAEL003989-PA.
AAEL004167	7159.Q0IFQ3	0.3041472506989748	0.32627906976744186	rgb(239,155,117)	AAEL004167-PA.
AAEL004259	7159.Q17DB8	0.24543336439888164	0.13372093023255816	rgb(224,239,117)	RNA-binding protein lin-28.
AAEL004338	7159.Q17D51	0.12800559179869525	0.22581395348837208	rgb(189,239,117)	Pyruvate dehydrogenase E1 component subunit beta; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO2.
AAEL004389	7159.Q17CX9	0.3041472506989748	0.620139534883721	rgb(117,177,239)	Alpha-mannosidase.
AAEL004391	7159.Q17CY1	0.12800559179869525	0.594186046511628	rgb(239,124,117)	AAEL004391-PA.
AAEL004420	7159.Q17CU7	0.12800559179869525	0.6946511627906977	rgb(239,194,117)	AAEL004420-PB.
AAEL004542	7159.Q17CH0	0.7486952469711091	0.8704651162790699	rgb(239,187,117)	AAEL004542-PA.
AAEL004715	7159.Q17C29	0.5541006523765145	0.6896279069767443	rgb(117,233,239)	AAEL004715-PA.
AAEL004720	7159.Q17C40	0.8359273066169619	0.5774418604651164	rgb(117,239,189)	Dedicator of cytokinesis protein 9; Belongs to the DOCK family.
AAEL004731	7159.Q17C42	0.7403075489282387	0.5916744186046513	rgb(117,117,239)	AAEL004731-PA.
AAEL004918	7159.Q17BL6	0.8661230195712956	0.42674418604651165	rgb(119,239,117)	AAEL004918-PA.
AAEL004946	7159.Q17BH7	0.8661230195712956	0.3932558139534884	rgb(117,117,239)	AAEL004946-PA.
AAEL005014	7159.Q17B94	0.3125349487418453	0.5699069767441861	rgb(239,117,117)	AAEL005014-PA; Belongs to the transient receptor (TC 1.A.4) family.
AAEL005033	7159.Q17BB1	0.5473904939422181	0.13372093023255816	rgb(207,239,117)	AAEL005033-PA.
AAEL005134	7159.Q17B03	0.1363932898415657	0.4518604651162791	rgb(117,117,239)	AAEL005134-PA.
AAEL005246	7159.Q17AN7	0.7352749301025163	0.2593023255813954	rgb(165,239,117)	AAEL005246-PA.
AAEL005247	7159.Q17AN8	0.6396551724137931	0.2735348837209302	rgb(117,239,199)	AAEL005247-PA.
AAEL005314	7159.Q17AE0	0.4282851817334576	0.41000000000000003	rgb(151,239,117)	AAEL005314-PA.
AAEL005581	7159.Q179N7	0.6228797763280522	0.7314883720930233	rgb(161,239,117)	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
AAEL005824	7159.Q178M8	0.8275396085740914	0.5439534883720931	rgb(117,239,234)	AAEL005824-PA.
AAEL005836	7159.Q178M9	0.7319198508853682	0.558186046511628	rgb(117,174,239)	AAEL005836-PA.
AAEL005957	7159.Q178B3	0.1363932898415657	0.48534883720930233	rgb(117,239,213)	AAEL005957-PA.
AAEL005985	7159.Q177Z0	0.18671947809878847	0.8620930232558139	rgb(117,188,239)	Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.
AAEL006074	7159.Q177N4	0.42325256290773533	0.6025581395348838	rgb(168,239,117)	alpha-1,2-Mannosidase; Belongs to the glycosyl hydrolase 47 family.
AAEL006251	7159.Q176V0	0.27898415657036346	0.8620930232558139	rgb(117,117,239)	Ubiquitin-fold modifier 1; Ubiquitin-like modifier protein which binds to a number of as yet unidentified target proteins.
AAEL006426	7159.Q0IF91	0.3125349487418453	0.6946511627906977	rgb(117,156,239)	Beta-1,4-galactosyltransferase.
AAEL006439	7159.Q176D4	0.5557781919850886	0.8620930232558139	rgb(140,239,117)	Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.
AAEL006445	7159.Q176D1	0.14478098788443616	0.7951162790697675	rgb(117,117,239)	Phosphatidylinositol-glycan biosynthesis class W protein; Probable acetyltransferase, which acetylates the inositol ring of phosphatidylinositol during biosynthesis of GPI-anchor.
AAEL006553	7159.Q175U4	0.7319198508853682	0.15046511627906978	rgb(235,239,117)	AAEL006553-PA.
AAEL006555	7159.Q175T7	0.7872786579683132	0.7030232558139536	rgb(143,239,117)	AAEL006555-PA.
AAEL006596	7159.Q175Q0	0.7470177073625349	0.5104651162790698	rgb(117,117,239)	AAEL006596-PA.
AAEL006664	7159.Q175E6	0.5884902143522833	0.5891627906976745	rgb(255,0,0)	AAEL006664-PA.
AAEL006783	7159.Q174S1	0.453448275862069	0.1588372093023256	rgb(182,239,117)	Histone-lysine N-methyltransferase, H3 lysine-79 specific.
AAEL006855	7159.Q174K4	0.15316868592730662	0.1588372093023256	rgb(239,205,117)	UDP-galactose transporter.
AAEL006911	7159.Q174F6	0.6480428704566636	0.8453488372093024	rgb(101,255,163)	Microtubule-associated protein.
AAEL007034	7159.Q173S6	0.8409599254426842	0.8453488372093024	rgb(117,239,217)	AAEL007034-PA.
AAEL007144	7159.Q173I2	0.5482292637465052	0.29948837209302326	rgb(126,239,117)	AAEL007144-PA.
AAEL007659	7159.Q171F9	0.8527027027027028	0.30953488372093024	rgb(117,117,239)	AAEL007659-PA.
AAEL007664	7159.Q171F2	0.8409599254426842	0.5104651162790698	rgb(117,117,239)	Nicotinic acetylcholine receptor subunit.
AAEL007953	7159.Q16FC5	0.5222273998136068	0.7616279069767442	rgb(117,153,239)	AAEL007953-PA.
AAEL008122	7159.Q16ZQ0	0.7235321528424977	0.374	rgb(117,202,239)	AAEL008122-PA.
AAEL008421	7159.Q16YV5	0.5431966449207829	0.4686046511627907	rgb(117,226,239)	AAEL008421-PA.
AAEL008480	7159.Q16YN7	0.8409599254426842	0.1588372093023256	rgb(117,128,239)	AAEL008480-PA.
AAEL008590	7159.Q16YB0	0.6396551724137931	0.1588372093023256	rgb(203,239,117)	AAEL008590-PA.
AAEL008765	7159.Q16XV3	0.27898415657036346	0.1672093023255814	rgb(239,215,117)	AAEL008765-PA.
AAEL008816	7159.Q16XQ1	0.7025629077353216	0.630186046511628	rgb(187,255,101)	Vesicular monoamine transporter, putative.
AAEL009171	7159.Q16WN0	0.16155638397017708	0.2593023255813954	rgb(210,239,117)	AAEL009171-PA.
AAEL009212	7159.Q16WI5	0.16155638397017708	0.2927906976744186	rgb(117,117,239)	AAEL009212-PC.
AAEL009232	7159.Q16WF9	0.7403075489282387	0.8369767441860466	rgb(255,175,101)	AAEL009232-PA.
AAEL009300	7159.Q16W86	0.8325722273998136	0.6109302325581396	rgb(117,191,239)	AAEL009300-PA.
AAEL009304	7159.Q16WA7	0.6572693383038212	0.5104651162790698	rgb(196,239,117)	AAEL009304-PA; Belongs to the syntaxin family.
AAEL009364	7159.Q16W25	0.2957595526561044	0.3907441860465116	rgb(239,145,117)	AAEL009364-PA; Belongs to the protein kinase superfamily.
AAEL009437	7159.Q16VT5	0.46267474370922645	0.6343720930232558	rgb(239,198,117)	AAEL009437-PA.
AAEL009588	7159.Q16VE7	0.5473904939422181	0.1672093023255814	rgb(117,239,203)	Expressed protein (HR3).
AAEL009901	7159.Q16UG6	0.18671947809878847	0.8286046511627907	rgb(186,239,117)	AAEL009901-PA.
AAEL009905	7159.Q16UG8	0.16994408201304756	0.6611627906976745	rgb(117,239,192)	AAEL009905-PA.
AAEL010015	7159.Q16U75	0.27898415657036346	0.8286046511627907	rgb(228,239,117)	AAEL010015-PA.
AAEL010095	7159.Q1HRQ5	0.08606710158434297	0.09186046511627907	rgb(117,117,239)	Conserved protein.
AAEL010124	7159.Q16TV2	0.3897017707362535	0.7515813953488373	rgb(239,177,117)	Phosphoinositide phospholipase C.
AAEL010222	7159.Q16TJ0	0.4970643056849953	0.8286046511627907	rgb(239,170,117)	AAEL010222-PA.
AAEL010226	7159.Q16TH4	0.5901677539608575	0.8118604651162792	rgb(122,239,117)	AAEL010226-PA.
AAEL010344	7159.Q16T89	0.8241845293569432	0.25093023255813957	rgb(117,181,239)	AAEL010344-PA.
AAEL010523	7159.Q16SQ6	0.7486952469711091	0.18395348837209302	rgb(117,170,239)	AAEL010523-PA.
AAEL010664	7159.Q16S85	0.18671947809878847	0.19232558139534883	rgb(117,209,239)	AAEL010664-PA; Belongs to the small heat shock protein (HSP20) family.
AAEL010809	7159.Q0IEE3	0.5054520037278658	0.3430232558139535	rgb(117,160,239)	AAEL010809-PA; Belongs to the nucleosome assembly protein (NAP) family.
AAEL010902	7159.Q16RM3	0.6564305684995341	0.19232558139534883	rgb(117,230,239)	Cation efflux protein/ zinc transporter.
AAEL010906	7159.Q16RM7	0.18671947809878847	0.3681395348837209	rgb(117,138,239)	AAEL010906-PA.
AAEL011191	7159.Q16QS4	0.20349487418452938	0.40162790697674416	rgb(239,163,117)	AAEL011191-PA.
AAEL011261	7159.Q16QJ6	0.20349487418452938	0.5188372093023256	rgb(239,233,117)	AAEL011261-PA.
AAEL011420	7159.Q0IEC2	0.6312674743709228	0.4686046511627907	rgb(172,239,117)	AAEL011420-PA.
AAEL011432	7159.Q16Q37	0.20349487418452938	0.5523255813953489	rgb(117,239,231)	AAEL011432-PA.
AAEL011469	7159.Q16PZ1	0.3913793103448276	0.5188372093023256	rgb(158,239,117)	AAEL011469-PA.
AAEL011479	7159.Q16PZ2	0.2957595526561044	0.5330697674418605	rgb(117,184,239)	AAEL011479-PA.
AAEL011480	7159.Q16PY9	0.3913793103448276	0.3765116279069768	rgb(117,237,239)	AAEL011480-PA.
AAEL011576	7159.Q16PQ3	0.8191519105312209	0.3597674418604651	rgb(117,223,239)	AAEL011576-PA.
AAEL011654	7159.Q16PF2	0.20349487418452938	0.728139534883721	rgb(150,101,255)	AAEL011654-PA.
AAEL011709	7159.Q16PA7	0.3544734389561976	0.6611627906976745	rgb(133,239,117)	Diacylglycerol kinase.
AAEL011867	7159.Q16NT2	0.2370456663560112	0.7951162790697675	rgb(239,222,117)	AAEL011867-PA.
AAEL012092	7159.Q16N45	0.3293103448275862	0.7951162790697675	rgb(117,239,136)	AAEL012092-PA.
AAEL012138	7159.Q16MZ3	0.4970643056849953	0.7951162790697675	rgb(129,239,117)	AAEL012138-PB.
AAEL012262	7159.Q16ML6	0.2118825722273998	0.32627906976744186	rgb(117,195,239)	Putative neural cell adhesion molecule l1.
AAEL012339	7159.Q16JH7	0.6899813606710159	0.22581395348837208	rgb(117,239,238)	AAEL012339-PA; Belongs to the protein kinase superfamily.
AAEL012381	7159.Q16M89	0.2118825722273998	0.6276744186046512	rgb(117,167,239)	AAEL012381-PA.
AAEL012388	7159.Q16M76	0.7822460391425909	0.4769767441860465	rgb(239,152,117)	AAEL012388-PA.
AAEL012513	7159.Q16LV3	0.43164026095060576	0.5523255813953489	rgb(117,239,118)	Calcium-binding protein E63-1.
AAEL012657	7159.Q16LF8	0.8300559179869526	0.6502790697674419	rgb(200,239,117)	AAEL012657-PA.
AAEL012823	7159.Q16KZ4	0.7822460391425909	0.21744186046511627	rgb(239,219,117)	Polypeptide N-acetylgalactosaminyltransferase.
AAEL012972	7159.Q16KJ5	0.2202702702702703	0.5858139534883722	rgb(239,208,117)	Polypeptide N-acetylgalactosaminyltransferase.
AAEL013086	7159.Q16K82	0.2202702702702703	0.6946511627906977	rgb(239,141,117)	AAEL013086-PA.
AAEL013203	7159.Q16JV4	0.7738583410997205	0.4434883720930233	rgb(117,212,239)	AAEL013203-PA; Belongs to the peptidase C19 family.
AAEL013250	7159.Q16JQ3	0.7738583410997205	0.41000000000000003	rgb(117,117,239)	AAEL013250-PA.
AAEL013359	7159.Q1HR82	0.48532152842497667	0.5004186046511628	rgb(117,239,206)	DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.
AAEL013847	7159.Q16HZ7	0.22865796831314072	0.4351162790697674	rgb(117,239,143)	Diacylglycerol kinase, zeta, iota.
AAEL013849	7159.Q16HZ8	0.45009319664492076	0.6745581395348837	rgb(117,142,239)	Diacylglycerol kinase, zeta, iota.
AAEL013986	7159.Q16HL0	0.22865796831314072	0.4686046511627907	rgb(239,212,117)	AAEL013986-PA.
AAEL014003	7159.Q16HJ7	0.2957595526561044	0.7616279069767442	rgb(214,239,117)	AAEL014003-PA.
AAEL014033	7159.Q16HG5	0.7151444547996273	0.6946511627906977	rgb(238,239,117)	AAEL014033-PA.
AAEL014367	7159.Q16GJ0	0.33434296365330846	0.1981860465116279	rgb(117,135,239)	AAEL014367-PA.
AAEL014507	7159.Q16G66	0.34524697110904007	0.2894418604651163	rgb(221,239,117)	AAEL014507-PA.
AAEL014902	7159.Q16F45	0.5977166821994409	0.2425581395348837	rgb(239,173,117)	Cation efflux protein/ zinc transporter.
AAEL015076	7159.Q16EP2	0.25382106244175207	0.2593023255813954	rgb(239,180,117)	AAEL015076-PA.
AAEL015297	7159.Q16EA9	0.25382106244175207	0.2927906976744186	rgb(117,239,196)	DNA-directed RNA polymerase; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Belongs to the phage and mitochondrial RNA polymerase family.
AAEL015521	7159.Q1DGR7	0.9080615097856478	0.9123255813953489	rgb(179,239,117)	AAEL015521-PA.
AAEL015603	7159.Q1DGJ8	0.9080615097856478	0.3430232558139535	rgb(117,117,239)	Ceramide kinase.
AAEL015672	7159.Q1DGD9	0.8241845293569432	0.09186046511627907	rgb(117,216,239)	AAEL015672-PA.
AAEL801114	7159.J9HTV7	0.6061043802423114	0.38488372093023254	rgb(239,191,117)	AAEL017419-PA.
CYP315A1	7159.Q16NV1	0.20349487418452938	0.7616279069767442	rgb(178,171,0)	AAEL011850-PA.
GPRFZ1	7159.Q16JZ7	0.3913793103448276	0.48534883720930233	rgb(117,198,239)	GPCR Frizzled/Smoothened Family; Belongs to the G-protein coupled receptor Fz/Smo family.
GPRFZ7	7159.Q16U83	0.2957595526561044	0.4995813953488372	rgb(117,117,239)	AAEL009983-PA; Belongs to the G-protein coupled receptor Fz/Smo family.
GPRGHP4	7159.J9HTN1	0.5809412861137	0.4183720930232558	rgb(117,117,239)	GPCR Growth Hormone Releasing Hormone Family; Belongs to the G-protein coupled receptor 1 family.
J9HZD6_AEDAE	7159.J9HZD6	0.3746039142590867	0.8486976744186048	rgb(117,124,239)	Phosphoinositide phospholipase C.
J9HZV2_AEDAE	7159.J9HZV2	0.8258620689655173	0.7390232558139536	rgb(147,239,117)	AAEL017168-PA.
fru	7159.Q176R3	0.46351351351351355	0.8620930232558139	rgb(117,239,175)	FRU non-sex-specific P1 isoform.
retm	7159.Q16KN5	0.2202702702702703	0.22581395348837208	rgb(117,239,139)	Protein real-time.
