species,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,annotation,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id,protein_name,gene_primary,cc_function,go_p,go_f
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16IW8,AAEL013529,AAEL013529-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,neurotransmitter secretion,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16KQ8,AAEL012905,AAEL012905-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,calcium ion binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16KQ9,AAEL012910,AAEL012910-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,calcium ion binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16KR0,AAEL012908,AAEL012908-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16L96,AAEL012723,AAEL012723-PA; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,mitogen-activated protein kinase kinase,5576696,NA,MAPK cascade,ATP binding; protein serine/threonine kinase activity; protein serine/threonine/tyrosine kinase activity; protein tyrosine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16LK0,AAEL012627,AAEL012627-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,establishment of mitotic spindle orientation; regulation of establishment of bipolar cell polarity; signal transduction,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16LS6,AAEL012541,AAEL012541-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,neurotransmitter secretion,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16LU2,AAEL012517,AAEL012517-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16LX7,AAEL012493,AAEL012493-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; system development,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16M53,AAEL012420,AAEL012420-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-transcriptional regulation of gene expression,mRNA 3'-UTR binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16M54,AAEL012416,AAEL012416-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16MK4,AAEL012273,AAEL012273-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,hematopoietic progenitor cell differentiation,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16N85,AAEL012057,Enhancer of polycomb-like protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Enhancer of polycomb-like protein,NA,NA,regulation of transcription by RNA polymerase II,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16PP6,AAEL011565,AAEL011565-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,signal transduction,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16PT5,AAEL011536,"Phosphoacetylglucosamine mutase; Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O- glycosylation; Belongs to the phosphohexose mutase family.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Phosphoacetylglucosamine mutase,5574930,"Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation",carbohydrate metabolic process; UDP-N-acetylglucosamine biosynthetic process,magnesium ion binding; phosphoacetylglucosamine mutase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16R23,AAEL011105,AAEL011105-PB.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,actin filament binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16R65,AAEL011058,Lim domain binding protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16RM1,AAEL010908,AAEL010908-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16RU6,AAEL010835,Mitogen-activated protein kinase kinase kinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Mitogen-activated protein kinase kinase kinase dlk-1,NA,NA,response to stress,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16SB0,AAEL010643,AAEL010643-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16TR7,AAEL010144,AAEL010144-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,extracellular matrix organization; proteolysis,metalloendopeptidase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16U10,AAEL010061,AAEL010061-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,actin binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16UC4,AAEL009947,"Homeotic antennapedia protein, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Homeotic protein antennapedia,NA,Sequence-specific transcription factor which is part of a developmental regulatory system that regulates segmental identity in the mesothorax. Provides cells with specific positional identities on the anterior-posterior axis,anterior/posterior pattern specification; negative regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16VM1,AAEL009515,AAEL009515-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,chromatin binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16W03,AAEL009377,AAEL009377-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,small monomeric GTPase,5571900,NA,Rap protein signal transduction,GTP binding; GTPase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16WF1,AAEL009240,AAEL009240-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Carboxylesterase type B domain-containing protein,5571711,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16WM1,AAEL009175,AAEL009175-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; axon guidance; negative chemotaxis,calcium ion binding; heparin binding; Roundabout binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16XT3,AAEL008773,AAEL008773-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Laminin A chain,NA,NA,animal organ morphogenesis; cell adhesion; system development; tissue development,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16Y82,AAEL008622,AAEL008622-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Stress-activated protein kinase JNK,NA,"Responds to activation by environmental stress and pro-inflammatory cytokines by phosphorylating a number of transcription factors, and thus regulates transcriptional activity",NA,ATP binding; MAP kinase activity; protein serine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16YG3,AAEL008554,AAEL008554-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,protein-tyrosine-phosphatase,NA,NA,cell differentiation; intracellular signal transduction; mitotic cell cycle,non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16YG8,AAEL008528,AAEL008528-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,protein-tyrosine-phosphatase,NA,NA,anatomical structure morphogenesis; intracellular signal transduction; mitotic cell cycle; neuron development,non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16YZ8,AAEL008362,AAEL008362-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16YZ9,AAEL008372,"Sulfatase-1, sulf-1.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q16Z01,AAEL008371,AAEL008371-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,GTPase activator activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q170K4,AAEL007888,"Protein 4.1 homolog (Coracle protein), putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Moesin/ezrin/radixin homolog 1,NA,NA,actomyosin structure organization; animal organ morphogenesis; neuron differentiation,actin binding; structural molecule activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q170K8,AAEL007876,Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Tyrosine-protein kinase-like otk,NA,"Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons",cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q171J8,TOLL1A,Toll-like receptor; Belongs to the Toll-like receptor family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,TOLL1A,NA,toll-like receptor signaling pathway,signaling receptor activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q172L3,AAEL007331,AAEL007331-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; system development,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q173B0,AAEL007217,AAEL007217-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5568906,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q174K3,AAEL006876,AAEL006876-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5568453,NA,mRNA transport; regulation of translation,RNA binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q174W8,GPRFZ2,AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,GPRFZ2,NA,canonical Wnt signaling pathway; non-canonical Wnt signaling pathway,Wnt receptor activity; Wnt-protein binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q177R3,AAEL006057,AAEL006057-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of translation,mRNA binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q177S2,AAEL006038,AAEL006038-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17BK4,AAEL004934,AAEL004934-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17BN5,AAEL004900,AAEL004900-PA; Belongs to the FPP/GGPP synthase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5565667,NA,isoprenoid biosynthetic process; pheromone biosynthetic process,prenyltransferase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17BY7,AAEL004737,Lim domain binding protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17C29,AAEL004715,AAEL004715-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Anti-proliferative protein domain-containing protein,5565301,NA,negative regulation of cell population proliferation,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17C39,AAEL004717,AAEL004717-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axon guidance,cyclin-dependent protein serine/threonine kinase activator activity; protein kinase binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17C93,AAEL004651,Multiple ankyrin repeats single kh domain protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,innate immune response,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17CG1,AAEL004549,AAEL004549-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,neurotransmitter secretion,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17D24,AAEL004351,AAEL004351-PC; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,Wnt signaling pathway,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17DB6,AAEL004255,Zinc finger protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell fate commitment,"DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding"
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17DL2,AAEL004133,AAEL004133-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17DM5,AAEL004088,Aldo-keto reductase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,oxidoreductase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17E44,AAEL003953,"Map/microtubule affinity-regulating kinase 2,4.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,MAP/microtubule affinity-regulating kinase 3,NA,"Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1",intracellular signal transduction; microtubule cytoskeleton organization,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17EB3,AAEL003861,AAEL003861-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5578717,NA,animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17EP7,AAEL003731,"Nuclear body associated kinase, putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17F07,AAEL003609,AAEL003609-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17F08,AAEL003592,AAEL003592-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17F71,AAEL003506,AAEL003506-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,brain development; neuron differentiation,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17G69,AAEL003169,AAEL003169-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17GF2,AAEL003109,AAEL003109-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,GB1/RHD3-type G domain-containing protein,5577060,NA,NA,GTP binding; GTPase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17GI1,AAEL003013,AAEL003013-PA; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,mitogen-activated protein kinase kinase,5580276,NA,NA,ATP binding; JUN kinase kinase activity; protein serine/threonine kinase activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17GP3,AAEL002938,Skd/vacuolar sorting; Belongs to the AAA ATPase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,vesicle-fusing ATPase,110673991,NA,endosomal transport; vacuole organization,ATP binding; ATP hydrolysis activity
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17H75,AAEL002761,Putative tropomyosin invertebrate; Belongs to the tropomyosin family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5575995,NA,NA,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17HA9,AAEL002754,AAEL002754-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17HG6,AAEL002690,AAEL002690-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,motor neuron axon guidance,NA
Aedes aegypti,GO:0048731,System development,106,1578,0.42,1.18,3.37e-16,Q17HS6,AAEL002594,AAEL002594-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity
