URL,fasta_header,uniprot_id,kegg_id,identity
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17I67%7CQ17I67%5FAEDAE,tr|Q17I67|Q17I67_AEDAE,Q17I67,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16MX5%7CQ16MX5%5FAEDAE,tr|Q16MX5|Q16MX5_AEDAE,Q16MX5,aag:5576026,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ170K9%7CQ170K9%5FAEDAE,tr|Q170K9|Q170K9_AEDAE,Q170K9,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17FE9%7CQ17FE9%5FAEDAE,tr|Q17FE9|Q17FE9_AEDAE,Q17FE9,aag:5578107,83
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16MJ6%7CQ16MJ6%5FAEDAE,tr|Q16MJ6|Q16MJ6_AEDAE,Q16MJ6,aag:5576056,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17J05%7CQ17J05%5FAEDAE,tr|Q17J05|Q17J05_AEDAE,Q17J05,aag:5573892,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16MM1%7CQ16MM1%5FAEDAE,tr|Q16MM1|Q16MM1_AEDAE,Q16MM1,aag:5578151,90
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17G70%7CQ17G70%5FAEDAE,tr|Q17G70|Q17G70_AEDAE,Q17G70,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16PX0%7CQ16PX0%5FAEDAE,tr|Q16PX0|Q16PX0_AEDAE,Q16PX0,aag:5574895,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16H88%7CQ16H88%5FAEDAE,tr|Q16H88|Q16H88_AEDAE,Q16H88,aag:5563757,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16M45%7CQ16M45%5FAEDAE,tr|Q16M45|Q16M45_AEDAE,Q16M45,aga:3289780,89
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16R88%7CQ16R88%5FAEDAE,tr|Q16R88|Q16R88_AEDAE,Q16R88,aag:5577796,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17G52%7CQ17G52%5FAEDAE,tr|Q17G52|Q17G52_AEDAE,Q17G52,aag:5577501,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17MX1%7CQ17MX1%5FAEDAE,tr|Q17MX1|Q17MX1_AEDAE,Q17MX1,aag:5567198,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17P09%7CQ17P09%5FAEDAE,tr|Q17P09|Q17P09_AEDAE,Q17P09,aga:1281327,81
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ178E9%7CQ178E9%5FAEDAE,tr|Q178E9|Q178E9_AEDAE,Q178E9,aag:5567254,93
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16LK2%7CQ16LK2%5FAEDAE,tr|Q16LK2|Q16LK2_AEDAE,Q16LK2,aag:5576140,91
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16G51%7CQ16G51%5FAEDAE,tr|Q16G51|Q16G51_AEDAE,Q16G51,aag:5578805,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17B43%7CQ17B43%5FAEDAE,tr|Q17B43|Q17B43_AEDAE,Q17B43,aag:5565987,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16XY9%7CQ16XY9%5FAEDAE,tr|Q16XY9|Q16XY9_AEDAE,Q16XY9,aag:5570991,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17K68%7CQ17K68%5FAEDAE,tr|Q17K68|Q17K68_AEDAE,Q17K68,aag:5572304,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17FU6%7CQ17FU6%5FAEDAE,tr|Q17FU6|Q17FU6_AEDAE,Q17FU6,aag:5577744,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16KR0%7CQ16KR0%5FAEDAE,tr|Q16KR0|Q16KR0_AEDAE,Q16KR0,aag:5576948,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16U87%7CQ16U87%5FAEDAE,tr|Q16U87|Q16U87_AEDAE,Q16U87,aag:5572713,87
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17CG1%7CQ17CG1%5FAEDAE,tr|Q17CG1|Q17CG1_AEDAE,Q17CG1,aag:5565053,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16N99%7CQ16N99%5FAEDAE,tr|Q16N99|Q16N99_AEDAE,Q16N99,aag:5566722,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ177R3%7CQ177R3%5FAEDAE,tr|Q177R3|Q177R3_AEDAE,Q177R3,aag:5567380,90
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ170K8%7CQ170K8%5FAEDAE,tr|Q170K8|Q170K8_AEDAE,Q170K8,aag:5569737,94
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17CP4%7CQ17CP4%5FAEDAE,tr|Q17CP4|Q17CP4_AEDAE,Q17CP4,aag:5564889,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17BY7%7CQ17BY7%5FAEDAE,tr|Q17BY7|Q17BY7_AEDAE,Q17BY7,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ172G9%7CQ172G9%5FAEDAE,tr|Q172G9|Q172G9_AEDAE,Q172G9,aag:5569126,86
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17D24%7CQ17D24%5FAEDAE,tr|Q17D24|Q17D24_AEDAE,Q17D24,aag:5564645,87
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16II4%7CQ16II4%5FAEDAE,tr|Q16II4|Q16II4_AEDAE,Q16II4,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17K92%7CQ17K92%5FAEDAE,tr|Q17K92|Q17K92_AEDAE,Q17K92,aga:1274741,84
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16YZ8%7CQ16YZ8%5FAEDAE,tr|Q16YZ8|Q16YZ8_AEDAE,Q16YZ8,aag:5570551,96
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17PI9%7CQ17PI9%5FAEDAE,tr|Q17PI9|Q17PI9_AEDAE,Q17PI9,aag:5575143,94
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17J33%7CQ17J33%5FAEDAE,tr|Q17J33|Q17J33_AEDAE,Q17J33,aag:5580054,82
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16H74%7CQ16H74%5FAEDAE,tr|Q16H74|Q16H74_AEDAE,Q16H74,aag:5579630,91
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16YP6%7CQ16YP6%5FAEDAE,tr|Q16YP6|Q16YP6_AEDAE,Q16YP6,aag:5576631,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16II5%7CQ16II5%5FAEDAE,tr|Q16II5|Q16II5_AEDAE,Q16II5,aag:5578376,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ171Z5%7CQ171Z5%5FAEDAE,tr|Q171Z5|Q171Z5_AEDAE,Q171Z5,aag:5569220,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16YG5%7CQ16YG5%5FAEDAE,tr|Q16YG5|Q16YG5_AEDAE,Q16YG5,aga:133391160,96
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16I15%7CQ16I15%5FAEDAE,tr|Q16I15|Q16I15_AEDAE,Q16I15,aag:5578717,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ179A9%7CQ179A9%5FAEDAE,tr|Q179A9|Q179A9_AEDAE,Q179A9,aag:23687802,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16KH2%7CQ16KH2%5FAEDAE,tr|Q16KH2|Q16KH2_AEDAE,Q16KH2,aag:5577087,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16F21%7CQ16F21%5FAEDAE,tr|Q16F21|Q16F21_AEDAE,Q16F21,aag:5574043,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16LS6%7CQ16LS6%5FAEDAE,tr|Q16LS6|Q16LS6_AEDAE,Q16LS6,aag:5565053,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16F16%7CQ16F16%5FAEDAE,tr|Q16F16|Q16F16_AEDAE,Q16F16,aag:5576045,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16S94%7CQ16S94%5FAEDAE,tr|Q16S94|Q16S94_AEDAE,Q16S94,aag:5573673,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16LI4%7CQ16LI4%5FAEDAE,tr|Q16LI4|Q16LI4_AEDAE,Q16LI4,aag:5565029,81
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16IN4%7CQ16IN4%5FAEDAE,tr|Q16IN4|Q16IN4_AEDAE,Q16IN4,aag:5578284,97
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16N85%7CQ16N85%5FAEDAE,tr|Q16N85|Q16N85_AEDAE,Q16N85,aag:5575748,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17CP3%7CQ17CP3%5FAEDAE,tr|Q17CP3|Q17CP3_AEDAE,Q17CP3,aag:5564863,93
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ0IE98%7CQ0IE98%5FAEDAE,tr|Q0IE98|Q0IE98_AEDAE,Q0IE98,aag:5577077,97
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16EF2%7CQ16EF2%5FAEDAE,tr|Q16EF2|Q16EF2_AEDAE,Q16EF2,aag:5578805,94
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ175T8%7CQ175T8%5FAEDAE,tr|Q175T8|Q175T8_AEDAE,Q175T8,aag:5568120,96
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CJ9HG16%7CJ9HG16%5FAEDAE,tr|J9HG16|J9HG16_AEDAE,J9HG16,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ175M5%7CQ175M5%5FAEDAE,tr|Q175M5|Q175M5_AEDAE,Q175M5,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16UA9%7CQ16UA9%5FAEDAE,tr|Q16UA9|Q16UA9_AEDAE,Q16UA9,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ0IEI4%7CQ0IEI4%5FAEDAE,tr|Q0IEI4|Q0IEI4_AEDAE,Q0IEI4,aag:5573208,92
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17EP1%7CQ17EP1%5FAEDAE,tr|Q17EP1|Q17EP1_AEDAE,Q17EP1,aag:5578851,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17G54%7CQ17G54%5FAEDAE,tr|Q17G54|Q17G54_AEDAE,Q17G54,aga:1273929,81
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17L66%7CQ17L66%5FAEDAE,tr|Q17L66|Q17L66_AEDAE,Q17L66,aag:5570710,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17E80%7CQ17E80%5FAEDAE,tr|Q17E80|Q17E80_AEDAE,Q17E80,dme:Dmel_CG5669,84
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16N83%7CQ16N83%5FAEDAE,tr|Q16N83|Q16N83_AEDAE,Q16N83,aag:5575787,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16KR1%7CQ16KR1%5FAEDAE,tr|Q16KR1|Q16KR1_AEDAE,Q16KR1,aag:5576948,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17J27%7CQ17J27%5FAEDAE,tr|Q17J27|Q17J27_AEDAE,Q17J27,aag:5580078,97
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17J26%7CQ17J26%5FAEDAE,tr|Q17J26|Q17J26_AEDAE,Q17J26,aag:5580078,97
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ0C7B1%7CQ0C7B1%5FAEDAE,tr|Q0C7B1|Q0C7B1_AEDAE,Q0C7B1,aag:5563620,93
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16LX7%7CQ16LX7%5FAEDAE,tr|Q16LX7|Q16LX7_AEDAE,Q16LX7,aag:5569057,91
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16YG3%7CQ16YG3%5FAEDAE,tr|Q16YG3|Q16YG3_AEDAE,Q16YG3,aga:133391160,93
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16XQ1%7CQ16XQ1%5FAEDAE,tr|Q16XQ1|Q16XQ1_AEDAE,Q16XQ1,aag:5571073,83
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16HZ9%7CQ16HZ9%5FAEDAE,tr|Q16HZ9|Q16HZ9_AEDAE,Q16HZ9,aag:5578805,100
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ174C4%7CQ174C4%5FAEDAE,tr|Q174C4|Q174C4_AEDAE,Q174C4,aag:5578126,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16P43%7CQ16P43%5FAEDAE,tr|Q16P43|Q16P43_AEDAE,Q16P43,aag:5574043,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16RU6%7CQ16RU6%5FAEDAE,tr|Q16RU6|Q16RU6_AEDAE,Q16RU6,aag:5573997,92
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17E44%7CQ17E44%5FAEDAE,tr|Q17E44|Q17E44_AEDAE,Q17E44,aag:5579800,93
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16M54%7CQ16M54%5FAEDAE,tr|Q16M54|Q16M54_AEDAE,Q16M54,aag:5576263,94
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17F07%7CQ17F07%5FAEDAE,tr|Q17F07|Q17F07_AEDAE,Q17F07,aag:5565116,99
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ0IEV0%7CQ0IEV0%5FAEDAE,tr|Q0IEV0|Q0IEV0_AEDAE,Q0IEV0,aag:5566210,89
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16TX6%7CQ16TX6%5FAEDAE,tr|Q16TX6|Q16TX6_AEDAE,Q16TX6,aag:5577472,96
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ17E15%7CQ17E15%5FAEDAE,tr|Q17E15|Q17E15_AEDAE,Q17E15,aag:5579195,98
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ16R65%7CQ16R65%5FAEDAE,tr|Q16R65|Q16R65_AEDAE,Q16R65,aag:5574293,89
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=fd7ba5d4583a394230d661f941b876f22bbbdf36&passwd=G47cRt&type=blastkoala&code=user&target=tr%7CQ1DGF8%7CQ1DGF8%5FAEDAE,tr|Q1DGF8|Q1DGF8_AEDAE,Q1DGF8,aag:5579261,99
