URL,fasta_header,uniprot_id,kegg_id,identity
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D4448A,UPI0007D4448A,UPI0007D4448A,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D630F7,UPI0007D630F7,UPI0007D630F7,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D64492,UPI0007D64492,UPI0007D64492,aag:5566777,95.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D300FE,UPI0007D300FE,UPI0007D300FE,aag:5569793,99.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1BCAA,UPI0007D1BCAA,UPI0007D1BCAA,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D13FCC,UPI0007D13FCC,UPI0007D13FCC,aag:5580214,93.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D65DF2,UPI0007D65DF2,UPI0007D65DF2,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D5968F,UPI0007D5968F,UPI0007D5968F,aag:5567685,80.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3FCC8,UPI0007D3FCC8,UPI0007D3FCC8,aga:1280384,95.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D2D2BF,UPI0007D2D2BF,UPI0007D2D2BF,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D20DCC,UPI0007D20DCC,UPI0007D20DCC,aag:5579666,93.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D5581D,UPI0007D5581D,UPI0007D5581D,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D24D86,UPI0007D24D86,UPI0007D24D86,aag:5570650,91.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D5DE97,UPI0007D5DE97,UPI0007D5DE97,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3A5E0,UPI0007D3A5E0,UPI0007D3A5E0,aag:5579293,82.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D34EB9,UPI0007D34EB9,UPI0007D34EB9,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3CF33,UPI0007D3CF33,UPI0007D3CF33,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D41344,UPI0007D41344,UPI0007D41344,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D44228,UPI0007D44228,UPI0007D44228,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D5DD7E,UPI0007D5DD7E,UPI0007D5DD7E,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D67385,UPI0007D67385,UPI0007D67385,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1DC4B,UPI0007D1DC4B,UPI0007D1DC4B,aag:5574986,83.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D60D98,UPI0007D60D98,UPI0007D60D98,aag:5567141,95.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D42863,UPI0007D42863,UPI0007D42863,aga:1276715,94.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D27A98,UPI0007D27A98,UPI0007D27A98,aag:5565353,98.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D136D1,UPI0007D136D1,UPI0007D136D1,aag:5579110,90.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D49960,UPI0007D49960,UPI0007D49960,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D2635C,UPI0007D2635C,UPI0007D2635C,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D32569,UPI0007D32569,UPI0007D32569,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1B88D,UPI0007D1B88D,UPI0007D1B88D,aag:5571946,87.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D67F3D,UPI0007D67F3D,UPI0007D67F3D,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D104C3,UPI0007D104C3,UPI0007D104C3,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D68C7D,UPI0007D68C7D,UPI0007D68C7D,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1837D,UPI0007D1837D,UPI0007D1837D,aag:5567355,97.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=tr%7CA0A023ER33%7CA0A023ER33%5FAEDAL,tr|A0A023ER33|A0A023ER33_AEDAL,A0A023ER33,aag:5565637,99.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D37B75,UPI0007D37B75,UPI0007D37B75,aag:5572305,89.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D63965,UPI0007D63965,UPI0007D63965,aag:110674836,84.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3EE06,UPI0007D3EE06,UPI0007D3EE06,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D10BD2,UPI0007D10BD2,UPI0007D10BD2,aag:5573540,89.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D249CB,UPI0007D249CB,UPI0007D249CB,aag:5574046,83.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D4D534,UPI0007D4D534,UPI0007D4D534,aag:5580068,96.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D13DC8,UPI0007D13DC8,UPI0007D13DC8,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D50589,UPI0007D50589,UPI0007D50589,aag:5579807,80.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D0F480,UPI0007D0F480,UPI0007D0F480,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D26A4B,UPI0007D26A4B,UPI0007D26A4B,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D29919,UPI0007D29919,UPI0007D29919,aag:5578009,89.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D6A47F,UPI0007D6A47F,UPI0007D6A47F,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1760B,UPI0007D1760B,UPI0007D1760B,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D19629,UPI0007D19629,UPI0007D19629,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D5B8E8,UPI0007D5B8E8,UPI0007D5B8E8,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D413C8,UPI0007D413C8,UPI0007D413C8,aag:5569702,85.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D32B33,UPI0007D32B33,UPI0007D32B33,aag:5564865,88.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D40FB1,UPI0007D40FB1,UPI0007D40FB1,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3026F,UPI0007D3026F,UPI0007D3026F,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3E44A,UPI0007D3E44A,UPI0007D3E44A,aag:5567584,98.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D4CD54,UPI0007D4CD54,UPI0007D4CD54,aag:5568062,87.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D69EEC,UPI0007D69EEC,UPI0007D69EEC,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D4A63A,UPI0007D4A63A,UPI0007D4A63A,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D26A54,UPI0007D26A54,UPI0007D26A54,aag:5568574,90.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1C76C,UPI0007D1C76C,UPI0007D1C76C,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D49A32,UPI0007D49A32,UPI0007D49A32,aag:5569512,97.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D63174,UPI0007D63174,UPI0007D63174,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D37242,UPI0007D37242,UPI0007D37242,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D2FCED,UPI0007D2FCED,UPI0007D2FCED,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D22BC5,UPI0007D22BC5,UPI0007D22BC5,aag:5564327,99.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D30AB9,UPI0007D30AB9,UPI0007D30AB9,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D6C0C2,UPI0007D6C0C2,UPI0007D6C0C2,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D2B51E,UPI0007D2B51E,UPI0007D2B51E,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D620FD,UPI0007D620FD,UPI0007D620FD,aag:5573338,98.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D44A3B,UPI0007D44A3B,UPI0007D44A3B,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D346CD,UPI0007D346CD,UPI0007D346CD,aag:5576729,88.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D247C5,UPI0007D247C5,UPI0007D247C5,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D36F03,UPI0007D36F03,UPI0007D36F03,aag:5565978,98.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D2F732,UPI0007D2F732,UPI0007D2F732,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D4770E,UPI0007D4770E,UPI0007D4770E,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D441B9,UPI0007D441B9,UPI0007D441B9,aga:1278292,85.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D2CAF7,UPI0007D2CAF7,UPI0007D2CAF7,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D5FD3E,UPI0007D5FD3E,UPI0007D5FD3E,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D35F15,UPI0007D35F15,UPI0007D35F15,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D5977C,UPI0007D5977C,UPI0007D5977C,aag:5577078,90.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D42414,UPI0007D42414,UPI0007D42414,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D149C1,UPI0007D149C1,UPI0007D149C1,aag:5570719,96.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D2CA88,UPI0007D2CA88,UPI0007D2CA88,aag:5566168,88.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1FD87,UPI0007D1FD87,UPI0007D1FD87,aag:5563967,94.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D60593,UPI0007D60593,UPI0007D60593,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D403BA,UPI0007D403BA,UPI0007D403BA,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1DAC2,UPI0007D1DAC2,UPI0007D1DAC2,aag:5579490,86.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3B572,UPI0007D3B572,UPI0007D3B572,aag:5572057,93.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D6028A,UPI0007D6028A,UPI0007D6028A,aag:5572308,96.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D15739,UPI0007D15739,UPI0007D15739,aag:5576135,81.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D442B6,UPI0007D442B6,UPI0007D442B6,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3D928,UPI0007D3D928,UPI0007D3D928,aag:5573044,98.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D3F1FD,UPI0007D3F1FD,UPI0007D3F1FD,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D10174,UPI0007D10174,UPI0007D10174,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D58ECB,UPI0007D58ECB,UPI0007D58ECB,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D55C98,UPI0007D55C98,UPI0007D55C98,aag:5580070,97.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D49867,UPI0007D49867,UPI0007D49867,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D25A37,UPI0007D25A37,UPI0007D25A37,aag:110679387,100.0
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D21ABA,UPI0007D21ABA,UPI0007D21ABA,,
https://www.kegg.jp/tool-bin/blastkoala_result_gene_list?id=15f4d11b20b6a6a8c0bf9ca63a1c645f1cfa223e&passwd=9zX64O&type=blastkoala&code=user&target=UPI0007D1E788,UPI0007D1E788,UPI0007D1E788,,
