#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
27	UPI000B7837C1	7159.Q16TV9	100	1233.4	AAEL010106	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
28	tr|A0A1S4FJZ7|A0A1S4FJZ7_AEDAE	7159.Q16Y82	99.2	770.8	AAEL008622	AAEL008622-PA.
29	tr|Q16VS2|Q16VS2_AEDAE	7159.Q16VS2	100	766.1	AAEL009451	AAEL009451-PA.
30	UPI00043B90CD	7159.Q17HG6	98.8	510	AAEL002690	AAEL002690-PA.
31	UPI00043BC999	7159.Q16KQ8	98.6	9568	AAEL012905	AAEL012905-PA.
32	tr|Q16N83|Q16N83_AEDAE	7159.Q16N83	100	597.8	AAEL012065	Cytoplasmic polyadenylation element binding protein (cpeb).
33	UPI00043B99C1	7159.Q16F46	95.3	1074.7	AAEL014901	AAEL014901-PA.
34	tr|Q16JQ5|Q16JQ5_AEDAE	7159.Q16JQ4	100	432.6	AAEL013252	AAEL013252-PB.
35	tr|Q0IE99|Q0IE99_AEDAE	7159.Q0IE99	100	209.5	AAEL012977	AAEL012977-PA.
36	tr|A0A0P6IVP9|A0A0P6IVP9_AEDAE	7159.Q17ET2	81.2	1748.8	AAEL003688	AAEL003688-PA.
37	tr|Q17D24|Q17D24_AEDAE	7159.Q17D24	100	835.5	AAEL004351	AAEL004351-PC; Belongs to the protein kinase superfamily.
38	tr|A0A0P6J4M7|A0A0P6J4M7_AEDAE	7159.Q16KA6	98.6	570.5	AAEL013066	AAEL013066-PA.
39	tr|Q17GS0|Q17GS0_AEDAE	7159.Q17GS0	100	1310.8	AAEL002913	AAEL002913-PA.
40	UPI000B780D89	7159.Q172D9	96.7	917.9	AAEL007452	AAEL007452-PA.
41	tr|Q8T9U3|Q8T9U3_AEDAE	7159.Q17MI1	99.3	564.3	AAEL001005	Calreticulin.
42	UPI000B77BD9E	7159.Q17K38	99.6	853.6	AAEL001818	AAEL001818-PA.
43	tr|Q17DM4|Q17DM4_AEDAE	7159.Q17DM5	97.8	634	AAEL004088	Aldo-keto reductase.
44	tr|Q0IF14|Q0IF14_AEDAE	7159.Q0IF14	100	1578.9	AAEL007415	Multicopper oxidase; Belongs to the multicopper oxidase family.
45	tr|Q172J0|Q172J0_AEDAE	7159.Q172J0	100	888.3	AAEL007374	AAEL007374-PA.
46	tr|Q172D9|Q172D9_AEDAE	7159.Q172D9	100	958.7	AAEL007452	AAEL007452-PA.
47	tr|Q17G52|Q17G52_AEDAE	7159.Q17G52	100	305.4	AAEL003191	AAEL003191-PA.
48	UPI000B785DB3	7159.Q16TT9	52.3	63.5	AAEL010126	Zinc finger protein.
49	tr|A0A1S4FSQ2|A0A1S4FSQ2_AEDAE	7159.Q16R23	98.6	1143.6	AAEL011105	AAEL011105-PB.
50	tr|A0A0P6ISZ2|A0A0P6ISZ2_AEDAE	7159.Q16F46	95	1070.1	AAEL014901	AAEL014901-PA.
51	tr|Q16WM1|Q16WM1_AEDAE	7159.Q16WM1	100	1634.8	AAEL009175	AAEL009175-PA.
52	tr|Q17D25|Q17D25_AEDAE	7159.Q17D24	99.8	828.9	AAEL004351	AAEL004351-PC; Belongs to the protein kinase superfamily.
53	UPI000B77C3D5	7159.Q16JQ4	99.5	436.8	AAEL013252	AAEL013252-PB.
54	tr|A0A0P6ITG8|A0A0P6ITG8_AEDAE	7159.Q16RU6	89.4	1251.1	AAEL010835	Mitogen-activated protein kinase kinase kinase.
55	tr|Q16YQ3|Q16YQ3_AEDAE	7159.Q16YQ3	100	1747.6	AAEL008465	Gamma-tubulin complex component.
56	UPI000645379F	7159.Q174W8	100	1267.7	GPRFZ2	AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.
57	tr|Q17D93|Q17D93_AEDAE	7159.Q17D93	100	215.7	AAEL004292	AAEL004292-PA.
58	tr|B7TBH7|B7TBH7_AEDAE	7159.Q1HR69	58.7	704.5	Q1HR69_AEDAE	Heat shock cognate 70; Belongs to the heat shock protein 70 family.
59	tr|A0A1S4FKX5|A0A1S4FKX5_AEDAE	7159.Q16XA3	95.6	651.7	AAEL008948	AAEL008948-PA.
60	UPI000B79A832	7159.Q17AZ6	99.3	886.7	AAEL005147	AAEL005147-PA.
61	tr|Q17G69|Q17G69_AEDAE	7159.Q17G69	100	2118.2	AAEL003169	AAEL003169-PA.
62	tr|Q16F21|Q16F21_AEDAE	7159.Q16F21	100	1254.2	AAEL014927	Sodium/chloride dependent transporter.
63	tr|Q17EP7|Q17EP7_AEDAE	7159.Q17EP7	100	1037.7	AAEL003731	Nuclear body associated kinase, putative.
64	tr|Q16FV7|Q16FV7_AEDAE	7159.Q16FV7	100	674.1	AAEL014620	AAEL014620-PA.
65	tr|Q16R65|Q16R65_AEDAE	7159.Q16R65	100	755	AAEL011058	Lim domain binding protein.
66	tr|Q17B63|Q17B63_AEDAE	7159.Q17B63	100	2183.3	AAEL005076	Alanyl aminopeptidase.
67	tr|Q16RM1|Q16RM1_AEDAE	7159.Q16RM1	100	715.3	AAEL010908	AAEL010908-PA.
68	tr|Q16H46|Q16H46_AEDAE	7159.Q16H46	100	133.7	AAEL014157	AAEL014157-PA.
69	tr|Q17PG3|Q17PG3_AEDAE	7159.Q17PG3	100	1065.8	AAEL000324	Tyrosine-protein kinase drl.
70	tr|Q16GZ8|Q16GZ8_AEDAE	7159.Q16GZ8	100	999.6	AAEL014207	Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
71	tr|Q17GP3|Q17GP3_AEDAE	7159.Q17GP3	100	753.8	AAEL002938	Skd/vacuolar sorting; Belongs to the AAA ATPase family.
72	tr|Q17EZ7|Q17EZ7_AEDAE	7159.Q17EZ8	100	1065.4	AAEL003619	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
73	tr|A0A0P6K0X9|A0A0P6K0X9_AEDAE	7159.Q17KU1	88.6	746.1	AAEL001567	Myocyte-specific enhancer factor 2d.
74	UPI000B78D1E5	7159.Q17PU2	100	486.9	AAEL000247	AAEL000247-PA.
76	UPI000B790DAF	7159.Q16X87	99.3	982.6	AAEL008944	AAEL008944-PA.
77	tr|Q16IY4|Q16IY4_AEDAE	7159.Q16IY4	100	811.6	GPROR52	Odorant receptor.
78	tr|A0A1S4FNR6|A0A1S4FNR6_AEDAE	7159.Q16UU9	99.1	668.7	AAEL009786	AAEL009786-PA.
79	tr|Q1HRI9|Q1HRI9_AEDAE	7159.Q1HRI9	100	228	AAEL004457	Mitochondrial cytochrome c; Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain.
80	tr|Q16TR9|Q16TR9_AEDAE	7159.J9EAN8	96.3	627.5	J9EAN8_AEDAE	AAEL010145-PC.
81	tr|Q16IG3|Q16IG3_AEDAE	7159.Q16IG3	100	319.3	AAEL013684	AAEL013684-PA.
82	UPI000B77D988	7159.Q170K4	100	260	AAEL007888	Protein 4.1 homolog (Coracle protein), putative.
83	UPI00043BD2EF	7159.Q16KW9	100	232.3	AAEL012850	AAEL012850-PA.
84	UPI000B794C9D	7159.Q172A6	97.6	3215.6	AAEL007465	AAEL007465-PA.
85	tr|Q17NG8|Q17NG8_AEDAE	7159.Q17NG8	100	1726.8	AAEL000703	Alpha-1,4 glucan phosphorylase; Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties.
86	UPI000B7954E4	7159.Q17F08	90.6	2629.7	AAEL003592	AAEL003592-PA.
87	UPI000B772A39	7159.Q16S95	99.5	644	AAEL010668	Quinone oxidoreductase.
88	UPI000B781EDE	7159.Q17E44	95	1484.9	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
89	tr|Q16YK5|Q16YK5_AEDAE	7159.Q16YK5	100	923.7	AAEL008517	Elongation factor Tu; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.
91	UPI00043BA5DF	7159.Q17HS6	100	931.8	AAEL002594	AAEL002594-PA.
92	tr|Q16MK5|Q16MK5_AEDAE	7159.Q16MK6	98.5	717.2	AAEL012272	Peptidylprolyl isomerase.
93	UPI000B7970C7	7159.Q16MX5	100	159.5	AAEL012155	AAEL012155-PA.
94	UPI000B77EE84	7159.Q17FU6	88.7	1293.5	AAEL003292	AAEL003292-PA.
95	UPI000B78E78B	7159.Q16RK1	93.3	989.9	AAEL010941	Protein tweety homolog; Probable chloride channel; Belongs to the tweety family.
96	tr|Q16H88|Q16H88_AEDAE	7159.Q16H88	100	1129.4	AAEL014109	AAEL014109-PA.
97	tr|A0A1S4G041|A0A1S4G041_AEDAE	7159.Q16IG3	100	318.9	AAEL013684	AAEL013684-PA.
98	UPI000B773DF2	7159.Q17B43	84.3	1628.2	AAEL005099	Rap GTPase-activating protein.
99	tr|A0A1S4EXX0|A0A1S4EXX0_AEDAE	7159.Q17M42	99.2	726.9	AAEL001104	AAEL001104-PA.
100	tr|A0A0P6JSH8|A0A0P6JSH8_AEDAE	7159.Q17EP7	85.1	961.8	AAEL003731	Nuclear body associated kinase, putative.
101	UPI000B797700	7159.Q17F08	90.6	2629.7	AAEL003592	AAEL003592-PA.
102	UPI000B78883A	7159.Q17F08	94.7	2660.6	AAEL003592	AAEL003592-PA.
103	UPI00043B99FB	7159.Q174S1	91.3	2553.9	AAEL006783	Histone-lysine N-methyltransferase, H3 lysine-79 specific.
104	tr|A0A0P6K0V3|A0A0P6K0V3_AEDAE	7159.Q16N85	93.8	2315.8	AAEL012057	Enhancer of polycomb-like protein.
105	UPI000B77B13D	7159.Q17F08	89.8	2596.6	AAEL003592	AAEL003592-PA.
106	tr|Q16L96|Q16L96_AEDAE	7159.Q16L96	100	817.4	AAEL012723	AAEL012723-PA; Belongs to the protein kinase superfamily.
107	tr|A0A1S4FJE7|A0A1S4FJE7_AEDAE	7159.Q16YV1	99.6	2226.4	AAEL008414	AAEL008414-PA.
108	tr|Q16HZ9|Q16HZ9_AEDAE	7159.Q16HZ9	100	206.5	AAEL013846	AAEL013846-PA.
109	UPI000B7895B9	7159.Q16TR7	96.1	2380.5	AAEL010144	AAEL010144-PA.
110	UPI000B777401	7159.Q17B43	84.3	1628.2	AAEL005099	Rap GTPase-activating protein.
111	UPI000B7763D0	7159.Q16VA2	56.2	365.9	AAEL009626	Ankyrin repeat domain protein.
112	UPI000B793B72	7159.Q16I75	98.7	1552.7	AAEL013770	Zinc finger protein.
113	UPI000B7879BA	7159.Q17EP7	85.7	977.2	AAEL003731	Nuclear body associated kinase, putative.
114	tr|A0A1S4FJ71|A0A1S4FJ71_AEDAE	7159.Q16ZB6	97.6	1085.5	AAEL008248	Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.
115	tr|J9HG16|J9HG16_AEDAE	7159.J9HG16	100	770	GPROR60	Odorant receptor.
116	UPI000B788DD6	7159.Q17E80	92.8	1137.9	AAEL003875	AAEL003875-PA.
117	UPI000B791701	7159.Q16U41	99.8	788.5	AAEL010022	AAEL010022-PA.
118	tr|Q16S95|Q16S95_AEDAE	7159.Q16S95	100	785.8	AAEL010668	Quinone oxidoreductase.
119	tr|Q16T51|Q16T51_AEDAE	7159.Q16T51	100	515.8	AAEL010373	AAEL010373-PA.
120	tr|A0A1S4EXK9|A0A1S4EXK9_AEDAE	7159.Q17MG5	99.3	622.5	AAEL001031	AAEL001031-PA.
121	UPI00043BA86C	7159.J9HIM6	100	839.7	J9HIM6_AEDAE	AAEL017462-PB.
122	tr|Q17K38|Q17K38_AEDAE	7159.Q17K38	100	874.4	AAEL001818	AAEL001818-PA.
123	tr|Q17GH6|Q17GH6_AEDAE	7159.Q17GH6	100	615.1	AAEL003014	AAEL003014-PA.
124	tr|A0A1S4FKJ6|A0A1S4FKJ6_AEDAE	7159.Q16XT3	99.9	5796.5	AAEL008773	AAEL008773-PA.
125	UPI000B7770B3	7159.Q16Z01	91.4	5224.1	AAEL008371	AAEL008371-PA.
126	UPI000B779535	7159.Q178K1	99.1	1987.6	HR4	Hormone receptor-like in 4.
127	UPI000B76F464	7159.Q16U10	100	2796.5	AAEL010061	AAEL010061-PA.
128	UPI000B780601	7159.Q17E80	91.6	1202.6	AAEL003875	AAEL003875-PA.
128	UPI000B780601	7159.Q17E80	100	57	AAEL003875	AAEL003875-PA.
129	tr|Q17DL2|Q17DL2_AEDAE	7159.Q17DL2	100	2640.9	AAEL004133	AAEL004133-PA.
130	UPI000B77B22C	7159.Q16JU1	99.5	731.5	AAEL013216	AAEL013216-PA.
131	UPI000B78DAEE	7159.Q16UA9	52.3	112.5	AAEL009966	AAEL009966-PA.
132	tr|A0A1S4FVX0|A0A1S4FVX0_AEDAE	7159.Q16MG8	99.4	1185.6	AAEL012307	AAEL012307-PA.
133	UPI00043BA19D	7159.Q17M41	99.2	198.7	AAEL001116	AAEL001116-PA.
134	tr|A0A0P6J3W5|A0A0P6J3W5_AEDAE	7159.Q170B3	36.4	164.9	AAEL007970	AAEL007970-PA.
135	tr|Q17MM5|Q17MM5_AEDAE	7159.Q17MM5	100	357.1	AAEL000951	AAEL000951-PA; Belongs to the EF-1-beta/EF-1-delta family.
136	tr|Q16YG8|Q16YG8_AEDAE	7159.Q16YG8	100	951.4	AAEL008528	AAEL008528-PA.
137	tr|Q16LG8|Q16LG8_AEDAE	7159.Q16LG8	100	829.3	AAEL012655	Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
138	UPI000B7924FB	7159.Q17N19	99.4	1116.3	AAEL000818	Putative G-protein coupled receptor (GPCR).
139	tr|Q172K9|Q172K9_AEDAE	7159.Q172K9	100	1491.1	AAEL007353	AAEL007353-PA; Belongs to the cullin family.
140	UPI000B78D731	7159.Q17E44	91.3	1024.2	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
141	tr|Q178X8|Q178X8_AEDAE	7159.Q178X8	100	635.6	AAEL005741	Forkhead protein/ forkhead protein domain.
142	UPI000B76E38E	7159.Q17AZ6	99.6	884.8	AAEL005147	AAEL005147-PA.
143	tr|Q178E9|Q178E9_AEDAE	7159.Q178E9	100	2400.5	AAEL005937	AAEL005937-PA.
144	tr|J9EAN8|J9EAN8_AEDAE	7159.J9EAN8	100	709.9	J9EAN8_AEDAE	AAEL010145-PC.
145	tr|Q17HG6|Q17HG6_AEDAE	7159.Q17HG6	100	619.4	AAEL002690	AAEL002690-PA.
146	UPI000B7744B5	7159.Q0IEP7	94	890.6	AAEL008354	AAEL008354-PA; Belongs to the ligand-gated ion channel (TC 1.A.9) family.
147	tr|Q16TR7|Q16TR7_AEDAE	7159.Q16TR7	100	2493.4	AAEL010144	AAEL010144-PA.
148	UPI000B792B55	7159.Q17PT9	100	872.1	AAEL000242	AAEL000242-PA; Belongs to the potassium channel family.
149	tr|Q0PHP1|Q0PHP1_AEDAE	7159.Q17GX9	99.3	895.2	AAEL002851	Tubulin beta chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.
150	UPI000B77F8FC	7159.Q16IG3	97.7	175.3	AAEL013684	AAEL013684-PA.
151	tr|Q16I15|Q16I15_AEDAE	7159.Q16I15	100	752.3	AAEL013830	Bmp-induced factor.
152	tr|A0A1S4FB77|A0A1S4FB77_AEDAE	7159.Q179E9	99.5	737.3	AAEL005655	AAEL005655-PA.
153	tr|Q170V1|Q170V1_AEDAE	7159.Q170V1	100	495.7	AAEL007791	AAEL007791-PA.
154	tr|Q16MJ6|Q16MJ6_AEDAE	7159.Q16MJ6	100	1001.1	AAEL012288	Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
155	tr|Q17LA6|Q17LA6_AEDAE	7159.Q17LA6	100	812.4	AAEL001437	AAEL001437-PA.
156	tr|A0A1S4F1I8|A0A1S4F1I8_AEDAE	7159.Q17IC7	98	553.9	AAEL002390	AAEL002390-PA.
157	tr|Q16YZ8|Q16YZ8_AEDAE	7159.Q16YZ8	100	1380.5	AAEL008362	AAEL008362-PA.
158	UPI000B77C05A	7159.Q16NC7	98.9	1561.2	AAEL012019	AAEL012019-PA.
159	UPI000B78B2E9	7159.Q16P14	92.1	877.1	AAEL011800	Protein tweety homolog; Probable chloride channel.
160	tr|Q17CP3|Q17CP3_AEDAE	7159.Q17CP3	100	1331.2	AAEL004464	AAEL004464-PA.
161	UPI000B76F93D	7159.Q16NS4	99.2	528.1	AAEL011870	AAEL011870-PA.
162	tr|Q16RU6|Q16RU6_AEDAE	7159.Q16RU6	100	1721.1	AAEL010835	Mitogen-activated protein kinase kinase kinase.
163	tr|Q16J72|Q16J72_AEDAE	7159.Q16J72	100	760	GPROR76	Odorant receptor.
164	tr|Q16M45|Q16M45_AEDAE	7159.Q16M45	100	431.8	AAEL012429	AAEL012429-PA.
165	UPI000B76E93A	7159.Q17MX6	94.8	579.3	AAEL000908	AAEL000908-PA.
166	UPI000B770572	7159.Q17B43	84.3	1628.2	AAEL005099	Rap GTPase-activating protein.
167	UPI000B76CDCD	7159.Q16TR7	95.9	2389.4	AAEL010144	AAEL010144-PA.
168	tr|Q16YG5|Q16YG5_AEDAE	7159.Q16YG5	100	190.7	AAEL008552	AAEL008552-PA.
169	tr|J9HYQ9|J9HYQ9_AEDAE	7159.J9HYQ9	100	933.3	J9HYQ9_AEDAE	Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.
170	UPI000B7888D2	7159.Q17M42	95.1	716.8	AAEL001104	AAEL001104-PA.
171	UPI000B77D05C	7159.Q16RU6	91.9	1660.2	AAEL010835	Mitogen-activated protein kinase kinase kinase.
172	tr|Q17BE2|Q17BE2_AEDAE	7159.Q17BE2	100	742.3	AAEL004974	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase; Belongs to the glycosyltransferase 43 family.
173	UPI00043B99F7	7159.Q17NP6	96	3216	AAEL000597	AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.
174	UPI000B7894C8	7159.Q16RC6	99.5	410.2	AAEL011006	AAEL011006-PA.
175	tr|Q17MX7|Q17MX7_AEDAE	7159.Q17MX7	100	553.9	AAEL000891	AAEL000891-PA.
176	tr|A0A1S4G0B0|A0A1S4G0B0_AEDAE	7159.Q16I88	100	447.2	AAEL013758	AAEL013758-PA.
177	tr|Q17JY3|Q17JY3_AEDAE	7159.Q17JY3	100	2618.2	AAEL001861	AAEL001861-PA.
178	tr|Q176Y4|Q176Y4_AEDAE	7159.Q176Y4	100	781.2	AAEL006219	Heparan sulphate 2-o-sulfotransferase.
179	tr|A0A1S4FSU8|A0A1S4FSU8_AEDAE	7159.Q16QH9	100	416.4	AAEL011281	AAEL011281-PA.
180	tr|A0A1S4FVT6|A0A1S4FVT6_AEDAE	7159.Q16MK6	99.7	734.2	AAEL012272	Peptidylprolyl isomerase.
181	tr|Q16S94|Q16S94_AEDAE	7159.Q16S94	100	136	AAEL010652	AAEL010652-PA.
182	tr|A0A0P6J0D7|A0A0P6J0D7_AEDAE	7159.Q17G54	100	1066.6	AAEL003199	AAEL003199-PA.
183	UPI000B76D873	7159.Q17E44	96.4	1520.4	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
184	tr|A0A0P6K0W0|A0A0P6K0W0_AEDAE	7159.Q16U87	86.6	1687.9	AAEL009988	AAEL009988-PA.
185	tr|Q176T6|Q176T6_AEDAE	7159.Q176T6	100	288.5	AAEL006266	AAEL006266-PA.
186	tr|Q16G51|Q16G51_AEDAE	7159.Q16G51	100	1345.1	AAEL014521	AAEL014521-PA.
187	UPI000B793139	7159.Q0IEP7	95.8	909.8	AAEL008354	AAEL008354-PA; Belongs to the ligand-gated ion channel (TC 1.A.9) family.
189	tr|A0A1S4G7M5|A0A1S4G7M5_AEDAE	7159.Q175T9	99.2	501.1	AAEL006554	AAEL006554-PA.
190	tr|Q17C39|Q17C39_AEDAE	7159.Q17C39	100	795.8	AAEL004717	AAEL004717-PA.
191	UPI000B789C4B	7159.Q17E44	98.2	1065.1	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
192	tr|Q17M41|Q17M41_AEDAE	7159.Q17M41	100	243.8	AAEL001116	AAEL001116-PA.
193	tr|Q177A9|Q177A9_AEDAE	7159.Q177A9	100	664.8	AAEL006189	AAEL006189-PA.
194	tr|Q16HN5|Q16HN5_AEDAE	7159.Q16HN5	100	658.3	AAEL013965	AAEL013965-PA.
195	UPI000B76C530	7159.Q0IEP7	94.4	893.3	AAEL008354	AAEL008354-PA; Belongs to the ligand-gated ion channel (TC 1.A.9) family.
196	tr|Q16MM0|Q16MM0_AEDAE	7159.Q16MM0	100	461.1	AAEL012257	AAEL012257-PA.
197	UPI000B78F1AA	7159.Q16KW9	99.1	369.4	AAEL012850	AAEL012850-PA.
198	tr|Q0PHP0|Q0PHP0_AEDAE	7159.Q17GX9	100	860.5	AAEL002851	Tubulin beta chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.
199	tr|Q16ZY1|Q16ZY1_AEDAE	7159.Q16ZY1	100	709.9	AAEL008031	Carbonic anhydrase; Belongs to the alpha-carbonic anhydrase family.
200	UPI000B776277	7159.Q172D9	99.2	953.4	AAEL007452	AAEL007452-PA.
201	tr|Q172L3|Q172L3_AEDAE	7159.Q172L3	100	2564.3	AAEL007331	AAEL007331-PA.
202	tr|A0A1S4FPW1|A0A1S4FPW1_AEDAE	7159.Q0IEI4	83.4	1844.7	AAEL010308	AAEL010308-PA.
203	tr|Q16LK2|Q16LK2_AEDAE	7159.Q16LK2	100	543.9	AAEL012626	AAEL012626-PA.
204	tr|Q17DB6|Q17DB6_AEDAE	7159.Q17DB6	100	1539.2	AAEL004255	Zinc finger protein.
205	tr|A0A0P6IVE7|A0A0P6IVE7_AEDAE	7159.Q17L67	99.9	724.9	AAEL001454	AAEL001454-PA.
206	tr|Q16ML9|Q16ML9_AEDAE	7159.Q16ML9	100	535.8	AAEL012256	AAEL012256-PA.
207	tr|Q1HQP2|Q1HQP2_AEDAE	7159.Q17GF2	99.5	360.9	AAEL003109	AAEL003109-PA.
208	UPI000B7776C9	7159.J9EAF0	99.5	786.6	J9EAF0_AEDAE	AAEL017196-PA.
209	tr|Q178N5|Q178N5_AEDAE	7159.Q178N5	100	956.1	AAEL005832	AAEL005832-PA.
210	UPI000935BB23	7159.Q17NC1	99	204.9	AAEL000729	AAEL000729-PA.
211	tr|Q16R88|Q16R88_AEDAE	7159.Q16R88	100	196.1	AAEL011037	AAEL011037-PA.
212	tr|Q17LI9|Q17LI9_AEDAE	7159.Q17LI9	100	1609	AAEL001340	AAEL001340-PA.
213	tr|Q16KQ9|Q16KQ9_AEDAE	7159.Q16KQ9	100	7699	AAEL012910	AAEL012910-PA.
214	tr|A0A0P6J5D2|A0A0P6J5D2_AEDAE	7159.Q16KQ9	99.5	7665.8	AAEL012910	AAEL012910-PA.
215	UPI000937A525	7159.Q17H75	100	82.8	AAEL002761	Putative tropomyosin invertebrate; Belongs to the tropomyosin family.
216	tr|Q16TV9|Q16TV9_AEDAE	7159.Q16TV9	100	1346.3	AAEL010106	Transporter; Belongs to the sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family.
217	tr|Q0IEI4|Q0IEI4_AEDAE	7159.Q0IEI4	100	1931.4	AAEL010308	AAEL010308-PA.
218	tr|A0A1S4F445|A0A1S4F445_AEDAE	7159.Q17G59	99.7	1293.5	AAEL003194	AAEL003194-PA; Belongs to the peptidase M24B family.
219	tr|A0A1S4FPJ9|A0A1S4FPJ9_AEDAE	7159.Q16U10	100	3046.1	AAEL010061	AAEL010061-PA.
220	tr|Q17E15|Q17E15_AEDAE	7159.Q17E15	100	573.2	AAEL003979	Deadenylation factor EDEN-BP, putative.
221	UPI000B79ABF9	7159.Q17E44	94	1506.5	AAEL003953	Map/microtubule affinity-regulating kinase 2,4.
222	UPI00043BB2E9	7159.Q16G51	99.9	1243	AAEL014521	AAEL014521-PA.
223	tr|Q17N19|Q17N19_AEDAE	7159.Q17N19	100	1338.6	AAEL000818	Putative G-protein coupled receptor (GPCR).
224	UPI000B799053	7159.Q171K9	97.7	1308.1	TOLL5A	AAEL007619-PA.
