#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
25	UPI0007D1310E	7160.A0A182GMC1	100	1714.9	RP20_CCG012416	Coatomer subunit gamma; The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin- coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins.
26	UPI0007D3E3A4	7160.A0A182GUL1	100	144.4	RP20_CCG016050	Uncharacterized protein.
27	UPI0007D50589	7160.A0A182HC78	100	726.9	RP20_CCG026402	CHK domain-containing protein.
29	tr|A0A182GT13|A0A182GT13_AEDAL	7160.A0A182G215	97.1	680.6	RP20_CCG001121	Ig-like domain-containing protein.
30	UPI0007D2F732	7160.A0A182G7M8	100	488.4	RP20_CCG004716	RNase H domain-containing protein.
31	tr|A0A1W7R5E7|A0A1W7R5E7_AEDAL	7160.A0A182H959	88.5	100.9	RP20_CCG024490	ANK_REP_REGION domain-containing protein.
32	tr|A0A1W7R6G5|A0A1W7R6G5_AEDAL	7160.A0A182H3T1	45.4	113.2	RP20_CCG021137	Reverse transcriptase domain-containing protein.
33	UPI0007D5E994	7160.A0A182H991	100	2525.7	RP20_CCG024530	Uncharacterized protein.
34	tr|A0A182G7C0|A0A182G7C0_AEDAL	7160.A0A182G7C0	100	591.3	RP20_CCG004536	Uncharacterized protein; Belongs to the Ca(2+):cation antiporter (CaCA) (TC 2.A.19) family.
35	tr|A0A023EFH1|A0A023EFH1_AEDAL	7160.A0A023EFH1	100	256.9	RP20_CCG013111	MICOS complex subunit MIC13; Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane.
36	tr|A0A182GR75|A0A182GR75_AEDAL	7160.A0A182GR75	100	1369	RP20_CCG014290	Nibrin.
37	tr|A0A182H6R0|A0A182H6R0_AEDAL	7160.A0A182H6R0	100	104.4	RP20_CCG022874	Uncharacterized protein.
38	UPI0007D441B2	7160.A0A182GFE7	100	999.2	RP20_CCG008969	Ubiquitin carboxyl-terminal hydrolase.
41	tr|A0A182HB39|A0A182HB39_AEDAL	7160.A0A182HB39	100	780.4	RP20_CCG025689	Integrase catalytic domain-containing protein.
42	tr|A0A023EY96|A0A023EY96_AEDAL	7160.A0A182G737	99.8	1963	RP20_CCG004387	Uncharacterized protein.
43	tr|A0A182H9Z6|A0A182H9Z6_AEDAL	7160.A0A182H9Z6	100	573.9	RP20_CCG025013	Integrase catalytic domain-containing protein.
44	UPI0007D1F2D5	7160.A0A182HBL3	100	214.5	RP20_CCG026001	Uncharacterized protein.
45	tr|A0A182GRS0|A0A182GRS0_AEDAL	7160.A0A182GRS0	100	336.7	RP20_CCG014597	Uncharacterized protein.
46	tr|A0A023EBS4|A0A023EBS4_AEDAL	7160.A0A023EBS4	100	159.1	RP20_CCG021402	Uncharacterized protein; Belongs to the complex I LYR family.
48	tr|A0A182GN18|A0A182GN18_AEDAL	7160.A0A182GN18	100	302.8	RP20_CCG012762	Integrase catalytic domain-containing protein.
49	UPI0007D313BC	7160.A0A182GMX8	100	735.7	RP20_CCG012708	Retrotrans_gag domain-containing protein.
50	tr|A0A023EJE2|A0A023EJE2_AEDAL	7160.A0A182H4K6	100	455.7	RP20_CCG021582	Uncharacterized protein.
51	tr|A0A182G9G7|A0A182G9G7_AEDAL	7160.A0A182G9G7	100	1026.9	RP20_CCG005741	Protein kinase C; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. PKC subfamily.
52	UPI0007D37947	7160.A0A182GZY6	100	2365.1	RP20_CCG018968	Uncharacterized protein.
53	tr|A0A182GUI2|A0A182GUI2_AEDAL	7160.A0A182GUI2	100	451.8	RP20_CCG015997	Uncharacterized protein.
54	tr|A0A182GD47|A0A182GD47_AEDAL	7160.A0A182GD47	100	593.2	RP20_CCG007836	Uncharacterized protein.
55	UPI0007D2B9C7	7160.A0A182GM81	100	133.3	RP20_CCG012359	Uncharacterized protein.
56	tr|A0A182GA07|A0A182GA07_AEDAL	7160.A0A182GA07	100	1514.2	RP20_CCG006076	Uncharacterized protein.
57	UPI0001D4B7EE	7160.A0A182GHS1	100	933.3	RP20_CCG010133	Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.
58	tr|A0A182GIH3|A0A182GIH3_AEDAL	7160.A0A182GIH3	100	826.2	RP20_CCG010480	Uncharacterized protein.
59	UPI0007D235B0	7160.A0A182GF70	100	1280.8	RP20_CCG008879	IPPc domain-containing protein.
60	UPI0007D32786	7160.A0A182GTN3	100	834.7	RP20_CCG015580	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.
61	tr|A0A023EG27|A0A023EG27_AEDAL	7160.A0A182GM05	100	198.4	RP20_CCG012242	BHLH domain-containing protein.
62	tr|A0A023EPY3|A0A023EPY3_AEDAL	7160.A0A023EPY3	100	659.1	RP20_CCG025494	Glyceraldehyde-3-phosphate dehydrogenase.
63	tr|A0A1W7R6R7|A0A1W7R6R7_AEDAL	7160.A0A182H681	32.6	283.1	RP20_CCG022561	Reverse transcriptase domain-containing protein.
64	tr|A0A023EQG1|A0A023EQG1_AEDAL	7160.A0A182HFD9	37.3	196.8	RP20_CCG028516	Fam20C domain-containing protein.
65	tr|A0A182G2Y4|A0A182G2Y4_AEDAL	7160.A0A182G2Y4	100	870.9	RP20_CCG001707	Uncharacterized protein.
66	tr|A0A1W7R8K9|A0A1W7R8K9_AEDAL	7160.A0A182GLI1	43.4	431.4	RP20_CCG012000	UDP-glucuronosyltransferase; Belongs to the UDP-glycosyltransferase family.
67	tr|A0A023ER40|A0A023ER40_AEDAL	7160.A0A182GV08	99.4	644.4	RP20_CCG016231	DUF4149 domain-containing protein.
68	tr|A0A182G0T6|A0A182G0T6_AEDAL	7160.A0A182G0T6	100	618.6	RP20_CCG000220	CRAL-TRIO domain-containing protein.
69	tr|A0A023EV28|A0A023EV28_AEDAL	7160.A0A023EXF7	97.9	1129.4	RP20_CCG022326	Putative ferric-chelate reductase 1.
70	tr|A0A182GQU7|A0A182GQU7_AEDAL	7160.A0A182GQU7	100	710.7	RP20_CCG014130	PHD domain-containing protein.
71	tr|A0A023EQY6|A0A023EQY6_AEDAL	7160.A0A182G6F8	37.4	108.6	RP20_CCG003981	Non-specific serine/threonine protein kinase.
72	tr|A0A023EHT5|A0A023EHT5_AEDAL	7160.A0A023EHT5	100	280.8	RP20_CCG008133	Putative amelogenin.
73	tr|A0A182GNU8|A0A182GNU8_AEDAL	7160.A0A182GNU8	100	454.1	RP20_CCG013130	Protein YIPF.
74	tr|A0A182GDW5|A0A182GDW5_AEDAL	7160.A0A182GDW5	100	930.2	RP20_CCG008228	Adenylosuccinate synthetase; Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP.
75	tr|A0A182HE32|A0A182HE32_AEDAL	7160.A0A182HE32	100	1917.5	RP20_CCG027634	Protein kinase domain-containing protein.
76	tr|A0A023EFV4|A0A023EFV4_AEDAL	7160.A0A023EE18	84	185.3	RP20_CCG009017	Uncharacterized protein.
77	tr|A0A182GL31|A0A182GL31_AEDAL	7160.A0A182GL31	100	1862.4	RP20_CCG011766	SECA_MOTOR_DEAD domain-containing protein.
78	tr|A0A023EJF7|A0A023EJF7_AEDAL	7160.A0A182H186	94	359.8	RP20_CCG019692	Uncharacterized protein.
79	tr|A0A023EKD1|A0A023EKD1_AEDAL	7160.A0A182HBD0	100	195.3	RP20_CCG025859	MI domain-containing protein.
80	tr|A0A182H9A7|A0A182H9A7_AEDAL	7160.A0A182H9A7	100	1659	RP20_CCG024561	Uncharacterized protein.
81	UPI0007D2DDA0	7160.A0A182H9R2	100	1111.3	RP20_CCG024857	Uncharacterized protein.
82	tr|A0A023ESD6|A0A023ESD6_AEDAL	7160.A0A182GC41	99.5	781.6	RP20_CCG007310	PlsC domain-containing protein.
83	UPI0007D6A773	7160.A0A182GE86	100	335.5	RP20_CCG008406	RRM domain-containing protein.
84	tr|A0A182G364|A0A182G364_AEDAL	7160.A0A182G364	100	870.5	RP20_CCG001937	Uncharacterized protein.
85	tr|A0A1W7R6A7|A0A1W7R6A7_AEDAL	7160.A0A182GTA2	55.9	217.6	RP20_CCG015370	Uncharacterized protein.
86	tr|A0A023EWA4|A0A023EWA4_AEDAL	7160.A0A182GMC1	99.7	1709.5	RP20_CCG012416	Coatomer subunit gamma; The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non-clathrin- coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins.
87	tr|A0A182HCF0|A0A182HCF0_AEDAL	7160.A0A182HCF0	100	1302.3	RP20_CCG026525	C3H1-type domain-containing protein.
88	tr|A0A023EUD7|A0A023EUD7_AEDAL	7160.A0A182H9C6	99.7	569.7	RP20_CCG024597	TFIIS N-terminal domain-containing protein.
89	tr|A0A023EQM7|A0A023EQM7_AEDAL	7160.A0A182GCC4	99.7	659.1	RP20_CCG007427	Aldo_ket_red domain-containing protein.
90	tr|A0A1W7R5L9|A0A1W7R5L9_AEDAL	7160.A0A182G3M2	63.3	277.7	RP20_CCG002202	Integrase catalytic domain-containing protein.
91	tr|A0A182GPM8|A0A182GPM8_AEDAL	7160.A0A182GPM8	100	177.6	RP20_CCG013514	Uncharacterized protein.
92	tr|A0A0E3J9X2|A0A0E3J9X2_AEDAL	7160.A0A182H4G7	83.2	1057.4	RP20_CCG021504	Uncharacterized protein; Belongs to the heat shock protein 70 family.
93	tr|A0A023EXB9|A0A023EXB9_AEDAL	7160.A0A182GRH9	97.3	1487.2	RP20_CCG014445	Uncharacterized protein.
94	tr|A0A023ELS4|A0A023ELS4_AEDAL	7160.A0A182G698	100	531.9	RP20_CCG003867	Uncharacterized protein.
95	tr|A0A182H6T8|A0A182H6T8_AEDAL	7160.A0A182H6T8	100	1157.1	RP20_CCG022918	DNA topoisomerase I; Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at the specific target site 5'-[CT]CCTTp site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand thus r [...] 
96	UPI0007D61822	7160.A0A182GFK3	100	607.4	RP20_CCG009046	Uncharacterized protein.
97	UPI0007D32569	7160.A0A182GEC6	100	263.5	RP20_CCG008456	Uncharacterized protein.
98	tr|A0A182GNI2|A0A182GNI2_AEDAL	7160.A0A182G353	99.9	4378.5	RP20_CCG001887	Uncharacterized protein.
99	tr|A0A023ETG1|A0A023ETG1_AEDAL	7160.A0A182GLI1	40	377.9	RP20_CCG012000	UDP-glucuronosyltransferase; Belongs to the UDP-glycosyltransferase family.
100	tr|A0A023EKB1|A0A023EKB1_AEDAL	7160.A0A182H615	100	238.4	MED19	Mediator of RNA polymerase II transcription subunit 19; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors.
101	tr|A0A182GBK3|A0A182GBK3_AEDAL	7160.A0A182GBK3	100	495	RP20_CCG007000	EAF domain-containing protein.
102	tr|A0A182G2Q1|A0A182G2Q1_AEDAL	7160.A0A182G2Q1	100	478.8	RP20_CCG001576	Cleavage and polyadenylation specificity factor subunit 5; Component of the cleavage factor Im (CFIm) complex that functions as an activator of the pre-mRNA 3'-end cleavage and polyadenylation processing required for the maturation of pre-mRNA into functional mRNAs. CFIm contributes to the recruitment of multiprotein complexes on specific sequences on the pre-mRNA 3'-end, so called cleavage and polyadenylation signals (pA signals). Most pre-mRNAs contain multiple pA signals, resulting in alternative cleavage and polyadenylation (APA) producing mRNAs with variable 3'-end formation. The  [...] 
103	tr|A0A182GF18|A0A182GF18_AEDAL	7160.A0A182GF18	100	837.8	RP20_CCG008798	Glycosyltransferase family 92 protein; Belongs to the glycosyltransferase 92 family.
104	tr|A0A023EYA0|A0A023EYA0_AEDAL	7160.A0A182G215	96.3	673.3	RP20_CCG001121	Ig-like domain-containing protein.
105	tr|A0A023EIZ6|A0A023EIZ6_AEDAL	7160.A0A182G7D1	42.7	57.4	RP20_CCG004560	RRM domain-containing protein.
106	tr|A0A1W7R5Z3|A0A1W7R5Z3_AEDAL	7160.A0A182HDJ1	57.9	1227.6	RP20_CCG027237	Uncharacterized protein.
107	tr|A0A023EHV6|A0A023EHV6_AEDAL	7160.A0A182GMZ4	98.9	364	RP20_CCG012728	Exonuclease domain-containing protein.
108	tr|A0A182G7R3|A0A182G7R3_AEDAL	7160.A0A182G7R3	100	458.8	RP20_CCG004768	Uncharacterized protein.
109	tr|A0A182HAT0|A0A182HAT0_AEDAL	7160.A0A182HAT0	100	768.5	RP20_CCG025481	Ribosomal_L7Ae domain-containing protein.
110	tr|A0A182GYY8|A0A182GYY8_AEDAL	7160.A0A182GYY8	100	216.1	RP20_CCG018391	Uncharacterized protein.
111	tr|A0A023EK43|A0A023EK43_AEDAL	7160.A0A023EK43	100	441.4	RP20_CCG011742	Ferritin; Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Belongs to the ferritin family.
112	tr|A0A182G7S1|A0A182G7S1_AEDAL	7160.A0A182G7S1	100	555.4	RP20_CCG004781	Uncharacterized protein.
114	tr|A0A1W7R6P9|A0A1W7R6P9_AEDAL	7160.A0A182GBE1	87.1	549.7	RP20_CCG006898	Uncharacterized protein.
115	UPI0007D1F86E	7160.A0A182GYL1	100	411	RP20_CCG018227	Uncharacterized protein.
116	UPI0007D47AEB	7160.A0A182H615	100	238	MED19	Mediator of RNA polymerase II transcription subunit 19; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors.
117	UPI0007D5329F	7160.A0A182H3K1	100	953.4	RP20_CCG020977	LRRCT domain-containing protein.
118	tr|A0A023ESQ1|A0A023ESQ1_AEDAL	7160.A0A182G7E3	100	859.4	RP20_CCG004573	GRIP domain-containing protein.
119	tr|A0A023EUJ3|A0A023EUJ3_AEDAL	7160.A0A182H3K1	99	944.1	RP20_CCG020977	LRRCT domain-containing protein.
120	UPI0007D4C7DD	7160.A0A182H0Y8	100	2202.9	RP20_CCG019499	C2H2-type domain-containing protein.
121	tr|A0A1W7R5R5|A0A1W7R5R5_AEDAL	7160.A0A182GGJ1	38.2	216.9	RP20_CCG009530	MFS domain-containing protein.
122	tr|A0A182H6Y9|A0A182H6Y9_AEDAL	7160.A0A182H6Y9	100	4468.7	RP20_CCG023047	Uncharacterized protein.
123	tr|A0A023EV69|A0A023EV69_AEDAL	7160.A0A182GKQ4	97.7	1003.8	RP20_CCG011598	Uncharacterized protein.
124	UPI0007D3644D	7160.A0A182GEP8	100	1442.9	RP20_CCG008622	ATP-dependent DNA helicase; Belongs to the helicase family. RecQ subfamily.
125	tr|A0A023EFI7|A0A023EFI7_AEDAL	7160.A0A182GG74	100	249.2	RP20_CCG009367	Sidoreflexin.
126	tr|A0A023EH01|A0A023EH01_AEDAL	7160.A0A182G4H0	98	319.7	RP20_CCG002728	Protein quiver.
127	tr|A0A023EVG1|A0A023EVG1_AEDAL	7160.A0A182G1E7	98.8	1143.3	RP20_CCG000617	Exonuclease domain-containing protein.
128	tr|A0A182GCE9|A0A182GCE9_AEDAL	7160.A0A182GCE9	100	232.6	RP20_CCG007463	Uncharacterized protein.
129	tr|A0A182GCC0|A0A182GCC0_AEDAL	7160.A0A182GCC0	100	661.8	RP20_CCG007423	Aldo_ket_red domain-containing protein.
130	tr|A0A182GM48|A0A182GM48_AEDAL	7160.A0A182GM48	100	130.2	RP20_CCG012306	Uncharacterized protein.
131	tr|A0A182GY18|A0A182GY18_AEDAL	7160.A0A182GY18	100	397.1	RP20_CCG017904	Uncharacterized protein.
132	tr|A0A023EWM1|A0A023EWM1_AEDAL	7160.A0A182G6N9	89	303.1	RP20_CCG004135	Reverse transcriptase domain-containing protein.
133	tr|A0A182G4X0|A0A182G4X0_AEDAL	7160.A0A182G4X0	100	292.4	RP20_CCG003006	Mitochondrial fission 1 protein; Involved in the fragmentation of the mitochondrial network and its perinuclear clustering.
134	tr|A0A182G2V5|A0A182G2V5_AEDAL	7160.A0A182H362	52.3	191.4	RP20_CCG020746	AB hydrolase-1 domain-containing protein.
135	tr|A0A023EVR9|A0A023EVR9_AEDAL	7160.A0A182GEP3	65.8	790	RP20_CCG008617	Acyl-coenzyme A oxidase; Belongs to the acyl-CoA oxidase family.
136	tr|A0A182H373|A0A182H373_AEDAL	7160.A0A182H373	100	520.4	RP20_CCG010842	Uncharacterized protein.
137	tr|A0A023EVY5|A0A023EVY5_AEDAL	7160.A0A182GGX6	99.7	1485.3	RP20_CCG009705	Elongation factor G, mitochondrial; Mitochondrial GTPase that catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome.
138	tr|A0A182GUJ6|A0A182GUJ6_AEDAL	7160.A0A182GUJ6	100	732.6	RP20_CCG016021	Uncharacterized protein; Belongs to the CDC50/LEM3 family.
139	tr|A0A182G5Z9|A0A182G5Z9_AEDAL	7160.A0A182G5Z9	100	806.2	RP20_CCG003706	SH3 domain-containing protein.
141	tr|A0A182G5U1|A0A182G5U1_AEDAL	7160.A0A182G5U1	100	822.8	RP20_CCG003603	ANK_REP_REGION domain-containing protein.
142	UPI0007D4BD63	7160.A0A182G1U3	100	542.3	RP20_CCG000983	Uncharacterized protein.
143	UPI0007D5C116	7160.A0A182G151	100	69.7	RP20_CCG000437	Uncharacterized protein.
144	tr|A0A1W7R886|A0A1W7R886_AEDAL	7160.A0A182GZY2	91.4	1101.3	RP20_CCG018958	Uncharacterized protein.
145	UPI0007D33C0B	7160.A0A182H9B0	100	196.4	RP20_CCG024568	Uncharacterized protein.
146	UPI0007D2CA88	7160.A0A182GVH7	100	1257.7	RP20_CCG016471	BAH domain-containing protein.
147	UPI0007D6AF2B	7160.A0A182G4R2	100	1010	RP20_CCG002897	Glutathione synthetase.
148	UPI0007D0F480	7160.A0A182HF73	100	1850.1	RP20_CCG028398	Reverse transcriptase domain-containing protein.
149	tr|A0A023ET39|A0A023ET39_AEDAL	7160.A0A182GFC6	98.4	466.5	RP20_CCG008947	Uncharacterized protein.
150	UPI0007D42E20	7160.A0A182GTP3	100	1724.1	RP20_CCG015594	Uncharacterized protein.
151	tr|A0A1W7R5W5|A0A1W7R5W5_AEDAL	7160.A0A182HB25	53.6	905.2	RP20_CCG025658	Uncharacterized protein.
152	tr|A0A023ESW0|A0A023ESW0_AEDAL	7160.A0A182HA21	99.6	914.1	RP20_CCG025049	TPT domain-containing protein.
153	tr|A0A182GE93|A0A182GE93_AEDAL	7160.A0A182GE93	100	2616.6	RP20_CCG005310	Non-specific serine/threonine protein kinase.
154	tr|A0A182GLN0|A0A182GLN0_AEDAL	7160.A0A182GLN0	100	865.1	RP20_CCG012060	Glycosyltransferase family 92 protein; Belongs to the glycosyltransferase 92 family.
155	tr|A0A182H812|A0A182H812_AEDAL	7160.A0A182H812	100	1591.6	RP20_CCG023740	Uncharacterized protein.
156	tr|A0A182HBZ8|A0A182HBZ8_AEDAL	7160.A0A182HBZ8	100	300.1	RP20_CCG026228	IRO domain-containing protein.
157	tr|A0A023EDK2|A0A023EDK2_AEDAL	7160.A0A023EFH1	99.2	255.4	RP20_CCG013111	MICOS complex subunit MIC13; Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane.
159	tr|A0A182HAA6|A0A182HAA6_AEDAL	7160.A0A182HAA6	100	1087.4	RP20_CCG025203	Uncharacterized protein; Belongs to the cytochrome P450 family.
160	UPI0007D13B6C	7160.A0A182GC42	100	1922.9	RP20_CCG007311	Uncharacterized protein.
161	tr|A0A182G573|A0A182G573_AEDAL	7160.A0A182G573	100	1098.6	RP20_CCG003196	Uncharacterized protein.
162	tr|A0A023EI65|A0A023EI65_AEDAL	7160.A0A182H186	36.2	104	RP20_CCG019692	Uncharacterized protein.
163	tr|A0A023EUK0|A0A023EUK0_AEDAL	7160.A0A182H786	93.6	532.3	RP20_CCG023214	Uncharacterized protein.
164	tr|A0A182GX40|A0A182GX40_AEDAL	7160.A0A182G5B9	99.8	812.8	RP20_CCG003299	WD_REPEATS_REGION domain-containing protein.
165	UPI0007D68D0E	7160.A0A182HBY3	100	1710.3	RP20_CCG026212	PPM-type phosphatase domain-containing protein.
166	tr|A0A023EPQ3|A0A023EPQ3_AEDAL	7160.A0A182H108	99.3	565.5	RP20_CCG019551	Malectin domain-containing protein.
167	tr|A0A023EIL7|A0A023EIL7_AEDAL	7160.A0A023EIL7	100	426	RP20_CCG007410	Glucosamine 6-phosphate N-acetyltransferase; Belongs to the acetyltransferase family. GNA1 subfamily.
168	tr|A0A182HDJ1|A0A182HDJ1_AEDAL	7160.A0A182HDJ1	100	2128.2	RP20_CCG027237	Uncharacterized protein.
169	UPI0007D5977C	7160.A0A182GLF1	100	887.1	RP20_CCG011959	Uncharacterized protein.
170	tr|A0A023EYA6|A0A023EYA6_AEDAL	7160.A0A182HA22	100	1124	RP20_CCG025051	Uncharacterized protein.
171	UPI0007D21D1E	7160.A0A182H2X0	100	582	RP20_CCG020595	Uncharacterized protein.
172	tr|A0A182H1S6|A0A182H1S6_AEDAL	7160.A0A182H1S6	100	642.1	RP20_CCG020002	MPN domain-containing protein.
173	UPI0007D6B814	7160.A0A182G6W1	100	836.3	RP20_CCG004255	Uncharacterized protein.
174	tr|A0A182GYQ3|A0A182GYQ3_AEDAL	7160.A0A182GYQ3	100	1010.7	RP20_CCG018285	MFS domain-containing protein.
175	tr|A0A182GIS9|A0A182GIS9_AEDAL	7160.A0A182GIS9	100	604.7	RP20_CCG010630	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family.
176	UPI0007D2BBC5	7160.A0A182GL68	100	945.7	RP20_CCG011827	MFS domain-containing protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
177	tr|A0A023EWC5|A0A023EWC5_AEDAL	7160.A0A182GE25	98.7	2080.4	RP20_CCG008318	USP domain-containing protein; Belongs to the peptidase C19 family.
178	tr|A0A182GTH6|A0A182GTH6_AEDAL	7160.A0A182G9G7	62.4	442.2	RP20_CCG005741	Protein kinase C; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. PKC subfamily.
179	tr|A0A1W7R5Z1|A0A1W7R5Z1_AEDAL	7160.A0A182G4I0	27.8	190.7	RP20_CCG002743	Uncharacterized protein.
180	tr|A0A023EV49|A0A023EV49_AEDAL	7160.A0A182HE94	99.5	813.1	RP20_CCG027730	MIF4G domain-containing protein.
181	UPI0007D3B793	7160.A0A182GEP3	100	1146	RP20_CCG008617	Acyl-coenzyme A oxidase; Belongs to the acyl-CoA oxidase family.
182	tr|A0A182GH02|A0A182GH02_AEDAL	7160.A0A182GH02	100	1364.4	RP20_CCG009737	USP domain-containing protein.
