#node	identifier	category	term ID	term description
AAEL000053	7159.Q0C7A8	STRING clusters	CL:10618	Inositol phosphate metabolism
AAEL000053	7159.Q0C7A8	STRING clusters	CL:10644	Myotubularin-like phosphatase domain, and Transmembrane protein 55A
AAEL000053	7159.Q0C7A8	Reactome	MAP-1430728	Metabolism
AAEL000053	7159.Q0C7A8	Reactome	MAP-1483255	PI Metabolism
AAEL000053	7159.Q0C7A8	Reactome	MAP-1483257	Phospholipid metabolism
AAEL000053	7159.Q0C7A8	Reactome	MAP-1660499	Synthesis of PIPs at the plasma membrane
AAEL000053	7159.Q0C7A8	Reactome	MAP-556833	Metabolism of lipids
AAEL000053	7159.Q0C7A8	COMPARTMENTS	GOCC:0005622	Intracellular
AAEL000053	7159.Q0C7A8	COMPARTMENTS	GOCC:0005737	Cytoplasm
AAEL000053	7159.Q0C7A8	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
AAEL000053	7159.Q0C7A8	UniProt Keywords	KW-0175	Coiled coil
AAEL000053	7159.Q0C7A8	Pfam	PF06602	Myotubularin-like phosphatase domain
AAEL000053	7159.Q0C7A8	InterPro	IPR010569	Myotubularin-like, phosphatase domain
AAEL000053	7159.Q0C7A8	InterPro	IPR011993	PH-like domain superfamily
AAEL000053	7159.Q0C7A8	InterPro	IPR029021	Protein-tyrosine phosphatase-like
AAEL000053	7159.Q0C7A8	InterPro	IPR030564	Myotubularin family
AAEL000065	7159.Q0C745	GO Process	GO:0006355	Regulation of transcription, DNA-templated
AAEL000065	7159.Q0C745	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
AAEL000065	7159.Q0C745	GO Process	GO:0009889	Regulation of biosynthetic process
AAEL000065	7159.Q0C745	GO Process	GO:0009891	Positive regulation of biosynthetic process
AAEL000065	7159.Q0C745	GO Process	GO:0009893	Positive regulation of metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0010468	Regulation of gene expression
AAEL000065	7159.Q0C745	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
AAEL000065	7159.Q0C745	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
AAEL000065	7159.Q0C745	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0019222	Regulation of metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0031323	Regulation of cellular metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0031325	Positive regulation of cellular metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0031326	Regulation of cellular biosynthetic process
AAEL000065	7159.Q0C745	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
AAEL000065	7159.Q0C745	GO Process	GO:0032502	Developmental process
AAEL000065	7159.Q0C745	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
AAEL000065	7159.Q0C745	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
AAEL000065	7159.Q0C745	GO Process	GO:0048518	Positive regulation of biological process
AAEL000065	7159.Q0C745	GO Process	GO:0048522	Positive regulation of cellular process
AAEL000065	7159.Q0C745	GO Process	GO:0048856	Anatomical structure development
AAEL000065	7159.Q0C745	GO Process	GO:0050789	Regulation of biological process
AAEL000065	7159.Q0C745	GO Process	GO:0050794	Regulation of cellular process
AAEL000065	7159.Q0C745	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0051252	Regulation of RNA metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0051254	Positive regulation of RNA metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0060255	Regulation of macromolecule metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:0065007	Biological regulation
AAEL000065	7159.Q0C745	GO Process	GO:0080090	Regulation of primary metabolic process
AAEL000065	7159.Q0C745	GO Process	GO:1902680	Positive regulation of RNA biosynthetic process
AAEL000065	7159.Q0C745	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
AAEL000065	7159.Q0C745	GO Process	GO:1903508	Positive regulation of nucleic acid-templated transcription
AAEL000065	7159.Q0C745	GO Process	GO:2001141	Regulation of RNA biosynthetic process
AAEL000065	7159.Q0C745	GO Function	GO:0000976	Transcription cis-regulatory region binding
AAEL000065	7159.Q0C745	GO Function	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
AAEL000065	7159.Q0C745	GO Function	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
AAEL000065	7159.Q0C745	GO Function	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
AAEL000065	7159.Q0C745	GO Function	GO:0000987	Cis-regulatory region sequence-specific DNA binding
AAEL000065	7159.Q0C745	GO Function	GO:0001067	Transcription regulatory region nucleic acid binding
AAEL000065	7159.Q0C745	GO Function	GO:0001216	DNA-binding transcription activator activity
AAEL000065	7159.Q0C745	GO Function	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
AAEL000065	7159.Q0C745	GO Function	GO:0003676	Nucleic acid binding
AAEL000065	7159.Q0C745	GO Function	GO:0003677	DNA binding
AAEL000065	7159.Q0C745	GO Function	GO:0003690	Double-stranded DNA binding
AAEL000065	7159.Q0C745	GO Function	GO:0003700	DNA-binding transcription factor activity
AAEL000065	7159.Q0C745	GO Function	GO:0005488	Binding
AAEL000065	7159.Q0C745	GO Function	GO:0043565	Sequence-specific DNA binding
AAEL000065	7159.Q0C745	GO Function	GO:0097159	Organic cyclic compound binding
AAEL000065	7159.Q0C745	GO Function	GO:0140110	Transcription regulator activity
AAEL000065	7159.Q0C745	GO Function	GO:1901363	Heterocyclic compound binding
AAEL000065	7159.Q0C745	GO Function	GO:1990837	Sequence-specific double-stranded DNA binding
AAEL000065	7159.Q0C745	GO Component	GO:0005622	Intracellular anatomical structure
AAEL000065	7159.Q0C745	GO Component	GO:0005634	Nucleus
AAEL000065	7159.Q0C745	GO Component	GO:0043226	Organelle
AAEL000065	7159.Q0C745	GO Component	GO:0043227	Membrane-bounded organelle
AAEL000065	7159.Q0C745	GO Component	GO:0043229	Intracellular organelle
AAEL000065	7159.Q0C745	GO Component	GO:0043231	Intracellular membrane-bounded organelle
AAEL000065	7159.Q0C745	GO Component	GO:0110165	Cellular anatomical entity
AAEL000065	7159.Q0C745	STRING clusters	CL:18607	Mixed, incl. Voltage-gated calcium channel activity, and Glycoprotein complex
AAEL000065	7159.Q0C745	STRING clusters	CL:18608	Mixed, incl. Voltage-gated calcium channel activity, and Glycoprotein complex
AAEL000065	7159.Q0C745	STRING clusters	CL:18715	Mixed, incl. Glycoprotein complex, and Nuclear membrane protein complex
AAEL000065	7159.Q0C745	STRING clusters	CL:18716	Glycoprotein complex, and EF hand
AAEL000065	7159.Q0C745	STRING clusters	CL:18734	EF-hand, and Homeobox domain, metazoa
AAEL000065	7159.Q0C745	COMPARTMENTS	GOCC:0005622	Intracellular
AAEL000065	7159.Q0C745	COMPARTMENTS	GOCC:0005634	Nucleus
AAEL000065	7159.Q0C745	COMPARTMENTS	GOCC:0043226	Organelle
AAEL000065	7159.Q0C745	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
AAEL000065	7159.Q0C745	COMPARTMENTS	GOCC:0043229	Intracellular organelle
AAEL000065	7159.Q0C745	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
AAEL000065	7159.Q0C745	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
AAEL000065	7159.Q0C745	InterPro	IPR013087	Zinc finger C2H2-type
AAEL000065	7159.Q0C745	InterPro	IPR036236	Zinc finger C2H2 superfamily
AAEL000065	7159.Q0C745	SMART	SM00355	Zinc finger
AAEL000093	7159.Q0C7B1	GO Process	GO:0000578	Embryonic axis specification
AAEL000093	7159.Q0C7B1	GO Process	GO:0002009	Morphogenesis of an epithelium
AAEL000093	7159.Q0C7B1	GO Process	GO:0002165	Instar larval or pupal development
AAEL000093	7159.Q0C7B1	GO Process	GO:0003002	Regionalization
AAEL000093	7159.Q0C7B1	GO Process	GO:0007154	Cell communication
AAEL000093	7159.Q0C7B1	GO Process	GO:0007165	Signal transduction
AAEL000093	7159.Q0C7B1	GO Process	GO:0007275	Multicellular organism development
AAEL000093	7159.Q0C7B1	GO Process	GO:0007350	Blastoderm segmentation
AAEL000093	7159.Q0C7B1	GO Process	GO:0007351	Tripartite regional subdivision
AAEL000093	7159.Q0C7B1	GO Process	GO:0007389	Pattern specification process
AAEL000093	7159.Q0C7B1	GO Process	GO:0007444	Imaginal disc development
AAEL000093	7159.Q0C7B1	GO Process	GO:0007472	Wing disc morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0007476	Imaginal disc-derived wing morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0007552	Metamorphosis
AAEL000093	7159.Q0C7B1	GO Process	GO:0007560	Imaginal disc morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0008361	Regulation of cell size
AAEL000093	7159.Q0C7B1	GO Process	GO:0008595	Anterior/posterior axis specification, embryo
AAEL000093	7159.Q0C7B1	GO Process	GO:0009653	Anatomical structure morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0009790	Embryo development
AAEL000093	7159.Q0C7B1	GO Process	GO:0009791	Post-embryonic development
AAEL000093	7159.Q0C7B1	GO Process	GO:0009798	Axis specification
AAEL000093	7159.Q0C7B1	GO Process	GO:0009880	Embryonic pattern specification
AAEL000093	7159.Q0C7B1	GO Process	GO:0009886	Post-embryonic animal morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0009887	Animal organ morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0009888	Tissue development
AAEL000093	7159.Q0C7B1	GO Process	GO:0009948	Anterior/posterior axis specification
AAEL000093	7159.Q0C7B1	GO Process	GO:0009952	Anterior/posterior pattern specification
AAEL000093	7159.Q0C7B1	GO Process	GO:0009966	Regulation of signal transduction
AAEL000093	7159.Q0C7B1	GO Process	GO:0009968	Negative regulation of signal transduction
AAEL000093	7159.Q0C7B1	GO Process	GO:0009987	Cellular process
AAEL000093	7159.Q0C7B1	GO Process	GO:0010453	Regulation of cell fate commitment
AAEL000093	7159.Q0C7B1	GO Process	GO:0010454	Negative regulation of cell fate commitment
AAEL000093	7159.Q0C7B1	GO Process	GO:0010646	Regulation of cell communication
AAEL000093	7159.Q0C7B1	GO Process	GO:0010648	Negative regulation of cell communication
AAEL000093	7159.Q0C7B1	GO Process	GO:0016043	Cellular component organization
AAEL000093	7159.Q0C7B1	GO Process	GO:0023051	Regulation of signaling
AAEL000093	7159.Q0C7B1	GO Process	GO:0023052	Signaling
AAEL000093	7159.Q0C7B1	GO Process	GO:0023057	Negative regulation of signaling
AAEL000093	7159.Q0C7B1	GO Process	GO:0030947	Regulation of vascular endothelial growth factor receptor signaling pathway
AAEL000093	7159.Q0C7B1	GO Process	GO:0030948	Negative regulation of vascular endothelial growth factor receptor signaling pathway
AAEL000093	7159.Q0C7B1	GO Process	GO:0032501	Multicellular organismal process
AAEL000093	7159.Q0C7B1	GO Process	GO:0032502	Developmental process
AAEL000093	7159.Q0C7B1	GO Process	GO:0032535	Regulation of cellular component size
AAEL000093	7159.Q0C7B1	GO Process	GO:0035107	Appendage morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0035114	Imaginal disc-derived appendage morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0035120	Post-embryonic appendage morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0035220	Wing disc development
AAEL000093	7159.Q0C7B1	GO Process	GO:0035239	Tube morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0035282	Segmentation
AAEL000093	7159.Q0C7B1	GO Process	GO:0035295	Tube development
AAEL000093	7159.Q0C7B1	GO Process	GO:0035556	Intracellular signal transduction
AAEL000093	7159.Q0C7B1	GO Process	GO:0042058	Regulation of epidermal growth factor receptor signaling pathway
AAEL000093	7159.Q0C7B1	GO Process	GO:0042059	Negative regulation of epidermal growth factor receptor signaling pathway
AAEL000093	7159.Q0C7B1	GO Process	GO:0043087	Regulation of GTPase activity
AAEL000093	7159.Q0C7B1	GO Process	GO:0045595	Regulation of cell differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0045596	Negative regulation of cell differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0045597	Positive regulation of cell differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0045664	Regulation of neuron differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0045665	Negative regulation of neuron differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0045666	Positive regulation of neuron differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0045792	Negative regulation of cell size
AAEL000093	7159.Q0C7B1	GO Process	GO:0046532	Regulation of photoreceptor cell differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0046533	Negative regulation of photoreceptor cell differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0046534	Positive regulation of photoreceptor cell differentiation
AAEL000093	7159.Q0C7B1	GO Process	GO:0048513	Animal organ development
AAEL000093	7159.Q0C7B1	GO Process	GO:0048518	Positive regulation of biological process
AAEL000093	7159.Q0C7B1	GO Process	GO:0048519	Negative regulation of biological process
AAEL000093	7159.Q0C7B1	GO Process	GO:0048522	Positive regulation of cellular process
AAEL000093	7159.Q0C7B1	GO Process	GO:0048523	Negative regulation of cellular process
AAEL000093	7159.Q0C7B1	GO Process	GO:0048563	Post-embryonic animal organ morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0048569	Post-embryonic animal organ development
AAEL000093	7159.Q0C7B1	GO Process	GO:0048583	Regulation of response to stimulus
AAEL000093	7159.Q0C7B1	GO Process	GO:0048585	Negative regulation of response to stimulus
AAEL000093	7159.Q0C7B1	GO Process	GO:0048707	Instar larval or pupal morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0048729	Tissue morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0048736	Appendage development
AAEL000093	7159.Q0C7B1	GO Process	GO:0048737	Imaginal disc-derived appendage development
AAEL000093	7159.Q0C7B1	GO Process	GO:0048856	Anatomical structure development
AAEL000093	7159.Q0C7B1	GO Process	GO:0050789	Regulation of biological process
AAEL000093	7159.Q0C7B1	GO Process	GO:0050790	Regulation of catalytic activity
AAEL000093	7159.Q0C7B1	GO Process	GO:0050793	Regulation of developmental process
AAEL000093	7159.Q0C7B1	GO Process	GO:0050794	Regulation of cellular process
AAEL000093	7159.Q0C7B1	GO Process	GO:0050896	Response to stimulus
AAEL000093	7159.Q0C7B1	GO Process	GO:0051093	Negative regulation of developmental process
AAEL000093	7159.Q0C7B1	GO Process	GO:0051094	Positive regulation of developmental process
AAEL000093	7159.Q0C7B1	GO Process	GO:0051239	Regulation of multicellular organismal process
AAEL000093	7159.Q0C7B1	GO Process	GO:0051240	Positive regulation of multicellular organismal process
AAEL000093	7159.Q0C7B1	GO Process	GO:0051241	Negative regulation of multicellular organismal process
AAEL000093	7159.Q0C7B1	GO Process	GO:0051336	Regulation of hydrolase activity
AAEL000093	7159.Q0C7B1	GO Process	GO:0051716	Cellular response to stimulus
AAEL000093	7159.Q0C7B1	GO Process	GO:0060429	Epithelium development
AAEL000093	7159.Q0C7B1	GO Process	GO:0060562	Epithelial tube morphogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0065007	Biological regulation
AAEL000093	7159.Q0C7B1	GO Process	GO:0065008	Regulation of biological quality
AAEL000093	7159.Q0C7B1	GO Process	GO:0065009	Regulation of molecular function
AAEL000093	7159.Q0C7B1	GO Process	GO:0071840	Cellular component organization or biogenesis
AAEL000093	7159.Q0C7B1	GO Process	GO:0090066	Regulation of anatomical structure size
AAEL000093	7159.Q0C7B1	GO Process	GO:0090287	Regulation of cellular response to growth factor stimulus
AAEL000093	7159.Q0C7B1	GO Process	GO:0090288	Negative regulation of cellular response to growth factor stimulus
AAEL000093	7159.Q0C7B1	GO Process	GO:1901184	Regulation of ERBB signaling pathway
AAEL000093	7159.Q0C7B1	GO Process	GO:1901185	Negative regulation of ERBB signaling pathway
AAEL000093	7159.Q0C7B1	GO Function	GO:0005096	GTPase activator activity
AAEL000093	7159.Q0C7B1	GO Function	GO:0005488	Binding
AAEL000093	7159.Q0C7B1	GO Function	GO:0008047	Enzyme activator activity
AAEL000093	7159.Q0C7B1	GO Function	GO:0030234	Enzyme regulator activity
AAEL000093	7159.Q0C7B1	GO Function	GO:0030695	GTPase regulator activity
AAEL000093	7159.Q0C7B1	GO Function	GO:0043167	Ion binding
AAEL000093	7159.Q0C7B1	GO Function	GO:0043169	Cation binding
AAEL000093	7159.Q0C7B1	GO Function	GO:0046872	Metal ion binding
AAEL000093	7159.Q0C7B1	GO Function	GO:0060589	Nucleoside-triphosphatase regulator activity
AAEL000093	7159.Q0C7B1	GO Function	GO:0098772	Molecular function regulator activity
AAEL000093	7159.Q0C7B1	GO Component	GO:0005886	Plasma membrane
AAEL000093	7159.Q0C7B1	GO Component	GO:0016020	Membrane
AAEL000093	7159.Q0C7B1	GO Component	GO:0071944	Cell periphery
AAEL000093	7159.Q0C7B1	GO Component	GO:0110165	Cellular anatomical entity
AAEL000093	7159.Q0C7B1	STRING clusters	CL:14608	Mixed, incl. Notch signaling pathway, and Methuselah ectodomain, domain 2
AAEL000093	7159.Q0C7B1	STRING clusters	CL:14735	Mixed, incl. Notch signaling pathway, and Zinc finger, Btk motif
AAEL000093	7159.Q0C7B1	STRING clusters	CL:14736	Mixed, incl. Notch signaling pathway, and Zinc finger, Btk motif
AAEL000093	7159.Q0C7B1	STRING clusters	CL:14739	Mixed, incl. Zinc finger, Btk motif, and Cadherin, Y-type LIR-motif
AAEL000093	7159.Q0C7B1	Reactome	MAP-162582	Signal Transduction
AAEL000093	7159.Q0C7B1	Reactome	MAP-5658442	Regulation of RAS by GAPs
AAEL000093	7159.Q0C7B1	Reactome	MAP-5673001	RAF/MAP kinase cascade
AAEL000093	7159.Q0C7B1	Reactome	MAP-5683057	MAPK family signaling cascades
AAEL000093	7159.Q0C7B1	Reactome	MAP-5684996	MAPK1/MAPK3 signaling
AAEL000093	7159.Q0C7B1	COMPARTMENTS	GOCC:0005886	Plasma membrane
AAEL000093	7159.Q0C7B1	COMPARTMENTS	GOCC:0016020	Membrane
AAEL000093	7159.Q0C7B1	COMPARTMENTS	GOCC:0071944	Cell periphery
AAEL000093	7159.Q0C7B1	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
AAEL000093	7159.Q0C7B1	UniProt Keywords	KW-0343	GTPase activation
AAEL000093	7159.Q0C7B1	UniProt Keywords	KW-0479	Metal-binding
AAEL000093	7159.Q0C7B1	UniProt Keywords	KW-0862	Zinc
AAEL000093	7159.Q0C7B1	UniProt Keywords	KW-0863	Zinc-finger
AAEL000093	7159.Q0C7B1	InterPro	IPR000008	C2 domain
AAEL000093	7159.Q0C7B1	InterPro	IPR001562	Zinc finger, Btk motif
AAEL000093	7159.Q0C7B1	InterPro	IPR001849	Pleckstrin homology domain
AAEL000093	7159.Q0C7B1	InterPro	IPR001936	Ras GTPase-activating domain
AAEL000093	7159.Q0C7B1	InterPro	IPR008936	Rho GTPase activation protein
AAEL000093	7159.Q0C7B1	InterPro	IPR011993	PH-like domain superfamily
AAEL000093	7159.Q0C7B1	InterPro	IPR023152	Ras GTPase-activating protein, conserved site
AAEL000093	7159.Q0C7B1	InterPro	IPR035892	C2 domain superfamily
AAEL000093	7159.Q0C7B1	InterPro	IPR039360	Ras GTPase-activating protein
AAEL000093	7159.Q0C7B1	SMART	SM00107	Brutons tyrosine kinase Cys-rich motif
AAEL000093	7159.Q0C7B1	SMART	SM00233	Pleckstrin homology domain.
AAEL000093	7159.Q0C7B1	SMART	SM00239	Protein kinase C conserved region 2 (CalB)
AAEL000242	7159.Q17PT9	GO Process	GO:0000003	Reproduction
AAEL000242	7159.Q17PT9	GO Process	GO:0000902	Cell morphogenesis
AAEL000242	7159.Q17PT9	GO Process	GO:0000904	Cell morphogenesis involved in differentiation
AAEL000242	7159.Q17PT9	GO Process	GO:0001508	Action potential
AAEL000242	7159.Q17PT9	GO Process	GO:0003008	System process
AAEL000242	7159.Q17PT9	GO Process	GO:0006810	Transport
AAEL000242	7159.Q17PT9	GO Process	GO:0006811	Ion transport
AAEL000242	7159.Q17PT9	GO Process	GO:0006812	Cation transport
AAEL000242	7159.Q17PT9	GO Process	GO:0006813	Potassium ion transport
AAEL000242	7159.Q17PT9	GO Process	GO:0007275	Multicellular organism development
AAEL000242	7159.Q17PT9	GO Process	GO:0007399	Nervous system development
AAEL000242	7159.Q17PT9	GO Process	GO:0007409	Axonogenesis
AAEL000242	7159.Q17PT9	GO Process	GO:0007584	Response to nutrient
AAEL000242	7159.Q17PT9	GO Process	GO:0007600	Sensory perception
AAEL000242	7159.Q17PT9	GO Process	GO:0007606	Sensory perception of chemical stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0007610	Behavior
AAEL000242	7159.Q17PT9	GO Process	GO:0007611	Learning or memory
AAEL000242	7159.Q17PT9	GO Process	GO:0007617	Mating behavior
AAEL000242	7159.Q17PT9	GO Process	GO:0007619	Courtship behavior
AAEL000242	7159.Q17PT9	GO Process	GO:0007626	Locomotory behavior
AAEL000242	7159.Q17PT9	GO Process	GO:0007635	Chemosensory behavior
AAEL000242	7159.Q17PT9	GO Process	GO:0008345	Larval locomotory behavior
AAEL000242	7159.Q17PT9	GO Process	GO:0009314	Response to radiation
AAEL000242	7159.Q17PT9	GO Process	GO:0009416	Response to light stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0009581	Detection of external stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0009582	Detection of abiotic stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0009583	Detection of light stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0009584	Detection of visible light
AAEL000242	7159.Q17PT9	GO Process	GO:0009605	Response to external stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0009628	Response to abiotic stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0009653	Anatomical structure morphogenesis
AAEL000242	7159.Q17PT9	GO Process	GO:0009719	Response to endogenous stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0009987	Cellular process
AAEL000242	7159.Q17PT9	GO Process	GO:0009991	Response to extracellular stimulus
AAEL000242	7159.Q17PT9	GO Process	GO:0010033	Response to organic substance
AAEL000242	7159.Q17PT9	GO Process	GO:0010243	Response to organonitrogen compound
AAEL000242	7159.Q17PT9	GO Process	GO:0010646	Regulation of cell communication
AAEL000242	7159.Q17PT9	GO Process	GO:0014070	Response to organic cyclic compound
AAEL000242	7159.Q17PT9	GO Process	GO:0016043	Cellular component organization
AAEL000242	7159.Q17PT9	GO Process	GO:0016049	Cell growth
AAEL000242	7159.Q17PT9	GO Process	GO:0019098	Reproductive behavior
AAEL000242	7159.Q17PT9	GO Process	GO:0022008	Neurogenesis
AAEL000242	7159.Q17PT9	GO Process	GO:0022414	Reproductive process
AAEL000242	7159.Q17PT9	GO Process	GO:0022607	Cellular component assembly
AAEL000242	7159.Q17PT9	GO Process	GO:0023051	Regulation of signaling
AAEL000242	7159.Q17PT9	GO Process	GO:0030001	Metal ion transport
