"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF022468-RA","Mediator of RNA polymerase II transcription subunit [Source:Projected from Aedes aegypti (AAEL006934) VB Community Annotation]","A0A023EKB1,A0A182H615,A0A1W7R5I8","aae-miR-11900",-14.25,1251,1273,152
"AALF016755-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL010485) VB Community Annotation]","A0A182GVZ2","aae-miR-11900",-14.58,103,124,151
"AALF013063-RA","malate dehydrogenase [Source:Projected from Aedes aegypti (AAEL008166) VB Community Annotation]","A0A023EQ02,A0A182GNQ1","aae-miR-11900",-18.44,157,180,150
"AALF022433-RA","AAA ATPase [Source:Projected from Aedes aegypti (AAEL005454) VB Community Annotation]","A0A023ERN3,A0A182H600","aae-miR-11900",-15.05,250,275,149
"AALF013047-RA","neuralized [Source:Projected from Aedes aegypti (AAEL006062) VB Community Annotation]","A0A182GNN7","aae-miR-11900",-16.87,1174,1198,148
"AALF018204-RA","RNA binding motif protein 4,lark [Source:Projected from Aedes aegypti (AAEL013982) VB Community Annotation]","A0A023ER06,A0A182GYJ6","aae-miR-11900",-15.99,241,263,148
"AALF012967-RA","phosphatidylinositol-binding clathrin assembly protein [Source:Projected from Aedes aegypti (AAEL013863) VB Community Annotation]","A0A023EVF7,A0A182GNI6","aae-miR-11900",-14.77,931,956,148
"AALF019010-RA","Fascin [Source:UniProtKB/TrEMBL;Acc:A0A182H019]","A0A023ETG2,A0A182H019","aae-miR-11900",-14.97,261,283,147
"AALF007750-RA","peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:Projected from Aedes aegypti (AAEL006054) VB Community Annotation]","A0A182GCX7","aae-miR-11900",-14.66,547,572,146
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aae-miR-11900",-20.29,6559,6583,145
"AALF008704-RA","vesicular acetylcholine transporter [Source:Projected from Aedes aegypti (AAEL013238) VB Community Annotation]","A0A182GEV2","aae-miR-11900",-19.24,170,197,145
"AALF009864-RA","alcohol dehydrogenase [Source:Projected from Aedes aegypti (AAEL012457) VB Community Annotation]","A0A023EPV8,A0A182GH99","aae-miR-11900",-15.42,20,43,145
"AALF004132-RA","development and differentiation-enhancing factor, ddef [Source:Projected from Aedes aegypti (AAEL003487) VB Community Annotation]","A0A182G6N6","aae-miR-11900",-14.43,858,877,145
"AALF013237-RA","translocon-associated protein, gamma subunit [Source:Projected from Aedes aegypti (AAEL007441) VB Community Annotation]","A0A023EIJ2,A0A182GP28","aae-miR-11900",-17.06,325,347,144
"AALF024939-RA","Clathrin light chain [Source:UniProtKB/TrEMBL;Acc:A0A182H9W7]","A0A182H9W7","aae-miR-11900",-15.34,180,205,144
"AALF002645-RA","importin beta-3 [Source:Projected from Aedes aegypti (AAEL010159) VB Community Annotation]","A0A023EVV6,A0A182G4D0","aae-miR-11900",-14.49,343,365,144
"AALF005253-RA","Putative rna polymer [Source:UniProtKB/TrEMBL;Acc:A0A023EUH3]","A0A023EUH3","aae-miR-11900",-14.37,1309,1337,144
"AALF000856-RA","Rab GDP dissociation inhibitor [Source:UniProtKB/TrEMBL;Acc:A0A182G1N6]","A0A023EWM5,A0A182G1N6,A0A1W7R713","aae-miR-11900",-15.44,183,208,143
"AALF016961-RA","Clip-Domain Serine Protease  family B. [Source:Projected from Aedes aegypti (AAEL000074) VB Community Annotation]","A0A023EQN2,A0A023ER34,A0A023ER99,A0A023ETH3,A0A182GWB2,A0A1W7R7W4,A0A1W7R7Y9","aae-miR-11900",-15.19,53,76,142
"AALF005473-RA","Kynurenine formamidase [Source:UniProtKB/TrEMBL;Acc:A0A182G908]","A0A182G908","aae-miR-11900",-14.62,818,841,142
"AALF022348-RA","chromosome region maintenance protein 1/exportin [Source:Projected from Aedes aegypti (AAEL001484) VB Community Annotation]","A0A023EWQ8,A0A182H5U8","aae-miR-11900",-14.59,425,448,142
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aae-miR-11900",-15.46,11820,11843,141
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aae-miR-11900",-14.4,6044,6068,141
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aae-miR-11900",-17.48,23711,23733,140
"AALF017609-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GXI3]","A0A182GXI3","aae-miR-11900",-15.67,668,694,140
"AALF003618-RA","phosphatidylcholine-sterol acyltransferase (lecithin-cholesterol acyltransferase) [Source:Projected from Aedes aegypti (AAEL013170) VB Community Annotation]","A0A182G5U9,A0A1W7R8B3","aae-miR-11900",-15.03,269,291,140
