"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF023668-RA","ER lumen protein-retaining receptor [Source:UniProtKB/TrEMBL;Acc:A0A023EJP8]","A0A023EJP8","aae-bantam-5p",-15.42,1908,1930,150
"AALF018404-RA","Putative prohibitins and stomatins of the pid superfamily protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004490) UniProtKB/TrEMBL;Acc:A0A0P6ITV8]","A0A023ET54,A0A182GYZ6","aae-bantam-5p",-14.72,73,95,150
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aae-bantam-5p",-14.42,3409,3431,150
"AALF014586-RA","calcium/calmodulin-dependent serine protein kinase membrane-associated guanylate kinase (cask) [Source:Projected from Aedes aegypti (AAEL009937) VB Community Annotation]","A0A182GRR4","aae-bantam-5p",-17.33,536,558,149
"AALF004020-RA","chitinase [Source:Projected from Aedes aegypti lvpagwg (AAEL011496) VB Community Annotation]","A0A023ERF5,A0A182G6H4","aae-bantam-5p",-17.01,15,37,149
"AALF000066-RA","peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:Projected from Aedes aegypti lvpagwg (AAEL007523) VB Community Annotation]","A0A182G0L6","aae-bantam-5p",-16.44,978,1000,149
"AALF022326-RA","Putative ferric-chelate reductase 1 [Source:UniProtKB/TrEMBL;Acc:A0A023EXF7]","A0A023EV19,A0A023EV28,A0A023EXF7","aae-bantam-5p",-16.42,752,774,149
"AALF004132-RA","development and differentiation-enhancing factor, ddef [Source:Projected from Aedes aegypti (AAEL003487) VB Community Annotation]","A0A182G6N6","aae-bantam-5p",-16.17,2080,2100,149
"AALF007786-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GD08]","A0A023ESJ7,A0A182GD08","aae-bantam-5p",-15.6,813,838,149
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aae-bantam-5p",-15.15,22272,22294,149
"AALF004530-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G7B7]","A0A182G7B7","aae-bantam-5p",-19.53,1360,1383,148
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aae-bantam-5p",-17.39,15188,15209,148
"AALF023323-RA","hydroxymethylglutaryl-coa synthase [Source:Projected from Aedes aegypti (AAEL005201) VB Community Annotation]","A0A023ETR7,A0A182H7D3","aae-bantam-5p",-17.11,545,564,148
"AALF000617-RA","exonuclease nef-sp [Source:Projected from Aedes aegypti (AAEL006744) VB Community Annotation]","A0A023EVG1,A0A182G1E7","aae-bantam-5p",-15.42,1291,1313,148
"AALF017522-RA","Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A182GXB9]","A0A182GXB9","aae-bantam-5p",-15.42,86,108,148
"AALF003825-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL009887) VB Community Annotation]","A0A182G659","aae-bantam-5p",-14.99,238,260,148
"AALF002860-RA","supervillin [Source:Projected from Aedes aegypti (AAEL003105) VB Community Annotation]","A0A023ER95,A0A023ESF2,A0A182G4P6","aae-bantam-5p",-14.67,1983,2005,148
"AALF024617-RA","Putative nedd8-conjugating enzyme ubc12 [Source:UniProtKB/TrEMBL;Acc:A0A023EIJ3]","A0A023EIJ3,A0A1W7R7U1","aae-bantam-5p",-15.52,590,615,147
"AALF012725-RA","Mucin-like peritrophin [Source:Projected from Aedes aegypti lvpagwg (AAEL004798) UniProtKB/TrEMBL;Acc:Q9GPU9]","A0A182GMZ1,A0A1W7R7I5","aae-bantam-5p",-14.86,148,169,147
"AALF003852-RA","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A023EPT6]","A0A023EPT6","aae-bantam-5p",-14.04,44,65,147
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aae-bantam-5p",-20.69,5465,5485,146
"AALF004351-RA","Putative lateral inhibition [Source:UniProtKB/TrEMBL;Acc:A0A023ECZ6]","A0A023ECU0,A0A023ECZ6","aae-bantam-5p",-20.4,24,44,146
"AALF000925-RA","calicylin binding protein [Source:Projected from Aedes aegypti (AAEL013314) VB Community Annotation]","A0A023EKU1,A0A182G1Q6","aae-bantam-5p",-16.68,92,118,146
"AALF018047-RA","beta-hexosaminidase [Source:Projected from Aedes aegypti (AAEL011517) VB Community Annotation]","A0A023EUW0,A0A182GY98","aae-bantam-5p",-16.26,243,266,146
"AALF016238-RA","valyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL004327) VB Community Annotation]","A0A182GV15","aae-bantam-5p",-15.97,1990,2012,146
"AALF027634-RA","dual specificity mitogen-activated protein kinase kinase hemipterous MAPKK [Source:Projected from Aedes aegypti (AAEL003359) VB Community Annotation]","A0A182HE32","aae-bantam-5p",-15.21,2385,2407,146
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aae-bantam-5p",-14.49,6047,6067,146
"AALF011805-RA","Putative alternative splicing factor srp20/9g8 rrm superfamily [Source:UniProtKB/TrEMBL;Acc:A0A023EKJ0]","A0A023EKJ0","aae-bantam-5p",-19.04,236,256,145
"AALF025916-RA","PIWI [Source:Projected from Aedes aegypti (AAEL007823) VB Community Annotation]","A0A023EVW0,A0A182HBG4","aae-bantam-5p",-17.18,451,475,145
"AALF013202-RA","Putative gtpase rab1/ypt1 small g protein superfamily [Source:UniProtKB/TrEMBL;Acc:A0A023EJS4]","A0A023EJS4","aae-bantam-5p",-14.93,189,210,145
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aae-bantam-5p",-14.78,1492,1512,145
"AALF016307-RA","Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GV56]","A0A182GV56","aae-bantam-5p",-14.69,505,528,145
"AALF028503-RA","Defense repressor [Source:Projected from Aedes aegypti (AAEL000590) VB Community Annotation]","A0A023EW89,A0A146BIV4,A0A182HFD4","aae-bantam-5p",-14.5,194,216,145
"AALF008894-RA","fatty acid synthase [Source:Projected from Aedes aegypti (AAEL001194) VB Community Annotation]","A0A182GF80","aae-bantam-5p",-14.06,277,299,145
"AALF008758-RA","poly(a) polymerase cid (pap) (caffein-induced death protein) [Source:Projected from Aedes aegypti (AAEL006249) VB Community Annotation]","A0A182GEY8","aae-bantam-5p",-21.4,987,1011,144
"AALF025015-RA","phosphorylase b kinase [Source:Projected from Aedes aegypti (AAEL007651) VB Community Annotation]","A0A023EYC1,A0A182H9Z8","aae-bantam-5p",-16.33,504,526,144
"AALF023524-RA","Eukaryotic translation initiation factor 3 subunit A [Source:UniProtKB/TrEMBL;Acc:A0A182H7N7]","A0A182H7N7","aae-bantam-5p",-16.16,663,684,144
"AALF001576-RA","pre-mRNA cleavage factor im, 25kD subunit [Source:Projected from Aedes aegypti (AAEL001371) VB Community Annotation]","A0A023EHR3,A0A182G2Q1","aae-bantam-5p",-15.17,293,316,144
"AALF013877-RA","hairy protein [Source:Projected from Aedes aegypti (AAEL005480) VB Community Annotation]","A0A023EQ79,A0A182GQD4","aae-bantam-5p",-15.05,611,634,144
"AALF020710-RA","amino acid transporter [Source:Projected from Aedes aegypti (AAEL007197) VB Community Annotation]","A0A023ETB6,A0A023EUT6,A0A023EWJ0,A0A182H342","aae-bantam-5p",-14.93,663,688,144
"AALF014954-RA","Putative piopio [Source:UniProtKB/TrEMBL;Acc:A0A023ERW3]","A0A023EMB8,A0A023ENI3,A0A023ERW3,A0A023ETS9","aae-bantam-5p",-14.23,275,298,144
"AALF012680-RA","sin3a-associated protein sap130 [Source:Projected from Aedes aegypti (AAEL007252) VB Community Annotation]","A0A182GMV3","aae-bantam-5p",-14.15,510,533,144
"AALF004055-RA","Katanin p60 ATPase-containing subunit A1 [Source:UniProtKB/TrEMBL;Acc:A0A182G6J7]","A0A182G6J7","aae-bantam-5p",-19.21,9,34,143
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aae-bantam-5p",-17.36,7422,7443,143
"AALF008385-RA","single-stranded DNA-binding protein mssp-1 [Source:Projected from Aedes aegypti (AAEL007091) VB Community Annotation]","A0A023EUB8,A0A182GE72","aae-bantam-5p",-17.33,810,835,143
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aae-bantam-5p",-17.11,714,735,143
"AALF013738-RA","Putative gtp-binding protein [Source:UniProtKB/TrEMBL;Acc:A0A023EJY2]","A0A023EJY2","aae-bantam-5p",-16.51,234,258,143
"AALF027967-RA","Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL;Acc:A0A182HEK7]","A0A182HEK7","aae-bantam-5p",-15.36,296,320,143
"AALF007691-RA","sodium-dependent phosphate transporter [Source:Projected from Aedes aegypti (AAEL012522) VB Community Annotation]","A0A182GCT3","aae-bantam-5p",-14.78,1052,1075,143
"AALF023545-RA","metalloprotease [Source:Projected from Aedes aegypti (AAEL012278) VB Community Annotation]","A0A182H7Q2","aae-bantam-5p",-14.25,21,42,143
"AALF013503-RA","IMD pathway signalling  I-Kappa-B Kinase 2 (IKK2  IKK-gamma). [Source:Projected from Aedes aegypti (AAEL012510) VB Community Annotation]","A0A023ETA4,A0A182GPL9","aae-bantam-5p",-14.2,337,359,143
"AALF020230-RA","leucine aminopeptidase [Source:Projected from Aedes aegypti lvpagwg (AAEL000424) VB Community Annotation]","A0A182H264","aae-bantam-5p",-19.28,22,43,142
"AALF002033-RA","Putative vesicle transport protein sec20 [Source:UniProtKB/TrEMBL;Acc:A0A023EKQ3]","A0A023EKQ3","aae-bantam-5p",-18.19,101,123,142
"AALF016583-RA","rest corepressor (corest) protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001126) VB Community Annotation]","A0A023EVK7,A0A182GVN2","aae-bantam-5p",-17.15,778,803,142
"AALF010457-RA","kelch repeat protein [Source:Projected from Aedes aegypti (AAEL006525) VB Community Annotation]","A0A023ELZ8,A0A182GIF8","aae-bantam-5p",-16.77,343,364,142
"AALF016202-RA","Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182GUY8]","A0A182GUY8","aae-bantam-5p",-15.25,1716,1738,142
"AALF011160-RA","Putative histone h3 lys4 methyltransferase complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A023EBK1]","A0A023EBK1","aae-bantam-5p",-15.01,1820,1841,142
"AALF007358-RA","myotubularin [Source:Projected from Aedes aegypti lvpagwg (AAEL000564) VB Community Annotation]","A0A182GC74","aae-bantam-5p",-14.33,2,25,142
"AALF020475-RA","clathrin coat assembly protein [Source:Projected from Aedes aegypti (AAEL001405) VB Community Annotation]","A0A023EJ74,A0A182H2N2","aae-bantam-5p",-20.84,157,182,141
"AALF015766-RA","epsilon-trimethyllysine 2-oxoglutarate dioxygenase [Source:Projected from Aedes aegypti (AAEL001707) VB Community Annotation]","A0A182GU18","aae-bantam-5p",-18.63,688,713,141
"AALF026400-RA","calpain 4, 6, 7, invertebrate [Source:Projected from Aedes aegypti lvpagwg (AAEL003963) VB Community Annotation]","A0A182HC76","aae-bantam-5p",-18.14,967,989,141
"AALF004462-RA","ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]","A0A182G786","aae-bantam-5p",-17.78,4933,4958,141
"AALF017498-RA","sorting nexin [Source:Projected from Aedes aegypti (AAEL008020) VB Community Annotation]","A0A182GXA4","aae-bantam-5p",-17.06,46,68,141
"AALF016915-RA","eukaryotic peptide chain release factor subunit [Source:Projected from Aedes aegypti (AAEL011742) VB Community Annotation]","A0A023ES91,A0A182GW91","aae-bantam-5p",-15.92,472,494,141
"AALF003361-RA","nucleosome assembly protein [Source:Projected from Aedes aegypti (AAEL005567) VB Community Annotation]","A0A182G5F1","aae-bantam-5p",-15.28,538,560,141
"AALF009142-RA","ATP synthase-coupling factor 6, mitochondrial [Source:UniProtKB/TrEMBL;Acc:Q5MIP9]","Q5MIP9","aae-bantam-5p",-14.95,31,53,141
"AALF027265-RA","RNA 3' terminal phosphate cyclase [Source:Projected from Aedes aegypti (AAEL001080) VB Community Annotation]","A0A182HDK6","aae-bantam-5p",-14.88,453,475,141
"AALF023649-RA","sprouty [Source:Projected from Aedes aegypti (AAEL014510) VB Community Annotation]","A0A182H7W6","aae-bantam-5p",-14.5,6145,6167,141
"AALF008617-RA","Acyl-coenzyme A oxidase [Source:UniProtKB/TrEMBL;Acc:A0A182GEP3]","A0A023EVR9,A0A182GEP3","aae-bantam-5p",-14.08,4,27,141
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aae-bantam-5p",-14.08,21732,21755,141
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aae-bantam-5p",-23.9,17306,17329,140
"AALF014290-RA","Nibrin [Source:UniProtKB/TrEMBL;Acc:A0A182GR75]","A0A182GR75","aae-bantam-5p",-19.33,1103,1124,140
"AALF003755-RA","ribosomal RNA methyltransferase [Source:Projected from Aedes aegypti (AAEL001037) VB Community Annotation]","A0A023EVV2,A0A182G625","aae-bantam-5p",-18.21,1,21,140
"AALF018244-RA","adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:Projected from Aedes aegypti (AAEL011554) VB Community Annotation]","A0A023ESD4,A0A182GYM0","aae-bantam-5p",-17.56,139,162,140
"AALF008582-RA","PIWI [Source:Projected from Aedes aegypti (AAEL007698) VB Community Annotation]","A0A182GAF7","aae-bantam-5p",-17.21,177,201,140
"AALF002335-RA","Putative ef-hand domain family member d2 [Source:UniProtKB/TrEMBL;Acc:A0A023EHS3]","A0A023EHS3,A0A023EIR1","aae-bantam-5p",-16.02,678,701,140
"AALF020313-RA","multidrug resistance protein 2 (ATP-binding cassette protein c) [Source:Projected from Aedes aegypti (AAEL004743) VB Community Annotation]","A0A182H2B8","aae-bantam-5p",-15.18,3,26,140
"AALF008698-RA","DEAD box ATP-dependent RNA helicase [Source:Projected from Aedes aegypti (AAEL009913) VB Community Annotation]","A0A182GEU8","aae-bantam-5p",-14.75,218,244,140
"AALF026429-RA","Dolichol phosphate-mannose biosynthesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A182HC90]","A0A182HC90","aae-bantam-5p",-14.64,3008,3030,140
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aae-bantam-5p",-14.43,2143,2165,140
"AALF003622-RA","heparan sulphate n-deacetylase/n-sulfotransferase [Source:Projected from Aedes aegypti (AAEL012539) VB Community Annotation]","A0A182G5V2","aae-bantam-5p",-14.01,1555,1577,140
