"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF016583-RA","rest corepressor (corest) protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001126) VB Community Annotation]","A0A023EVK7,A0A182GVN2","aal-miR-1-3p",-16.62,133,154,149
"AALF003010-RA","Putative transcriptional repressor salm [Source:Projected from Aedes aegypti (AAEL018128) UniProtKB/TrEMBL;Acc:A0A0N8ERY4]","A0A023ET87,A0A182G4X4","aal-miR-1-3p",-15.84,1,24,149
"AALF005953-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006075) VB Community Annotation]","A0A182G9T6","aal-miR-1-3p",-17.67,887,908,148
"AALF010973-RA","Condensin complex subunit [Source:Projected from Aedes aegypti (AAEL005962) UniProtKB/TrEMBL;Acc:Q178C0]","A0A182GJE5","aal-miR-1-3p",-17.28,83,105,148
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aal-miR-1-3p",-16.86,15517,15538,148
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-1-3p",-16.72,32629,32650,148
"AALF009527-RA","calcium/calmodulin-dependent protein kinase type 1 (camki) [Source:Projected from Aedes aegypti (AAEL011441) VB Community Annotation]","A0A023EQ09,A0A023ERV0,A0A182GGI9,A0A1W7R6X6","aal-miR-1-3p",-15.46,168,190,148
"AALF023599-RA","spliceosomal protein sap [Source:Projected from Aedes aegypti (AAEL002709) VB Community Annotation]","A0A182H7T4","aal-miR-1-3p",-14.23,1657,1678,148
"AALF027309-RA","signal transduction protein lnk-realted [Source:Projected from Aedes aegypti (AAEL004125) VB Community Annotation]","A0A182HDN0","aal-miR-1-3p",-14.02,250,271,148
"AALF027101-RA","xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:Projected from Aedes aegypti (AAEL011204) VB Community Annotation]","A0A182HDB8","aal-miR-1-3p",-19.83,260,286,147
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-1-3p",-16.42,17529,17551,147
"AALF024495-RA","hepatocyte growth factor-regulated tyrosine kinase substrate (hgs) [Source:Projected from Aedes aegypti (AAEL005339) VB Community Annotation]","A0A182H964","aal-miR-1-3p",-16.29,321,340,147
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-1-3p",-15.38,2241,2263,147
"AALF017867-RA","carbonic anhydrase [Source:Projected from Aedes aegypti (AAEL004930) VB Community Annotation]","A0A023EM65,A0A023ENB2,A0A182GXZ3","aal-miR-1-3p",-14.09,539,561,147
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-1-3p",-23.06,3111,3135,146
"AALF001101-RA","Putative e3 ubiquitin ligase cullin 1 component [Source:UniProtKB/TrEMBL;Acc:A0A023EW24]","A0A023EW24","aal-miR-1-3p",-17.49,538,562,146
"AALF018522-RA","Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GZ72]","A0A182GZ72","aal-miR-1-3p",-16.03,69,91,146
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-1-3p",-14.44,2234,2254,146
"AALF022393-RA","Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL;Acc:A0A182H5Y0]","A0A023EDZ1,A0A182H5Y0","aal-miR-1-3p",-15.8,2,23,145
"AALF004947-RA","PHD finger protein [Source:Projected from Aedes aegypti (AAEL001554) VB Community Annotation]","A0A182G819","aal-miR-1-3p",-14.63,1702,1723,145
"AALF018351-RA","ABC transporter [Source:Projected from Aedes aegypti (AAEL008632) VB Community Annotation]","A0A182GYW0","aal-miR-1-3p",-17.11,992,1013,144
"AALF009032-RA","Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GFJ3]","A0A182GFJ3","aal-miR-1-3p",-14.21,174,195,144
"AALF023998-RA","Actin-related protein 2/3 complex subunit 5 [Source:UniProtKB/TrEMBL;Acc:A0A023EH24]","A0A023EH24","aal-miR-1-3p",-20.23,70,93,143
"AALF010411-RA","xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:Projected from Aedes aegypti lvpagwg (AAEL011204) VB Community Annotation]","A0A182GIC7","aal-miR-1-3p",-18.67,260,285,143
"AALF025660-RA","mannose-1-phosphate guanyltransferase [Source:Projected from Aedes aegypti (AAEL001331) VB Community Annotation]","A0A182HB27","aal-miR-1-3p",-18.63,319,339,143
"AALF025470-RA","arf6 guanine nucleotide exchange factor [Source:Projected from Aedes aegypti (AAEL004236) VB Community Annotation]","A0A182HAS2","aal-miR-1-3p",-17.92,1545,1569,143
"AALF025916-RA","PIWI [Source:Projected from Aedes aegypti (AAEL007823) VB Community Annotation]","A0A023EVW0,A0A182HBG4","aal-miR-1-3p",-16.86,364,387,143
"AALF025919-RA","PIWI [Source:Projected from Aedes aegypti lvpagwg (AAEL007823) VB Community Annotation]","A0A182HBG7","aal-miR-1-3p",-16.84,362,385,143
"AALF003322-RA","WD repeat-containing protein 48 homolog [Source:Projected from Aedes aegypti (AAEL012158) VB Community Annotation]","A0A182G5D1","aal-miR-1-3p",-15.92,420,446,143
"AALF027398-RA","sterol regulatory element binding protein cleavage-activating protein (srebp cleavage-activating protein) (scap) [Source:Projected from Aedes aegypti (AAEL000798) VB Community Annotation]","A0A182HDQ9","aal-miR-1-3p",-15.62,600,622,143
"AALF025053-RA","Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HA23]","A0A182HA23","aal-miR-1-3p",-15.28,834,855,143
"AALF013091-RA","cak1 [Source:Projected from Aedes aegypti (AAEL001038) VB Community Annotation]","A0A182GNR8","aal-miR-1-3p",-17.23,61,81,142
"AALF023543-RA","Eukaryotic translation initiation factor 3 subunit J [Source:UniProtKB/TrEMBL;Acc:A0A182H7Q0]","A0A182H7Q0","aal-miR-1-3p",-16.78,55,77,142
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aal-miR-1-3p",-16.52,3419,3439,142
"AALF004462-RA","ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]","A0A182G786","aal-miR-1-3p",-16.14,5042,5066,142
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-1-3p",-15.16,1436,1456,142
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-1-3p",-14.59,6443,6468,142
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-1-3p",-17.57,10135,10155,141
"AALF003235-RA","syntaxin [Source:Projected from Aedes aegypti (AAEL004168) VB Community Annotation]","A0A023EP12,A0A182G593","aal-miR-1-3p",-16.98,278,298,141
"AALF007403-RA","meiotic checkpoint regulator cut4 [Source:Projected from Aedes aegypti (AAEL004064) VB Community Annotation]","A0A182GCA5","aal-miR-1-3p",-15.21,611,632,141
"AALF007786-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GD08]","A0A023ESJ7,A0A182GD08","aal-miR-1-3p",-19.47,238,259,140
"AALF010939-RA","Mitochondrial import inner membrane translocase subunit TIM44 [Source:UniProtKB/TrEMBL;Acc:A0A023ES42]","A0A023ES42","aal-miR-1-3p",-17.01,282,304,140
"AALF007750-RA","peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:Projected from Aedes aegypti (AAEL006054) VB Community Annotation]","A0A182GCX7","aal-miR-1-3p",-17,1095,1116,140
"AALF021368-RA","pyrroline-5-carboxylate dehydrogenase [Source:Projected from Aedes aegypti lvpagwg (AAEL005422) VB Community Annotation]","A0A023EU27,A0A182H474","aal-miR-1-3p",-16.44,1133,1154,140
"AALF008894-RA","fatty acid synthase [Source:Projected from Aedes aegypti (AAEL001194) VB Community Annotation]","A0A182GF80","aal-miR-1-3p",-14.8,577,598,140
"AALF027460-RA","folate carrier protein [Source:Projected from Aedes aegypti (AAEL006879) VB Community Annotation]","A0A023EIT4,A0A023EN89,A0A182HDU3","aal-miR-1-3p",-14.64,1071,1092,140
"AALF015245-RA","predicted G-protein coupled receptor (GPCR) [Source:Projected from Aedes aegypti (AAEL002694) VB Community Annotation]","A0A023ESG6,A0A182GT18","aal-miR-1-3p",-14.51,521,542,140
