"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF008942-RA","Putative vacuolar assembly/sorting protein did2 [Source:UniProtKB/TrEMBL;Acc:A0A023EJE6]","A0A023EJE6","aal-miR-33-5p",-22.62,3622,3641,157
"AALF028513-RA","juvenile hormone resistance protein [Source:Projected from Aedes aegypti (AAEL001746) VB Community Annotation]","A0A182HFD7","aal-miR-33-5p",-15.06,153,173,157
"AALF016161-RA","ancient conserved domain protein 2 (cyclin m2) [Source:Projected from Aedes aegypti (AAEL014059) VB Community Annotation]","A0A023EVD1,A0A182GUV4","aal-miR-33-5p",-14.98,1190,1209,157
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-33-5p",-17.73,4810,4831,156
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-33-5p",-16.48,1402,1420,156
"AALF011552-RA","single stranded DNA binding protein [Source:Projected from Aedes aegypti (AAEL000888) VB Community Annotation]","A0A023ERP6,A0A182GKM7","aal-miR-33-5p",-14.91,364,384,156
"AALF007284-RA","alpha(1,3)fucosyltransferase [Source:Projected from Aedes aegypti (AAEL000244) VB Community Annotation]","A0A023EPZ7,A0A023ERG1,A0A182GC25","aal-miR-33-5p",-17.32,1302,1325,155
"AALF015276-RA","alanine aminotransferase [Source:Projected from Aedes aegypti (AAEL009872) VB Community Annotation]","A0A023ESN2,A0A182GT39","aal-miR-33-5p",-15.22,142,166,155
"AALF027265-RA","RNA 3' terminal phosphate cyclase [Source:Projected from Aedes aegypti (AAEL001080) VB Community Annotation]","A0A182HDK6","aal-miR-33-5p",-19.79,499,520,154
"AALF027967-RA","Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL;Acc:A0A182HEK7]","A0A182HEK7","aal-miR-33-5p",-19.44,304,327,154
"AALF011691-RA","Putative cyclin y [Source:UniProtKB/TrEMBL;Acc:A0A023ERC2]","A0A023ERC2","aal-miR-33-5p",-17.79,1410,1430,154
"AALF002897-RA","Glutathione synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182G4R2]","A0A182G4R2","aal-miR-33-5p",-15.53,226,246,154
"AALF013590-RA","Glutathione synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182GPT4]","A0A182GPT4","aal-miR-33-5p",-15.53,227,247,154
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-33-5p",-14.92,1153,1172,154
"AALF016238-RA","valyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL004327) VB Community Annotation]","A0A182GV15","aal-miR-33-5p",-19.19,72,93,153
"AALF006713-RA","dfg10 protein [Source:Projected from Aedes aegypti (AAEL012055) VB Community Annotation]","A0A023EQI9,A0A182GB21","aal-miR-33-5p",-18.06,78,98,153
"AALF008894-RA","fatty acid synthase [Source:Projected from Aedes aegypti (AAEL001194) VB Community Annotation]","A0A182GF80","aal-miR-33-5p",-16.77,1085,1107,153
"AALF013974-RA","cyclin C","A0A023ETJ5,A0A182GQI8","aal-miR-33-5p",-15.41,502,522,152
"AALF001217-RA","Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A182G277]","A0A182G277","aal-miR-33-5p",-14.67,818,838,152
"AALF005441-RA","Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A182G8Z3]","A0A182G8Z3","aal-miR-33-5p",-14.67,826,846,152
"AALF005731-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL002390) VB Community Annotation]","A0A182G9G0","aal-miR-33-5p",-14.64,1486,1506,152
"AALF021140-RA","Putative cytochrome b5 [Source:UniProtKB/TrEMBL;Acc:A0A023EFA5]","A0A023EFA5","aal-miR-33-5p",-14.33,12,34,152
"AALF025398-RA","Putative transcription factor cbf beta subunit [Source:UniProtKB/TrEMBL;Acc:A0A023EKE1]","A0A023EKE1","aal-miR-33-5p",-19.57,109,129,151
"AALF013217-RA","Putative nucleoplasmin [Source:UniProtKB/TrEMBL;Acc:A0A023EI43]","A0A023EI43","aal-miR-33-5p",-17.5,28,47,151
"AALF027309-RA","signal transduction protein lnk-realted [Source:Projected from Aedes aegypti (AAEL004125) VB Community Annotation]","A0A182HDN0","aal-miR-33-5p",-19.19,519,539,150
"AALF024617-RA","Putative nedd8-conjugating enzyme ubc12 [Source:UniProtKB/TrEMBL;Acc:A0A023EIJ3]","A0A023EIJ3,A0A1W7R7U1","aal-miR-33-5p",-14.39,366,386,150
"AALF003911-RA","Clip-Domain Serine Protease  family A. [Source:Projected from Aedes aegypti (AAEL007006) VB Community Annotation]","A0A182G6B8","aal-miR-33-5p",-17.97,49,68,149
"AALF025470-RA","arf6 guanine nucleotide exchange factor [Source:Projected from Aedes aegypti (AAEL004236) VB Community Annotation]","A0A182HAS2","aal-miR-33-5p",-14.44,327,347,149
"AALF017381-RA","oligosaccharyl transferase [Source:Projected from Aedes aegypti (AAEL002804) VB Community Annotation]","A0A182GX30","aal-miR-33-5p",-19.04,212,232,148
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-33-5p",-16.66,3367,3386,148
"AALF012687-RA","Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GMW0]","A0A182GMW0","aal-miR-33-5p",-15.94,878,897,148
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-33-5p",-15.61,12022,12042,148
"AALF028408-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL004444) VB Community Annotation]","A0A023EV71,A0A182HF79","aal-miR-33-5p",-14.13,544,563,148
"AALF021891-RA","forkhead protein/ forkhead protein domain [Source:Projected from Aedes aegypti (AAEL003163) VB Community Annotation]","A0A182H540","aal-miR-33-5p",-17.22,2031,2051,147
"AALF007768-RA","26S proteasome non-ATPase regulatory subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A182GCZ1]","A0A182GCZ1","aal-miR-33-5p",-17.19,88,108,147
"AALF009680-RA","26S proteasome regulatory subunit rpn2 [Source:Projected from Aedes aegypti (AAEL002906) VB Community Annotation]","A0A182GGV4","aal-miR-33-5p",-17.19,86,106,147
"AALF017255-RA","triacylglycerol lipase, pancreatic [Source:Projected from Aedes aegypti (AAEL015093) VB Community Annotation]","A0A182GWT8","aal-miR-33-5p",-15.5,33,55,147
"AALF005473-RA","Kynurenine formamidase [Source:UniProtKB/TrEMBL;Acc:A0A182G908]","A0A182G908","aal-miR-33-5p",-24.55,943,965,146
"AALF018244-RA","adhesion regulating molecule 1 (110 kda cell membrane glycoprotein) [Source:Projected from Aedes aegypti (AAEL011554) VB Community Annotation]","A0A023ESD4,A0A182GYM0","aal-miR-33-5p",-16.8,513,533,146
"AALF026429-RA","Dolichol phosphate-mannose biosynthesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A182HC90]","A0A182HC90","aal-miR-33-5p",-16.7,3852,3875,146
"AALF005741-RA","Protein kinase C [Source:UniProtKB/TrEMBL;Acc:A0A182G9G7]","A0A182G9G7","aal-miR-33-5p",-14.31,1201,1222,146
"AALF020921-RA","NAD-dependent protein deacylase [Source:UniProtKB/TrEMBL;Acc:A0A182H3G2]","A0A182H3G2","aal-miR-33-5p",-19.49,132,151,145
"AALF024828-RA","glutaminyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL011395) VB Community Annotation]","A0A023EV58,A0A182H9P7","aal-miR-33-5p",-18.37,1863,1882,145
"AALF022352-RA","phosphatidyltransferase [Source:Projected from Aedes aegypti (AAEL001472) VB Community Annotation]","A0A182H5V2","aal-miR-33-5p",-17.7,964,986,145
"AALF027365-RA","DNA-binding protein smubp-2 [Source:Projected from Aedes aegypti (AAEL005272) VB Community Annotation]","A0A182HDP4","aal-miR-33-5p",-17.26,3,22,145
"AALF025855-RA","pak-interacting exchange factor, beta-pix/cool-1 [Source:Projected from Aedes aegypti (AAEL000719) VB Community Annotation]","A0A182HBC6","aal-miR-33-5p",-16.99,148,167,145
"AALF013028-RA","Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A182GNN5]","A0A023EUU4,A0A182GNN5","aal-miR-33-5p",-16.04,717,736,145
"AALF015635-RA","Conserved oligomeric Golgi complex subunit 8 [Source:UniProtKB/TrEMBL;Acc:A0A182GTS9]","A0A023EX81,A0A182GTS9","aal-miR-33-5p",-15.95,82,102,145
"AALF020695-RA","Mediator of RNA polymerase II transcription subunit 7 [Source:UniProtKB/TrEMBL;Acc:A0A182H331]","A0A182H331","aal-miR-33-5p",-15.2,21,40,145
"AALF016099-RA","Spastin [Source:UniProtKB/TrEMBL;Acc:A0A182GUQ1]","A0A182GUQ1","aal-miR-33-5p",-14.97,2102,2122,145
"AALF016956-RA","Sodium/hydrogen exchanger [Source:UniProtKB/TrEMBL;Acc:A0A182GWA7]","A0A023EUT3,A0A182GWA7","aal-miR-33-5p",-14.37,540,562,145
"AALF025495-RA","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase [Source:Projected from Aedes aegypti (AAEL005446) VB Community Annotation]","A0A023ESX7,A0A182HAU4","aal-miR-33-5p",-22.07,44,62,144
"AALF013405-RA","alpha-l-iduronidase [Source:Projected from Aedes aegypti (AAEL004402) VB Community Annotation]","A0A182GPE1","aal-miR-33-5p",-17.51,958,976,144
"AALF004698-RA","Dual specificity tyrosine-phosphorylation-regulated kinase [Source:Projected from Aedes aegypti (AAEL001504) VB Community Annotation]","A0A023EP62,A0A182G7L4","aal-miR-33-5p",-16.65,1435,1455,144
"AALF010617-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL009921) VB Community Annotation]","A0A182GIR7","aal-miR-33-5p",-16,1078,1098,144
"AALF019010-RA","Fascin [Source:UniProtKB/TrEMBL;Acc:A0A182H019]","A0A023ETG2,A0A182H019","aal-miR-33-5p",-14.48,254,273,144
"AALF018948-RA","cytochrome P450 [Source:Projected from Aedes aegypti (AAEL009127) VB Community Annotation]","A0A182GZX3","aal-miR-33-5p",-14.41,164,182,144
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-33-5p",-22.18,4032,4051,143
"AALF002095-RA","mitosis inhibitor protein kinase [Source:Projected from Aedes aegypti (AAEL006140) VB Community Annotation]","A0A182G3F4","aal-miR-33-5p",-17.37,510,530,143
"AALF024922-RA","mitosis inhibitor protein kinase [Source:Projected from Aedes aegypti lvpagwg (AAEL006140) VB Community Annotation]","A0A182H9V0","aal-miR-33-5p",-17.37,540,560,143
"AALF027855-RA","udp-glucuronosyltransferase [Source:Projected from Aedes aegypti (AAEL008749) VB Community Annotation]","A0A182HEG5","aal-miR-33-5p",-16.62,364,384,143
"AALF022918-RA","DNA topoisomerase type I [Source:Projected from Aedes aegypti (AAEL002551) VB Community Annotation]","A0A182H6T8","aal-miR-33-5p",-16.05,1298,1318,143
"AALF020065-RA","caspase (long) [Source:Projected from Aedes aegypti (AAEL014148) VB Community Annotation]","A0A182H1W5","aal-miR-33-5p",-14.28,29,49,143
"AALF005506-RA","myosin heavy chain, nonmuscle or smooth muscle [Source:Projected from Aedes aegypti (AAEL001411) VB Community Annotation]","A0A023EWV0,A0A182G930","aal-miR-33-5p",-14.04,1031,1051,143
"AALF028181-RA","ubiquitin-conjugating enzyme E2-230k [Source:Projected from Aedes aegypti (AAEL006073) VB Community Annotation]","A0A182HEW6","aal-miR-33-5p",-14.01,801,820,143
"AALF006898-RA","leucine rich repeat protein [Source:Projected from Aedes aegypti (AAEL003554) VB Community Annotation]","A0A023EPT7,A0A182GBE1,A0A1W7R6P9","aal-miR-33-5p",-18.65,1042,1062,142
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-33-5p",-18.25,369,388,142
"AALF013794-RA","Cyclin C [Source:UniProtKB/TrEMBL;Acc:A0A182GQ68]","A0A182GQ68","aal-miR-33-5p",-17.78,304,326,142
"AALF004255-RA","acyl-coa dehydrogenase [Source:Projected from Aedes aegypti (AAEL007555) VB Community Annotation]","A0A182G6W1","aal-miR-33-5p",-17.19,1,22,142
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-33-5p",-15.1,14099,14120,142
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aal-miR-33-5p",-18.15,7224,7243,141
"AALF013775-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023ELR5]","A0A023ELR5","aal-miR-33-5p",-18.03,316,334,141
"AALF001357-RA","Inhibitor of Apoptosis (IAP)  containing Baculoviral IAP Repeat(s) (BIR domains). [Source:Projected from Aedes aegypti (AAEL009074) VB Community Annotation]","A0A023ERJ3,A0A023ESF9,A0A182G2E1,Q8T621","aal-miR-33-5p",-16.38,65,85,141
"AALF003361-RA","nucleosome assembly protein [Source:Projected from Aedes aegypti (AAEL005567) VB Community Annotation]","A0A182G5F1","aal-miR-33-5p",-15.76,582,601,141
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aal-miR-33-5p",-15.34,6840,6861,141
"AALF001094-RA","Putative microtubule-binding protein mip-t3 [Source:UniProtKB/TrEMBL;Acc:A0A023EG63]","A0A023EG63","aal-miR-33-5p",-14.63,193,213,141
"AALF006549-RA","DNA replication licensing factor MCM7 [Source:UniProtKB/TrEMBL;Acc:A0A182GAT2]","A0A182GAT2","aal-miR-33-5p",-14.04,146,169,141
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aal-miR-33-5p",-16.99,3104,3124,140
"AALF001475-RA","Non-lysosomal glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:A0A182G2J8]","A0A182G2J8","aal-miR-33-5p",-16.13,1150,1170,140
"AALF017867-RA","carbonic anhydrase [Source:Projected from Aedes aegypti (AAEL004930) VB Community Annotation]","A0A023EM65,A0A023ENB2,A0A182GXZ3","aal-miR-33-5p",-16.06,1521,1542,140
