"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF027014-RA","GPCR Orphan/Putative Class A Family [Source:Projected from Aedes aegypti lvpagwg (AAEL007644) VB Community Annotation]","A0A182HD65","aal-miR-988-5p",-15.08,1,23,152
"AALF011302-RA","l-asparaginase [Source:Projected from Aedes aegypti (AAEL010938) VB Community Annotation]","A0A182GK33","aal-miR-988-5p",-14.2,386,404,152
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-988-5p",-20.59,2018,2040,151
"AALF003361-RA","nucleosome assembly protein [Source:Projected from Aedes aegypti (AAEL005567) VB Community Annotation]","A0A182G5F1","aal-miR-988-5p",-19.12,715,737,151
"AALF007533-RA","Putative phosphoribosylpyrophosphate synthetase-associated protein [Source:UniProtKB/TrEMBL;Acc:A0A023EQH6]","A0A023EQH6","aal-miR-988-5p",-17.82,443,466,151
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-988-5p",-17.66,19596,19617,151
"AALF008931-RA","UDP-glucose 6-dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A182GFB1]","A0A023ESW2,A0A182GFB1","aal-miR-988-5p",-16.93,426,448,151
"AALF022536-RA","Gamma-tubulin complex component [Source:UniProtKB/TrEMBL;Acc:A0A182H666]","A0A182H666","aal-miR-988-5p",-16.05,65,87,151
"AALF012059-RA","nsfl1 cofactor P47 [Source:Projected from Aedes aegypti (AAEL001251) VB Community Annotation]","A0A182GLM9","aal-miR-988-5p",-15.91,118,139,151
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-988-5p",-15.25,525,546,151
"AALF028513-RA","juvenile hormone resistance protein [Source:Projected from Aedes aegypti (AAEL001746) VB Community Annotation]","A0A182HFD7","aal-miR-988-5p",-17.49,1716,1736,150
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-988-5p",-17.18,12445,12465,150
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-988-5p",-17.11,8666,8686,150
"AALF002645-RA","importin beta-3 [Source:Projected from Aedes aegypti (AAEL010159) VB Community Annotation]","A0A023EVV6,A0A182G4D0","aal-miR-988-5p",-16.15,525,545,150
"AALF009822-RA","nuclear pore complex protein nup98 [Source:Projected from Aedes aegypti lvpagwg (AAEL007586) VB Community Annotation]","A0A182GH62","aal-miR-988-5p",-14.8,178,200,150
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-988-5p",-14.53,4408,4430,150
"AALF005253-RA","Putative rna polymer [Source:UniProtKB/TrEMBL;Acc:A0A023EUH3]","A0A023EUH3","aal-miR-988-5p",-14.44,1160,1183,150
"AALF024650-RA","spectrin [Source:Projected from Aedes aegypti (AAEL015065) VB Community Annotation]","A0A023EN44,A0A023EPD5,A0A023EWT2,A0A182H9F8","aal-miR-988-5p",-14.15,221,241,150
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-988-5p",-19.63,21047,21068,149
"AALF004947-RA","PHD finger protein [Source:Projected from Aedes aegypti (AAEL001554) VB Community Annotation]","A0A182G819","aal-miR-988-5p",-14.8,1983,2003,149
"AALF022587-RA","synaptic vesicle protein [Source:Projected from Aedes aegypti (AAEL013884) VB Community Annotation]","A0A182H692","aal-miR-988-5p",-20.37,767,786,148
"AALF012911-RA","ornithine aminotransferase [Source:Projected from Aedes aegypti (AAEL005289) VB Community Annotation]","A0A023ESS8,A0A182GND5","aal-miR-988-5p",-18.84,27,50,148
"AALF011047-RA","DNA topoisomerase [Source:UniProtKB/TrEMBL;Acc:A0A182GJK0]","A0A182GJK0","aal-miR-988-5p",-18.01,118,140,148
"AALF008046-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182GDI3]","A0A023EV24,A0A182GDI3","aal-miR-988-5p",-22.94,24,42,147
"AALF022407-RA","Branched-chain-amino-acid aminotransferase [Source:UniProtKB/TrEMBL;Acc:A0A182H5Y8]","A0A182H5Y8","aal-miR-988-5p",-20.65,1063,1082,147
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aal-miR-988-5p",-20.08,3679,3704,147
"AALF014779-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL013028) VB Community Annotation]","A0A023EUS3,A0A023EW10,A0A182GS49","aal-miR-988-5p",-19.04,891,912,147
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aal-miR-988-5p",-18.64,6653,6672,147
"AALF014760-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GS33]","A0A182GS33,A0A1W7R8J6","aal-miR-988-5p",-18.38,7394,7416,147
"AALF012257-RA","Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182GM17]","A0A023EIK3,A0A023EJR0,A0A182GM17,G8GIC7","aal-miR-988-5p",-16.33,289,311,147
"AALF016583-RA","rest corepressor (corest) protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001126) VB Community Annotation]","A0A023EVK7,A0A182GVN2","aal-miR-988-5p",-14.74,707,730,147
"AALF020920-RA","Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A023EQE1]","A0A023EQE1","aal-miR-988-5p",-14.06,942,964,147
"AALF024740-RA","cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008827) VB Community Annotation]","A0A182H9K9","aal-miR-988-5p",-22.24,1113,1134,146
"AALF014088-RA","V-type proton ATPase subunit [Source:UniProtKB/TrEMBL;Acc:A0A023ERH1]","A0A023ERH1","aal-miR-988-5p",-19.96,17,39,146
"AALF004530-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G7B7]","A0A182G7B7","aal-miR-988-5p",-19.31,608,628,146
"AALF015146-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GSW1]","A0A182GSW1","aal-miR-988-5p",-19.31,608,628,146
"AALF016189-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL015199) VB Community Annotation]","A0A182GUX5","aal-miR-988-5p",-17.35,17,38,146
"AALF010411-RA","xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:Projected from Aedes aegypti lvpagwg (AAEL011204) VB Community Annotation]","A0A182GIC7","aal-miR-988-5p",-14.96,204,226,146
"AALF027101-RA","xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:Projected from Aedes aegypti (AAEL011204) VB Community Annotation]","A0A182HDB8","aal-miR-988-5p",-14.96,204,226,146
"AALF010973-RA","Condensin complex subunit [Source:Projected from Aedes aegypti (AAEL005962) UniProtKB/TrEMBL;Acc:Q178C0]","A0A182GJE5","aal-miR-988-5p",-14.7,1,10,146
"AALF004592-RA","lateral signalling target protein [Source:Projected from Aedes aegypti (AAEL005241) VB Community Annotation]","A0A182G7E9","aal-miR-988-5p",-14.57,1277,1299,146
"AALF013973-RA","preprotein translocase secy subunit (sec61) [Source:Projected from Aedes aegypti (AAEL004523) VB Community Annotation]","A0A023EV56,A0A182GQI7","aal-miR-988-5p",-14.17,25,49,146
"AALF007727-RA","adaptin, alpha/gamma/epsilon [Source:Projected from Aedes aegypti (AAEL004469) VB Community Annotation]","A0A182GJ46","aal-miR-988-5p",-18.51,968,988,145
"AALF001101-RA","Putative e3 ubiquitin ligase cullin 1 component [Source:UniProtKB/TrEMBL;Acc:A0A023EW24]","A0A023EW24","aal-miR-988-5p",-18.25,473,493,145
"AALF000915-RA","mitochondrial peptide chain release factor [Source:Projected from Aedes aegypti (AAEL012811) VB Community Annotation]","A0A023ET49,A0A182G1Q2","aal-miR-988-5p",-16.74,421,442,145
"AALF015139-RA","ankyrin repeat-rich membrane-spanning protein [Source:Projected from Aedes aegypti (AAEL008389) VB Community Annotation]","A0A182GSV6","aal-miR-988-5p",-15.67,985,1006,145
"AALF003322-RA","WD repeat-containing protein 48 homolog [Source:Projected from Aedes aegypti (AAEL012158) VB Community Annotation]","A0A182G5D1","aal-miR-988-5p",-14.43,539,559,145
"AALF012416-RA","Coatomer subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A182GMC1]","A0A023EWA4,A0A182GMC1","aal-miR-988-5p",-14.3,55,74,145
"AALF018436-RA","Enolase-phosphatase E1 (EC 3.1.3.77)(2,3-diketo-5-methylthio-1-phosphopentane phosphatase) [Source:Projected from Aedes aegypti (AAEL000109) VB Community Annotation]","A0A023ER21,A0A023ETU6,A0A182GZ21","aal-miR-988-5p",-23.05,619,640,144
"AALF016770-RA","Putative repressor splicing factor 1 [Source:UniProtKB/TrEMBL;Acc:A0A023EIJ0]","A0A023EIJ0","aal-miR-988-5p",-18.08,696,717,144
"AALF022599-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL007443) VB Community Annotation]","A0A182H697","aal-miR-988-5p",-18.01,49,70,144
"AALF027855-RA","udp-glucuronosyltransferase [Source:Projected from Aedes aegypti (AAEL008749) VB Community Annotation]","A0A182HEG5","aal-miR-988-5p",-17.73,370,391,144
"AALF011691-RA","Putative cyclin y [Source:UniProtKB/TrEMBL;Acc:A0A023ERC2]","A0A023ERC2","aal-miR-988-5p",-17.4,906,927,144
"AALF008414-RA","Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GE93]","A0A182GE93","aal-miR-988-5p",-15.75,495,515,144
"AALF002160-RA","PRA1 family protein [Source:UniProtKB/TrEMBL;Acc:A0A182G3J5]","A0A023EIC2,A0A182G3J5","aal-miR-988-5p",-15.2,201,222,144
"AALF005153-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G8G8]","A0A182G8G8","aal-miR-988-5p",-14.4,1076,1097,144
"AALF016786-RA","Putative transcription factor [Source:UniProtKB/TrEMBL;Acc:A0A023EE74]","A0A023EE74","aal-miR-988-5p",-14.03,39,60,144
"AALF014954-RA","Putative piopio [Source:UniProtKB/TrEMBL;Acc:A0A023ERW3]","A0A023EMB8,A0A023ENI3,A0A023ERW3,A0A023ETS9","aal-miR-988-5p",-17.75,169,192,143
"AALF003828-RA","Putative nucleosome remodeling factor subunit [Source:UniProtKB/TrEMBL;Acc:A0A023ES40]","A0A023ES40","aal-miR-988-5p",-17.37,258,279,143
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-988-5p",-17.3,4719,4740,143
"AALF005741-RA","Protein kinase C [Source:UniProtKB/TrEMBL;Acc:A0A182G9G7]","A0A182G9G7","aal-miR-988-5p",-16.38,102,126,143
"AALF021332-RA","Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL;Acc:A0A182H447]","A0A182H447","aal-miR-988-5p",-16.02,93,115,143
"AALF002219-RA","Putative splicing factor [Source:UniProtKB/TrEMBL;Acc:A0A023EIZ6]","A0A023EIZ6","aal-miR-988-5p",-15.82,2084,2106,143
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-988-5p",-14.16,6065,6086,143
"AALF002028-RA","ran-binding protein [Source:Projected from Aedes aegypti (AAEL009884) VB Community Annotation]","A0A182G3B9","aal-miR-988-5p",-20.32,224,244,142
"AALF001501-RA","phosphoglucomutase [Source:Projected from Aedes aegypti (AAEL010037) VB Community Annotation]","A0A023EWH2,A0A182G2L5","aal-miR-988-5p",-19.56,65,90,142
"AALF019743-RA","myosin vii [Source:Projected from Aedes aegypti (AAEL008610) VB Community Annotation]","A0A182H1B4","aal-miR-988-5p",-18.92,30,54,142
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aal-miR-988-5p",-16.85,3420,3446,142
"AALF028167-RA","Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182HEV7]","A0A182HEV7","aal-miR-988-5p",-16.64,279,303,142
"AALF014149-RA","heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti (AAEL010467) VB Community Annotation]","A0A182GFC6","aal-miR-988-5p",-16.57,536,557,142
"AALF002759-RA","Acetyl-coenzyme A synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182G4J4]","A0A182G4J4","aal-miR-988-5p",-16.43,298,318,142
"AALF007997-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL014207) VB Community Annotation]","A0A182GDE4","aal-miR-988-5p",-14.97,356,376,142
"AALF008418-RA","b-cell lymphoma/leukemia [Source:Projected from Aedes aegypti (AAEL002456) VB Community Annotation]","A0A182GE97","aal-miR-988-5p",-14.53,492,513,142
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aal-miR-988-5p",-20.58,5361,5382,141
"AALF003194-RA","electron transfer flavoprotein beta-subunit [Source:Projected from Aedes aegypti (AAEL005056) VB Community Annotation]","A0A182G5Z7","aal-miR-988-5p",-20.16,44,63,141
"AALF008919-RA","als2cr7 [Source:Projected from Aedes aegypti (AAEL012915) VB Community Annotation]","A0A023ESY4,A0A182GFA1","aal-miR-988-5p",-19.5,695,721,141
"AALF015570-RA","Gamma-tubulin complex component [Source:UniProtKB/TrEMBL;Acc:A0A182GTM9]","A0A182GTM9","aal-miR-988-5p",-19.14,79,100,141
"AALF007667-RA","Elongation factor 1-alpha [Source:UniProtKB/TrEMBL;Acc:A0A182GCR7]","A0A023ESN1,A0A182GCR7","aal-miR-988-5p",-16.23,154,177,141
"AALF008767-RA","groucho protein [Source:Projected from Aedes aegypti (AAEL010433) VB Community Annotation]","A0A182GEZ6","aal-miR-988-5p",-15.8,1181,1202,141
"AALF015917-RA","monocarboxylate transporter [Source:Projected from Aedes aegypti (AAEL008347) VB Community Annotation]","A0A023EU72,A0A182GUD2","aal-miR-988-5p",-15.19,126,148,141
"AALF023286-RA","protein-glutamine gamma-glutamyltransferase [Source:Projected from Aedes aegypti (AAEL006978) VB Community Annotation]","A0A182H7B1","aal-miR-988-5p",-19.17,341,362,140
"AALF007284-RA","alpha(1,3)fucosyltransferase [Source:Projected from Aedes aegypti (AAEL000244) VB Community Annotation]","A0A023EPZ7,A0A023ERG1,A0A182GC25","aal-miR-988-5p",-18.88,866,887,140
"AALF011282-RA","argininosuccinate lyase [Source:Projected from Aedes aegypti (AAEL003345) VB Community Annotation]","A0A182GK18","aal-miR-988-5p",-17.34,354,375,140
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aal-miR-988-5p",-17.12,4562,4583,140
"AALF020666-RA","ubiquitin [Source:Projected from Aedes aegypti lvpagwg (AAEL000795) VB Community Annotation]","A0A023EGX8,A0A023EJQ0,A0A182H316","aal-miR-988-5p",-16.15,147,168,140
"AALF005731-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL002390) VB Community Annotation]","A0A182G9G0","aal-miR-988-5p",-16.09,1238,1262,140
"AALF009895-RA","dual specificity protein phosphatase [Source:Projected from Aedes aegypti (AAEL010411) VB Community Annotation]","A0A023EQS3,A0A182GHB6","aal-miR-988-5p",-15.97,1111,1131,140
"AALF006584-RA","smap1 [Source:Projected from Aedes aegypti (AAEL003509) VB Community Annotation]","A0A023ETH6,A0A182GAW2","aal-miR-988-5p",-15.41,421,442,140
