"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF012447-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023ET92]","A0A023EN92,A0A023EQ35,A0A023ET92","aal-miR-1889-3p",-17.3,265,283,148
"AALF001261-RA","glutathione transferase [Source:Projected from Aedes aegypti (AAEL004229) VB Community Annotation]","A0A023EKA0","aal-miR-1889-3p",-22.79,66,88,147
"AALF000247-RA","Putative chaperonin [Source:UniProtKB/TrEMBL;Acc:A0A023ETP2]","A0A023ETP2","aal-miR-1889-3p",-15.8,268,285,147
"AALF016307-RA","Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GV56]","A0A182GV56","aal-miR-1889-3p",-15.71,850,871,147
"AALF003859-RA","Clustered mitochondria protein homolog [Source:UniProtKB/TrEMBL;Acc:A0A182G693]","A0A182G693","aal-miR-1889-3p",-15.06,721,743,147
"AALF020159-RA","importin beta-1 [Source:Projected from Aedes aegypti (AAEL013275) VB Community Annotation]","A0A182H213","aal-miR-1889-3p",-14.41,772,792,146
"AALF010007-RA","Putative neuroproteinsis [Source:UniProtKB/TrEMBL;Acc:A0A023EKU0]","A0A023EKU0","aal-miR-1889-3p",-20.48,24,45,145
"AALF012443-RA","Putative mitochondrial respiratory chain complex i [Source:UniProtKB/TrEMBL;Acc:A0A023EER4]","A0A023EER4","aal-miR-1889-3p",-17.31,36,57,145
"AALF022020-RA","chaperonin-60kD, ch60 [Source:Projected from Aedes aegypti (AAEL011584) VB Community Annotation]","A0A023EV59,A0A182H5B2","aal-miR-1889-3p",-16.43,672,694,145
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-1889-3p",-15.12,7855,7875,145
"AALF015305-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL011903) VB Community Annotation]","A0A182GT58","aal-miR-1889-3p",-21.16,8,29,144
"AALF012962-RA","odd Oz protein [Source:Projected from Aedes aegypti (AAEL000405) VB Community Annotation]","A0A182GNI2","aal-miR-1889-3p",-18.45,3143,3164,144
"AALF014949-RA","Putative na+/dicarboxylate na+/tricarboxylate and phosphate transporter [Source:UniProtKB/TrEMBL;Acc:A0A023EVA1]","A0A023EVA1","aal-miR-1889-3p",-17.19,284,305,144
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-1889-3p",-16.72,23106,23127,144
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-1889-3p",-14.59,30322,30343,144
"AALF013439-RA","cationic amino acid transporter [Source:Projected from Aedes aegypti (AAEL003387) VB Community Annotation]","A0A023ESK2,A0A182GPG7","aal-miR-1889-3p",-14.56,543,564,144
"AALF017498-RA","sorting nexin [Source:Projected from Aedes aegypti (AAEL008020) VB Community Annotation]","A0A182GXA4","aal-miR-1889-3p",-14.16,373,394,144
"AALF013973-RA","preprotein translocase secy subunit (sec61) [Source:Projected from Aedes aegypti (AAEL004523) VB Community Annotation]","A0A023EV56,A0A182GQI7","aal-miR-1889-3p",-21.78,40,62,143
"AALF021758-RA","splicing factor yt521-b [Source:Projected from Aedes aegypti (AAEL002272) VB Community Annotation]","A0A023ETE8,A0A182H4W0","aal-miR-1889-3p",-17.49,2988,3011,143
"AALF026959-RA","Putative heat shock protein [Source:UniProtKB/TrEMBL;Acc:A0A023EMA3]","A0A023EMA3","aal-miR-1889-3p",-17.4,294,316,143
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aal-miR-1889-3p",-16.52,15025,15046,143
"AALF028636-RA","aquaporin [Source:Projected from Aedes aegypti lvpagwg (AAEL005001) VB Community Annotation]","A0A182HFJ4","aal-miR-1889-3p",-14.39,55,77,143
"AALF002478-RA","ubiquitination factor E4 [Source:Projected from Aedes aegypti (AAEL006910) VB Community Annotation]","A0A182G419","aal-miR-1889-3p",-17.5,618,639,142
"AALF016583-RA","rest corepressor (corest) protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001126) VB Community Annotation]","A0A023EVK7,A0A182GVN2","aal-miR-1889-3p",-15,557,580,142
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-1889-3p",-19.11,15120,15141,141
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aal-miR-1889-3p",-18.24,5715,5736,141
"AALF004782-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti lvpagwg (AAEL013390) VB Community Annotation]","A0A023ETT5,A0A182G7S2","aal-miR-1889-3p",-17.81,789,810,141
"AALF026015-RA","alcohol dehydrogenase [Source:Projected from Aedes aegypti (AAEL011126) VB Community Annotation]","A0A023EPI7,A0A182HBM2","aal-miR-1889-3p",-17.35,211,232,141
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-1889-3p",-17.2,1375,1396,141
"AALF012263-RA","Importin subunit alpha [Source:UniProtKB/TrEMBL;Acc:A0A023EW85]","A0A023EW85","aal-miR-1889-3p",-15.44,450,472,141
"AALF007203-RA","Proline dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A182GBX7]","A0A182GBX7","aal-miR-1889-3p",-15.17,610,633,141
"AALF010457-RA","kelch repeat protein [Source:Projected from Aedes aegypti (AAEL006525) VB Community Annotation]","A0A023ELZ8,A0A182GIF8","aal-miR-1889-3p",-14.39,124,144,141
"AALF022468-RA","Mediator of RNA polymerase II transcription subunit [Source:Projected from Aedes aegypti (AAEL006934) VB Community Annotation]","A0A023EKB1,A0A182H615,A0A1W7R5I8","aal-miR-1889-3p",-14.15,532,553,141
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-1889-3p",-21.12,13789,13810,140
"AALF005731-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL002390) VB Community Annotation]","A0A182G9G0","aal-miR-1889-3p",-21.1,745,766,140
"AALF021961-RA","Serine Protease Inhibitor (serpin)  likely cleavage at S/L. [Source:Projected from Aedes aegypti lvpagwg (AAEL014138) VB Community Annotation]","A0A182H581","aal-miR-1889-3p",-18.29,69,90,140
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-1889-3p",-18.12,728,749,140
"AALF025053-RA","Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HA23]","A0A182HA23","aal-miR-1889-3p",-17.82,778,799,140
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-1889-3p",-15.77,6924,6945,140
"AALF003852-RA","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A023EPT6]","A0A023EPT6","aal-miR-1889-3p",-14.92,245,266,140
"AALF006720-RA","Putative nadh:ubiquinone oxidoreductase ndufa9/39kda subunit [Source:UniProtKB/TrEMBL;Acc:A0A023ERK2]","A0A023ERK2","aal-miR-1889-3p",-14.54,375,396,140
"AALF020977-RA","leucine-rich transmembrane protein [Source:Projected from Aedes aegypti (AAEL002307) VB Community Annotation]","A0A023EQP1,A0A023EUJ3,A0A182H3K1","aal-miR-1889-3p",-14.33,880,901,140
"AALF016099-RA","Spastin [Source:UniProtKB/TrEMBL;Acc:A0A182GUQ1]","A0A182GUQ1","aal-miR-1889-3p",-14.29,790,809,140
