"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF007641-RA","sugar transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL001257) VB Community Annotation]","A0A182GCQ0","aal-miR-92b-3p",-19.96,10,32,154
"AALF021043-RA","zinc transporter [Source:Projected from Aedes aegypti (AAEL001968) VB Community Annotation]","A0A023EPK2,A0A023EQU4,A0A023EUU9,A0A182H3P7","aal-miR-92b-3p",-15.52,867,887,154
"AALF016307-RA","Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GV56]","A0A182GV56","aal-miR-92b-3p",-15.21,1694,1714,154
"AALF018421-RA","germ cell-less protein [Source:Projected from Aedes aegypti (AAEL000856) VB Community Annotation]","A0A182GZ11","aal-miR-92b-3p",-14,248,268,154
"AALF017867-RA","carbonic anhydrase [Source:Projected from Aedes aegypti (AAEL004930) VB Community Annotation]","A0A023EM65,A0A023ENB2,A0A182GXZ3","aal-miR-92b-3p",-17.34,452,472,153
"AALF011885-RA","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GLA5]","A0A182GLA5","aal-miR-92b-3p",-17.81,763,785,152
"AALF018205-RA","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GYJ7]","A0A182GYJ7,Q86RB6","aal-miR-92b-3p",-17.81,760,782,152
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-92b-3p",-16.33,22451,22471,151
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aal-miR-92b-3p",-16.7,27959,27983,150
"AALF002438-RA","disulfide oxidoreductase [Source:Projected from Aedes aegypti (AAEL011158) VB Community Annotation]","A0A023EWI7,A0A182G3Z5","aal-miR-92b-3p",-15.23,152,170,150
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aal-miR-92b-3p",-19.68,6457,6478,149
"AALF008040-RA","muscle-specific tyrosine kinase receptor [Source:Projected from Aedes aegypti (AAEL001370) VB Community Annotation]","A0A182GDH7","aal-miR-92b-3p",-16.88,424,444,148
"AALF005473-RA","Kynurenine formamidase [Source:UniProtKB/TrEMBL;Acc:A0A182G908]","A0A182G908","aal-miR-92b-3p",-14.26,1002,1022,148
"AALF027309-RA","signal transduction protein lnk-realted [Source:Projected from Aedes aegypti (AAEL004125) VB Community Annotation]","A0A182HDN0","aal-miR-92b-3p",-16.93,645,664,147
"AALF012680-RA","sin3a-associated protein sap130 [Source:Projected from Aedes aegypti (AAEL007252) VB Community Annotation]","A0A182GMV3","aal-miR-92b-3p",-14.21,457,478,147
"AALF008969-RA","ubiquitin specific protease 2, [Source:Projected from Aedes aegypti (AAEL010854) VB Community Annotation]","A0A182GFE7","aal-miR-92b-3p",-24.43,806,827,146
"AALF008414-RA","Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GE93]","A0A182GE93","aal-miR-92b-3p",-20.48,1468,1486,146
"AALF008617-RA","Acyl-coenzyme A oxidase [Source:UniProtKB/TrEMBL;Acc:A0A182GEP3]","A0A023EVR9,A0A182GEP3","aal-miR-92b-3p",-19.53,49,71,146
"AALF011691-RA","Putative cyclin y [Source:UniProtKB/TrEMBL;Acc:A0A023ERC2]","A0A023ERC2","aal-miR-92b-3p",-16.67,157,177,146
"AALF011387-RA","Serine Protease Inhibitor (serpin)  likely cleavage at S/L. [Source:Projected from Aedes aegypti (AAEL014138) VB Community Annotation]","A0A023ERY6,A0A023ETU8,A0A182GK97","aal-miR-92b-3p",-14.22,67,88,146
"AALF023668-RA","ER lumen protein-retaining receptor [Source:UniProtKB/TrEMBL;Acc:A0A023EJP8]","A0A023EJP8","aal-miR-92b-3p",-18.38,1233,1253,145
"AALF014949-RA","Putative na+/dicarboxylate na+/tricarboxylate and phosphate transporter [Source:UniProtKB/TrEMBL;Acc:A0A023EVA1]","A0A023EVA1","aal-miR-92b-3p",-17.57,73,93,145
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-92b-3p",-16.89,1678,1698,145
"AALF002219-RA","Putative splicing factor [Source:UniProtKB/TrEMBL;Acc:A0A023EIZ6]","A0A023EIZ6","aal-miR-92b-3p",-16.21,4418,4440,145
"AALF010617-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL009921) VB Community Annotation]","A0A182GIR7","aal-miR-92b-3p",-15.5,775,798,145
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-92b-3p",-23.16,9660,9680,144
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-92b-3p",-19.84,18005,18024,144
"AALF002919-RA","adenosine kinase [Source:Projected from Aedes aegypti (AAEL001856) VB Community Annotation]","A0A182G4S2","aal-miR-92b-3p",-15.36,244,263,144
"AALF012783-RA","carnitine o-acetyltransferase [Source:Projected from Aedes aegypti (AAEL011355) VB Community Annotation]","A0A182GN37","aal-miR-92b-3p",-14.97,1,13,144
"AALF007304-RA","zinc finger protein [Source:Projected from Aedes aegypti lvpagwg (AAEL012039) VB Community Annotation]","A0A182GC35","aal-miR-92b-3p",-14.02,389,409,144
"AALF028009-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182HEM4]","A0A182HEM4","aal-miR-92b-3p",-20.44,706,726,143
"AALF001505-RA","cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008340) VB Community Annotation]","A0A182G2L9","aal-miR-92b-3p",-19.18,1800,1823,143
"AALF020160-RA","Transmembrane 9 superfamily member [Source:UniProtKB/TrEMBL;Acc:A0A023EVR6]","A0A023EVR6","aal-miR-92b-3p",-19,28,49,142
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-92b-3p",-17.47,7064,7087,142
"AALF013047-RA","neuralized [Source:Projected from Aedes aegypti (AAEL006062) VB Community Annotation]","A0A182GNN7","aal-miR-92b-3p",-16.33,488,508,142
"AALF004255-RA","acyl-coa dehydrogenase [Source:Projected from Aedes aegypti (AAEL007555) VB Community Annotation]","A0A182G6W1","aal-miR-92b-3p",-14.71,293,313,142
"AALF005616-RA","Putative vitellogenin [Source:UniProtKB/TrEMBL;Acc:A0A023ER10]","A0A023EPW5,A0A023ER10,A0A023ER26","aal-miR-92b-3p",-17.25,124,144,141
"AALF011160-RA","Putative histone h3 lys4 methyltransferase complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A023EBK1]","A0A023EBK1","aal-miR-92b-3p",-16.49,1389,1409,141
"AALF003385-RA","Annexin [Source:UniProtKB/TrEMBL;Acc:A0A182G5G5]","A0A023ELU4,A0A182G5G5","aal-miR-92b-3p",-15.98,72,92,141
"AALF017917-RA","WD-repeat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL013866) VB Community Annotation]","A0A182GY22","aal-miR-92b-3p",-15,665,685,141
"AALF011047-RA","DNA topoisomerase [Source:UniProtKB/TrEMBL;Acc:A0A182GJK0]","A0A182GJK0","aal-miR-92b-3p",-14.07,604,623,141
"AALF027349-RA","short-chain dehydrogenase [Source:Projected from Aedes aegypti (AAEL003959) VB Community Annotation]","A0A182HDN9","aal-miR-92b-3p",-16.87,146,165,140
"AALF004462-RA","ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]","A0A182G786","aal-miR-92b-3p",-16.48,2753,2773,140
"AALF027668-RA","Toll-like receptor [Source:Projected from Aedes aegypti (AAEL007619) VB Community Annotation]","A0A182HE56","aal-miR-92b-3p",-14.53,72,92,140
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-92b-3p",-14.18,2875,2895,140
