"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-286a-3p",-20.15,8181,8203,142
"AALF022918-RA","DNA topoisomerase type I [Source:Projected from Aedes aegypti (AAEL002551) VB Community Annotation]","A0A182H6T8","aal-miR-286a-3p",-17.86,583,606,142
"AALF020712-RA","amino acid transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL007191) VB Community Annotation]","A0A182H343","aal-miR-286a-3p",-16.6,98,119,142
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aal-miR-286a-3p",-16.21,2785,2808,142
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-286a-3p",-15.3,4770,4793,142
"AALF015294-RA","ubiquitin-protein ligase [Source:Projected from Aedes aegypti (AAEL004790) VB Community Annotation]","A0A182GT51","aal-miR-286a-3p",-20.46,734,758,141
"AALF004137-RA","mitochondrial intermediate peptidase [Source:Projected from Aedes aegypti (AAEL003461) VB Community Annotation]","A0A182G6P1","aal-miR-286a-3p",-19.32,403,426,141
"AALF014765-RA","SAGA-associated factor 11 homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GS38]","A0A182GS38","aal-miR-286a-3p",-18.44,166,192,141
"AALF015580-RA","cyclophilin-6 [Source:Projected from Aedes aegypti (AAEL005690) VB Community Annotation]","A0A023EVR1,A0A182GTN3","aal-miR-286a-3p",-17.77,164,187,141
"AALF020035-RA","sorting nexin [Source:Projected from Aedes aegypti lvpagwg (AAEL004620) VB Community Annotation]","A0A182H1V3","aal-miR-286a-3p",-24.15,10,34,140
"AALF009029-RA","ATP-dependent (S)-NAD(P)H-hydrate dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A182GFJ0]","A0A023EPL3,A0A182GFJ0","aal-miR-286a-3p",-20.71,110,133,140
"AALF025931-RA","ATP-dependent (S)-NAD(P)H-hydrate dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A182GFJ0]","A0A182GFJ0","aal-miR-286a-3p",-20.71,111,134,140
"AALF009702-RA","ATP-dependent RNA helicase [Source:Projected from Aedes aegypti (AAEL010732) VB Community Annotation]","A0A182GGX3","aal-miR-286a-3p",-17.67,105,127,140
"AALF018290-RA","Malic enzyme [Source:UniProtKB/TrEMBL;Acc:A0A182GYQ8]","A0A023EXF3,A0A182GYQ8,G8GID5","aal-miR-286a-3p",-17.67,429,451,140
"AALF011982-RA","histone deacetylase [Source:Projected from Aedes aegypti (AAEL004639) VB Community Annotation]","A0A182GLG3","aal-miR-286a-3p",-16.91,16,39,140
"AALF012857-RA","skd/vacuolar sorting [Source:Projected from Aedes aegypti (AAEL002938) VB Community Annotation]","A0A023EUM0,A0A182GN96","aal-miR-286a-3p",-16.85,63,85,140
"AALF027131-RA","Hexosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182HDD3]","A0A182HDD3","aal-miR-286a-3p",-16,8,31,140
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-286a-3p",-15.62,1018,1042,140
"AALF026400-RA","calpain 4, 6, 7, invertebrate [Source:Projected from Aedes aegypti lvpagwg (AAEL003963) VB Community Annotation]","A0A182HC76","aal-miR-286a-3p",-15.37,206,229,140
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-286a-3p",-15,3343,3366,140
"AALF008473-RA","chordin [Source:Projected from Aedes aegypti (AAEL005627) VB Community Annotation]","A0A182GEE1","aal-miR-286a-3p",-14.65,1052,1075,140
