"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF026099-RA","glutamate cysteine ligase [Source:Projected from Aedes aegypti (AAEL008105) VB Community Annotation]","A0A023EVH1,A0A182HBR3","aal-miR-277-3p",-18.23,70,92,149
"AALF014760-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GS33]","A0A182GS33,A0A1W7R8J6","aal-miR-277-3p",-16.82,8508,8531,149
"AALF017255-RA","triacylglycerol lipase, pancreatic [Source:Projected from Aedes aegypti (AAEL015093) VB Community Annotation]","A0A182GWT8","aal-miR-277-3p",-16.68,55,77,149
"AALF012786-RA","rab geranylgeranyl transferase alpha subunit [Source:Projected from Aedes aegypti (AAEL000605) VB Community Annotation]","A0A182GN40","aal-miR-277-3p",-15.98,1,21,149
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-277-3p",-15.06,10331,10351,149
"AALF006713-RA","dfg10 protein [Source:Projected from Aedes aegypti (AAEL012055) VB Community Annotation]","A0A023EQI9,A0A182GB21","aal-miR-277-3p",-15.05,70,90,149
"AALF010411-RA","xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:Projected from Aedes aegypti lvpagwg (AAEL011204) VB Community Annotation]","A0A182GIC7","aal-miR-277-3p",-20.31,233,254,148
"AALF018290-RA","Malic enzyme [Source:UniProtKB/TrEMBL;Acc:A0A182GYQ8]","A0A023EXF3,A0A182GYQ8,G8GID5","aal-miR-277-3p",-16.97,993,1017,148
"AALF004562-RA","homeobox protein cdx [Source:Projected from Aedes aegypti (AAEL014557) VB Community Annotation]","A0A023EQ11,A0A182G7D3","aal-miR-277-3p",-24.09,1051,1075,147
"AALF023286-RA","protein-glutamine gamma-glutamyltransferase [Source:Projected from Aedes aegypti (AAEL006978) VB Community Annotation]","A0A182H7B1","aal-miR-277-3p",-20.04,229,251,147
"AALF020090-RA","sentrin/sumo-specific protease senp7 [Source:Projected from Aedes aegypti lvpagwg (AAEL001372) VB Community Annotation]","A0A182H1X2","aal-miR-277-3p",-16.56,303,323,147
"AALF004387-RA","importin beta-4 [Source:Projected from Aedes aegypti (AAEL010698) VB Community Annotation]","A0A023EY96,A0A182G737","aal-miR-277-3p",-20.18,3,21,146
"AALF025395-RA","apyrase [Source:Projected from Aedes aegypti (AAEL006659) VB Community Annotation]","A0A023ES30,A0A182HAM8","aal-miR-277-3p",-18.81,92,115,146
"AALF026170-RA","mitochondrial import receptor subunit tom20 [Source:Projected from Aedes aegypti lvpagwg (AAEL007392) VB Community Annotation]","A0A023EIV5,A0A182HBV6","aal-miR-277-3p",-17.08,159,179,146
"AALF020920-RA","Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A023EQE1]","A0A023EQE1","aal-miR-277-3p",-16.83,451,471,146
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-277-3p",-16.25,2121,2141,146
"AALF017144-RA","exostosin-2 [Source:Projected from Aedes aegypti (AAEL005626) VB Community Annotation]","A0A182GWM5","aal-miR-277-3p",-17.75,42,64,145
"AALF012021-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023ETW7]","A0A023ETW7","aal-miR-277-3p",-19.5,122,143,144
"AALF027101-RA","xenotropic and polytropic murine leukemia virus receptor xpr1 [Source:Projected from Aedes aegypti (AAEL011204) VB Community Annotation]","A0A182HDB8","aal-miR-277-3p",-19.48,233,254,144
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-277-3p",-18.08,10704,10725,144
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aal-miR-277-3p",-17.09,16355,16379,144
"AALF021925-RA","ebna2 binding protein P100 [Source:Projected from Aedes aegypti (AAEL000293) VB Community Annotation]","A0A023EQT0,A0A023EY38,A0A182H564,G8GIC1","aal-miR-277-3p",-16.93,763,786,144
"AALF021453-RA","Galectin [Source:UniProtKB/TrEMBL;Acc:A0A182H4C8]","A0A182H4C8","aal-miR-277-3p",-16.48,176,197,144
"AALF004362-RA","rac serine/threonine kinase [Source:Projected from Aedes aegypti (AAEL008823) VB Community Annotation]","A0A182G722","aal-miR-277-3p",-16.31,111,132,144
"AALF011805-RA","Putative alternative splicing factor srp20/9g8 rrm superfamily [Source:UniProtKB/TrEMBL;Acc:A0A023EKJ0]","A0A023EKJ0","aal-miR-277-3p",-16.07,357,379,144
"AALF001881-RA","Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182G352]","A0A182G352","aal-miR-277-3p",-14.8,714,735,144
"AALF004055-RA","Katanin p60 ATPase-containing subunit A1 [Source:UniProtKB/TrEMBL;Acc:A0A182G6J7]","A0A182G6J7","aal-miR-277-3p",-14.58,102,123,144
"AALF022468-RA","Mediator of RNA polymerase II transcription subunit [Source:Projected from Aedes aegypti (AAEL006934) VB Community Annotation]","A0A023EKB1,A0A182H615,A0A1W7R5I8","aal-miR-277-3p",-17.52,550,570,143
"AALF008231-RA","aldo-keto reductase [Source:Projected from Aedes aegypti (AAEL003154) VB Community Annotation]","A0A023ENA0,A0A023EPE5,A0A182GDW8","aal-miR-277-3p",-16.94,272,301,143
"AALF008942-RA","Putative vacuolar assembly/sorting protein did2 [Source:UniProtKB/TrEMBL;Acc:A0A023EJE6]","A0A023EJE6","aal-miR-277-3p",-15.63,204,226,143
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aal-miR-277-3p",-15.09,354,375,143
"AALF013511-RA","Gamma-glutamylcyclotransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GPM6]","A0A023EL93,A0A182GPM6","aal-miR-277-3p",-14.93,248,268,143
"AALF016454-RA","arf GTPase-activating protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001277) VB Community Annotation]","A0A023EWG1,A0A182GVG6","aal-miR-277-3p",-14.33,9,29,143
"AALF007989-RA","Golgi SNAP receptor complex member 1 [Source:UniProtKB/TrEMBL;Acc:A0A023EMP0]","A0A023EK94,A0A023EMP0","aal-miR-277-3p",-14.22,265,287,143
"AALF010820-RA","symplekin [Source:Projected from Aedes aegypti (AAEL002437) VB Community Annotation]","A0A182GJ60","aal-miR-277-3p",-22.24,7,27,142
"AALF003534-RA","ER lumen protein-retaining receptor [Source:UniProtKB/TrEMBL;Acc:A0A023EJP8]","A0A023EJP8","aal-miR-277-3p",-16.8,212,232,142
"AALF015473-RA","Protein kinase C [Source:Projected from Aedes aegypti (AAEL001108) UniProtKB/TrEMBL;Acc:Q17M58]","A0A182GTH6","aal-miR-277-3p",-16.08,350,371,142
"AALF007266-RA","n-acetyltransferase mak3 [Source:Projected from Aedes aegypti (AAEL012413) VB Community Annotation]","A0A182GC15","aal-miR-277-3p",-15.81,654,674,142
"AALF023696-RA","myosin VI [Source:Projected from Aedes aegypti (AAEL004227) VB Community Annotation]","A0A182H7Y9","aal-miR-277-3p",-14.18,28,49,142
"AALF017477-RA","Chloride channel protein [Source:UniProtKB/TrEMBL;Acc:A0A182GX92]","A0A023ET78,A0A182GX92","aal-miR-277-3p",-14.14,234,254,142
"AALF015361-RA","Phagocyte signaling-impaired protein (N-terminal acetyltransferase B complex subunit NAA25 homolog)(N-terminal acetyltransferase B complex subunit MDM20 homolog) [Source:Projected from Aedes aegypti (AAEL004142) VB Community Annotation]","A0A182GT94","aal-miR-277-3p",-14.01,379,400,142
"AALF000324-RA","lamin b receptor [Source:Projected from Aedes aegypti (AAEL007803) VB Community Annotation]","A0A182G0Y6","aal-miR-277-3p",-15.01,382,401,141
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-277-3p",-14.8,11450,11471,141
"AALF024200-RA","DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:A0A023EDM7]","A0A023EDM7","aal-miR-277-3p",-18.51,44,65,140
"AALF004430-RA","Putative mitogen-activated protein kinase mapk kinase mkk7/jnkk2 [Source:UniProtKB/TrEMBL;Acc:A0A023ER47]","A0A023ER47","aal-miR-277-3p",-17.29,393,414,140
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-277-3p",-17.1,12061,12081,140
