"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF018286-RA","synaptic vesicle protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001087) VB Community Annotation]","A0A182GYQ4","aal-miR-8-3p",-15.7,56,79,153
"AALF004530-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G7B7]","A0A182G7B7","aal-miR-8-3p",-14.92,395,416,153
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aal-miR-8-3p",-17.26,1921,1943,152
"AALF004603-RA","brefeldin a-inhibited guanine nucleotide-exchange protein [Source:Projected from Aedes aegypti (AAEL013012) VB Community Annotation]","A0A182G7F5","aal-miR-8-3p",-17.12,1207,1226,152
"AALF004462-RA","ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]","A0A182G786","aal-miR-8-3p",-16.42,1161,1183,152
"AALF012061-RA","Anion exchange protein [Source:UniProtKB/TrEMBL;Acc:A0A182GLN1]","A0A182GLN1","aal-miR-8-3p",-15.16,693,716,152
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-8-3p",-19.08,6873,6897,151
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-8-3p",-15.79,2151,2172,150
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-8-3p",-14.69,16331,16355,150
"AALF008903-RA","Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL;Acc:A0A182GF89]","A0A182GF89","aal-miR-8-3p",-14.21,16,37,150
"AALF004517-RA","adenylate cyclase [Source:Projected from Aedes aegypti (AAEL001687) VB Community Annotation]","A0A182G7A4","aal-miR-8-3p",-14.15,13,38,150
"AALF004387-RA","importin beta-4 [Source:Projected from Aedes aegypti (AAEL010698) VB Community Annotation]","A0A023EY96,A0A182G737","aal-miR-8-3p",-16.59,170,192,149
"AALF000385-RA","dullard protein [Source:Projected from Aedes aegypti (AAEL010373) VB Community Annotation]","A0A023EN62,A0A182G116","aal-miR-8-3p",-14.26,593,616,149
"AALF013775-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023ELR5]","A0A023ELR5","aal-miR-8-3p",-18.32,298,321,148
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-8-3p",-17.88,10088,10111,148
"AALF020731-RA","peptidylprolyl isomerase [Source:Projected from Aedes aegypti (AAEL012809) VB Community Annotation]","A0A182H354","aal-miR-8-3p",-14.34,64,86,148
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-8-3p",-22.04,1255,1277,147
"AALF002541-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL003127) VB Community Annotation]","A0A023EL91,A0A182G453","aal-miR-8-3p",-19.34,122,145,147
"AALF028513-RA","juvenile hormone resistance protein [Source:Projected from Aedes aegypti (AAEL001746) VB Community Annotation]","A0A182HFD7","aal-miR-8-3p",-18.94,942,963,147
"AALF026728-RA","leucine-zipper-like transcriptional regulator 1 (LZTR-1) [Source:Projected from Aedes aegypti (AAEL000925) VB Community Annotation]","A0A023ET64,A0A182HCR8","aal-miR-8-3p",-17.29,59,82,147
"AALF017749-RA","integrin-linked protein kinase 2 (ilk-2) [Source:Projected from Aedes aegypti (AAEL000378) VB Community Annotation]","A0A023EQP6,A0A023ERP3,A0A023ESJ3,A0A182GXR3","aal-miR-8-3p",-19.65,251,276,146
"AALF020387-RA","heterogeneous nuclear ribonucleoprotein k [Source:Projected from Aedes aegypti (AAEL014959) VB Community Annotation]","A0A182H2H1","aal-miR-8-3p",-17.01,143,163,146
"AALF013795-RA","Protein RFT1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GQ69]","A0A182GQ69","aal-miR-8-3p",-15.9,2,27,146
"AALF027460-RA","folate carrier protein [Source:Projected from Aedes aegypti (AAEL006879) VB Community Annotation]","A0A023EIT4,A0A023EN89,A0A182HDU3","aal-miR-8-3p",-14.97,3212,3234,146
"AALF020977-RA","leucine-rich transmembrane protein [Source:Projected from Aedes aegypti (AAEL002307) VB Community Annotation]","A0A023EQP1,A0A023EUJ3,A0A182H3K1","aal-miR-8-3p",-14.72,1784,1809,146
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-8-3p",-18.38,11441,11463,145
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-8-3p",-17.38,27162,27188,145
"AALF006692-RA","sorting nexin [Source:Projected from Aedes aegypti (AAEL005484) VB Community Annotation]","A0A182GB13","aal-miR-8-3p",-17.1,1,18,145
"AALF008920-RA","puromycin-sensitive aminopeptidase [Source:Projected from Aedes aegypti (AAEL012918) VB Community Annotation]","A0A182GFA2","aal-miR-8-3p",-15.74,436,455,145
"AALF005506-RA","myosin heavy chain, nonmuscle or smooth muscle [Source:Projected from Aedes aegypti (AAEL001411) VB Community Annotation]","A0A023EWV0,A0A182G930","aal-miR-8-3p",-15.22,705,728,144
"AALF005741-RA","Protein kinase C [Source:UniProtKB/TrEMBL;Acc:A0A182G9G7]","A0A182G9G7","aal-miR-8-3p",-14.6,1310,1332,144
"AALF004698-RA","Dual specificity tyrosine-phosphorylation-regulated kinase [Source:Projected from Aedes aegypti (AAEL001504) VB Community Annotation]","A0A023EP62,A0A182G7L4","aal-miR-8-3p",-14.56,977,1000,144
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-8-3p",-14.13,16818,16840,144
"AALF007727-RA","adaptin, alpha/gamma/epsilon [Source:Projected from Aedes aegypti (AAEL004469) VB Community Annotation]","A0A182GJ46","aal-miR-8-3p",-22.53,491,516,143
"AALF027265-RA","RNA 3' terminal phosphate cyclase [Source:Projected from Aedes aegypti (AAEL001080) VB Community Annotation]","A0A182HDK6","aal-miR-8-3p",-15.41,141,164,143
"AALF009751-RA","NADPH:adrenodoxin oxidoreductase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A182GH15]","A0A182GH15","aal-miR-8-3p",-15.01,121,140,142
"AALF026099-RA","glutamate cysteine ligase [Source:Projected from Aedes aegypti (AAEL008105) VB Community Annotation]","A0A023EVH1,A0A182HBR3","aal-miR-8-3p",-14.72,490,512,142
"AALF025019-RA","polycomb protein [Source:Projected from Aedes aegypti (AAEL014098) VB Community Annotation]","A0A023ER42,A0A182HA01","aal-miR-8-3p",-14.38,1176,1196,142
"AALF000066-RA","peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:Projected from Aedes aegypti lvpagwg (AAEL007523) VB Community Annotation]","A0A182G0L6","aal-miR-8-3p",-19.01,128,150,141
"AALF018442-RA","leucine carboxyl methyltransferase [Source:Projected from Aedes aegypti (AAEL004773) VB Community Annotation]","A0A023EQZ0,A0A182GZ23","aal-miR-8-3p",-15.1,69,89,141
"AALF008130-RA","Glycogen [starch] synthase [Source:UniProtKB/TrEMBL;Acc:A0A182GDP6]","A0A023EXA7,A0A182GDP6","aal-miR-8-3p",-14.44,97,119,141
"AALF008231-RA","aldo-keto reductase [Source:Projected from Aedes aegypti (AAEL003154) VB Community Annotation]","A0A023ENA0,A0A023EPE5,A0A182GDW8","aal-miR-8-3p",-14.08,100,122,141
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aal-miR-8-3p",-20.52,5458,5481,140
"AALF014667-RA","P130 [Source:Projected from Aedes aegypti (AAEL000128) VB Community Annotation]","A0A182GRW1","aal-miR-8-3p",-18.21,666,688,140
"AALF006348-RA","amino acids transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL014161) VB Community Annotation]","A0A023ETB0,A0A182GAG3","aal-miR-8-3p",-17.7,365,388,140
"AALF021612-RA","Methyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182H4M8]","A0A182H4M8","aal-miR-8-3p",-14.2,639,662,140
