"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF011399-RA","synaptic vesicle protein [Source:Projected from Aedes aegypti (AAEL001087) VB Community Annotation]","A0A023EU38,A0A182GKA8","aal-miR-2a-3p",-14.97,25,45,146
"AALF022845-RA","IAP-antagonist Michelob_x-like Protein [Source:Projected from Aedes aegypti (AAEL004392) VB Community Annotation]","A0A182H6P7","aal-miR-2a-3p",-14.08,305,325,146
"AALF005153-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G8G8]","A0A182G8G8","aal-miR-2a-3p",-18.97,2492,2511,145
"AALF011377-RA","Vesicle transport protein [Source:UniProtKB/TrEMBL;Acc:A0A023EIA8]","A0A023EIA8","aal-miR-2a-3p",-17.92,97,120,145
"AALF008677-RA","Eyes absent homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GET2]","A0A182GET2","aal-miR-2a-3p",-16.09,74,93,145
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-2a-3p",-15.71,4601,4622,145
"AALF024920-RA","peptidyl-glycine alpha-amidating monooxygenase [Source:Projected from Aedes aegypti (AAEL001565) VB Community Annotation]","A0A023ESW6,A0A182H9U8","aal-miR-2a-3p",-15.45,68,87,145
"AALF021758-RA","splicing factor yt521-b [Source:Projected from Aedes aegypti (AAEL002272) VB Community Annotation]","A0A023ETE8,A0A182H4W0","aal-miR-2a-3p",-14.68,1325,1345,145
"AALF012805-RA","xtp3-transactivated protein b [Source:Projected from Aedes aegypti (AAEL007891) VB Community Annotation]","A0A023EW34,A0A182GN56","aal-miR-2a-3p",-14.8,155,175,143
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-2a-3p",-14.68,815,834,143
"AALF015139-RA","ankyrin repeat-rich membrane-spanning protein [Source:Projected from Aedes aegypti (AAEL008389) VB Community Annotation]","A0A182GSV6","aal-miR-2a-3p",-14.15,798,816,143
"AALF008684-RA","trypsin [Source:Projected from Aedes aegypti lvpagwg (AAEL010202) VB Community Annotation]","A0A182GET7","aal-miR-2a-3p",-14.06,1,20,143
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-2a-3p",-18.63,14159,14179,142
"AALF014290-RA","Nibrin [Source:UniProtKB/TrEMBL;Acc:A0A182GR75]","A0A182GR75","aal-miR-2a-3p",-20.67,1143,1164,141
"AALF020977-RA","leucine-rich transmembrane protein [Source:Projected from Aedes aegypti (AAEL002307) VB Community Annotation]","A0A023EQP1,A0A023EUJ3,A0A182H3K1","aal-miR-2a-3p",-17.2,88,111,141
"AALF002064-RA","caax prenyl protease ste24 [Source:Projected from Aedes aegypti (AAEL008786) VB Community Annotation]","A0A182G3E1","aal-miR-2a-3p",-16.3,25,47,141
"AALF004361-RA","CAAX prenyl protease [Source:UniProtKB/TrEMBL;Acc:A0A182G721]","A0A182G721","aal-miR-2a-3p",-16.3,25,47,141
"AALF008969-RA","ubiquitin specific protease 2, [Source:Projected from Aedes aegypti (AAEL010854) VB Community Annotation]","A0A182GFE7","aal-miR-2a-3p",-20.05,272,294,140
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-2a-3p",-17.55,18817,18837,140
"AALF022858-RA","Predicted acetyltransferase [Source:Projected from Aedes aegypti lvpagwg (AAEL012863) UniProtKB/TrEMBL;Acc:Q1HR96]","A0A023ELB3,A0A023EME9,A0A182H6Q3","aal-miR-2a-3p",-16.05,699,720,140
"AALF021043-RA","zinc transporter [Source:Projected from Aedes aegypti (AAEL001968) VB Community Annotation]","A0A023EPK2,A0A023EQU4,A0A023EUU9,A0A182H3P7","aal-miR-2a-3p",-14.52,314,335,140
