"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aal-miR-184",-21.12,20276,20297,152
"AALF021911-RA","myosin-VIIa (Protein crinkled) [Source:Projected from Aedes aegypti (AAEL001220) VB Community Annotation]","A0A182H556,A0A1W7R928","aal-miR-184",-24.33,484,506,151
"AALF022536-RA","Gamma-tubulin complex component [Source:UniProtKB/TrEMBL;Acc:A0A182H666]","A0A182H666","aal-miR-184",-23.92,213,234,151
"AALF016454-RA","arf GTPase-activating protein [Source:Projected from Aedes aegypti lvpagwg (AAEL001277) VB Community Annotation]","A0A023EWG1,A0A182GVG6","aal-miR-184",-23.79,141,163,151
"AALF011539-RA","ion channel nompc [Source:Projected from Aedes aegypti (AAEL008117) VB Community Annotation]","A0A182GKL7","aal-miR-184",-19.49,221,239,151
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-184",-24.32,23747,23767,150
"AALF014147-RA","Putative glutamate/leucine/phenylalanine/valine dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A023ETW6]","A0A023ESQ8,A0A023ETW6","aal-miR-184",-24.12,422,445,150
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-184",-19.52,10289,10310,150
"AALF010457-RA","kelch repeat protein [Source:Projected from Aedes aegypti (AAEL006525) VB Community Annotation]","A0A023ELZ8,A0A182GIF8","aal-miR-184",-19.3,236,257,150
"AALF011552-RA","single stranded DNA binding protein [Source:Projected from Aedes aegypti (AAEL000888) VB Community Annotation]","A0A023ERP6,A0A182GKM7","aal-miR-184",-17.78,178,199,150
"AALF020733-RA","pangolin [Source:Projected from Aedes aegypti (AAEL000656) VB Community Annotation]","A0A182H356","aal-miR-184",-26.38,520,539,149
"AALF004430-RA","Putative mitogen-activated protein kinase mapk kinase mkk7/jnkk2 [Source:UniProtKB/TrEMBL;Acc:A0A023ER47]","A0A023ER47","aal-miR-184",-24.89,561,580,149
"AALF018617-RA","DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:A0A182GZD4]","A0A182GZD4","aal-miR-184",-19.26,1151,1170,148
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-184",-18.95,9990,10009,148
"AALF014779-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL013028) VB Community Annotation]","A0A023EUS3,A0A023EW10,A0A182GS49","aal-miR-184",-21.82,15,37,147
"AALF023649-RA","sprouty [Source:Projected from Aedes aegypti (AAEL014510) VB Community Annotation]","A0A182H7W6","aal-miR-184",-20.98,4223,4245,147
"AALF027794-RA","DEAD box ATP-dependent RNA helicase [Source:Projected from Aedes aegypti (AAEL001317) VB Community Annotation]","A0A182HEC6","aal-miR-184",-20.01,195,217,147
"AALF004530-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G7B7]","A0A182G7B7","aal-miR-184",-17.02,1,12,147
"AALF015146-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GSW1]","A0A182GSW1","aal-miR-184",-17.02,1,12,147
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-184",-19.94,2037,2059,146
"AALF008947-RA","heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti lvpagwg (AAEL010467) VB Community Annotation]","A0A023ET39,A0A182GFC6","aal-miR-184",-18.94,6063,6084,146
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-184",-17.23,9152,9176,146
"AALF012725-RA","Mucin-like peritrophin [Source:Projected from Aedes aegypti lvpagwg (AAEL004798) UniProtKB/TrEMBL;Acc:Q9GPU9]","A0A182GMZ1,A0A1W7R7I5","aal-miR-184",-14.68,209,230,146
"AALF008705-RA","xaa-pro aminopeptidase [Source:Projected from Aedes aegypti (AAEL003194) VB Community Annotation]","A0A182GEV3","aal-miR-184",-23.55,51,72,145
"AALF000220-RA","CRAL/TRIO domain-containing protein [Source:Projected from Aedes aegypti (AAEL005779) VB Community Annotation]","A0A023EQY2,A0A182G0T6","aal-miR-184",-21.99,356,378,145
"AALF002728-RA","Protein quiver [Source:UniProtKB/TrEMBL;Acc:A0A182G4H0]","A0A023EFB9,A0A023EFJ7,A0A023EH01,A0A182G4H0","aal-miR-184",-21.64,116,137,145
"AALF006338-RA","Malate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A182GAF8]","A0A182GAF8","aal-miR-184",-21.1,68,87,145
"AALF008583-RA","Malate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A182GEL7]","A0A023EPX1,A0A182GEL7","aal-miR-184",-21.1,68,87,145
"AALF023558-RA","phosphoglucomutase [Source:Projected from Aedes aegypti (AAEL001480) VB Community Annotation]","A0A023EVI7,A0A182H7R3","aal-miR-184",-20.48,245,265,145
"AALF014954-RA","Putative piopio [Source:UniProtKB/TrEMBL;Acc:A0A023ERW3]","A0A023EMB8,A0A023ENI3,A0A023ERW3,A0A023ETS9","aal-miR-184",-19.76,592,613,145
"AALF003010-RA","Putative transcriptional repressor salm [Source:Projected from Aedes aegypti (AAEL018128) UniProtKB/TrEMBL;Acc:A0A0N8ERY4]","A0A023ET87,A0A182G4X4","aal-miR-184",-18.4,71,91,145
"AALF018603-RA","Gelsolin precursor [Source:Projected from Aedes aegypti (AAEL006095) VB Community Annotation]","A0A023EJG5,A0A023ENU7,A0A023ER59,A0A023ER95,A0A023ESF2,A0A023ET19,A0A023EX75,A0A182GZC7","aal-miR-184",-23.62,58,79,144
"AALF013405-RA","alpha-l-iduronidase [Source:Projected from Aedes aegypti (AAEL004402) VB Community Annotation]","A0A182GPE1","aal-miR-184",-22.71,606,626,144
"AALF026959-RA","Putative heat shock protein [Source:UniProtKB/TrEMBL;Acc:A0A023EMA3]","A0A023EMA3","aal-miR-184",-20.96,35,54,144
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-184",-20.43,1921,1942,144
"AALF011885-RA","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GLA5]","A0A182GLA5","aal-miR-184",-19.59,315,335,144
"AALF018205-RA","Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GYJ7]","A0A182GYJ7,Q86RB6","aal-miR-184",-19.59,315,335,144
"AALF001881-RA","Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:A0A182G352]","A0A182G352","aal-miR-184",-19.42,545,566,144
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aal-miR-184",-18.81,15827,15848,144
"AALF013738-RA","Putative gtp-binding protein [Source:UniProtKB/TrEMBL;Acc:A0A023EJY2]","A0A023EJY2","aal-miR-184",-15.96,202,223,144
"AALF022468-RA","Mediator of RNA polymerase II transcription subunit [Source:Projected from Aedes aegypti (AAEL006934) VB Community Annotation]","A0A023EKB1,A0A182H615,A0A1W7R5I8","aal-miR-184",-22.27,695,717,143
"AALF009514-RA","Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GGI1]","A0A023EUZ5,A0A182GGI1","aal-miR-184",-20.83,288,310,143
"AALF015747-RA","adenosine deaminase [Source:Projected from Aedes aegypti (AAEL005676) VB Community Annotation]","A0A182GU02","aal-miR-184",-19.76,35,57,143
"AALF007045-RA","Galactose-1-phosphate uridylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GBM7]","A0A182GBM7","aal-miR-184",-17.57,259,280,143
"AALF027511-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023EK76]","A0A023EK76,A0A023EMI3","aal-miR-184",-17.54,127,145,143
"AALF026429-RA","Dolichol phosphate-mannose biosynthesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A182HC90]","A0A182HC90","aal-miR-184",-21.38,3081,3104,142
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-184",-19.42,16867,16890,142
"AALF009116-RA","Histone H3 [Source:UniProtKB/TrEMBL;Acc:A0A182G755]","A0A182G755","aal-miR-184",-19.05,174,193,142
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aal-miR-184",-25.54,2619,2640,141
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-184",-23.8,1813,1838,141
"AALF008942-RA","Putative vacuolar assembly/sorting protein did2 [Source:UniProtKB/TrEMBL;Acc:A0A023EJE6]","A0A023EJE6","aal-miR-184",-23.07,120,141,141
"AALF002219-RA","Putative splicing factor [Source:UniProtKB/TrEMBL;Acc:A0A023EIZ6]","A0A023EIZ6","aal-miR-184",-20.06,11748,11770,141
"AALF024920-RA","peptidyl-glycine alpha-amidating monooxygenase [Source:Projected from Aedes aegypti (AAEL001565) VB Community Annotation]","A0A023ESW6,A0A182H9U8","aal-miR-184",-18.99,30,51,141
"AALF018161-RA","candidate tumor suppressor protein [Source:Projected from Aedes aegypti (AAEL001740) VB Community Annotation]","A0A182GYG6","aal-miR-184",-17.79,116,137,141
"AALF009165-RA","S-methyl-5'-thioadenosine phosphorylase [Source:UniProtKB/TrEMBL;Acc:A0A023ENG0]","A0A023ENG0","aal-miR-184",-17.55,1,21,141
"AALF006745-RA","dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase [Source:Projected from Aedes aegypti (AAEL002764) VB Community Annotation]","A0A023ET33,A0A182GB39","aal-miR-184",-15.99,441,462,141
"AALF001576-RA","pre-mRNA cleavage factor im, 25kD subunit [Source:Projected from Aedes aegypti (AAEL001371) VB Community Annotation]","A0A023EHR3,A0A182G2Q1","aal-miR-184",-22.99,211,232,140
"AALF002541-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL003127) VB Community Annotation]","A0A023EL91,A0A182G453","aal-miR-184",-22.18,112,133,140
"AALF011248-RA","Superoxide dismutase [Cu-Zn] [Source:UniProtKB/TrEMBL;Acc:A0A182GK01]","A0A023EJ96,A0A023EJN9,A0A182GK01","aal-miR-184",-20.54,18,39,140
"AALF005616-RA","Putative vitellogenin [Source:UniProtKB/TrEMBL;Acc:A0A023ER10]","A0A023EPW5,A0A023ER10,A0A023ER26","aal-miR-184",-19.77,82,104,140
"AALF004132-RA","development and differentiation-enhancing factor, ddef [Source:Projected from Aedes aegypti (AAEL003487) VB Community Annotation]","A0A182G6N6","aal-miR-184",-19.21,312,335,140
"AALF017552-RA","Transporter [Source:UniProtKB/TrEMBL;Acc:A0A182GXE6]","A0A182GXE6","aal-miR-184",-18.89,3736,3757,140
"AALF025710-RA","ribophorin ii [Source:Projected from Aedes aegypti (AAEL010521) VB Community Annotation]","A0A023ESG0,A0A182HB54","aal-miR-184",-17.13,25,46,140
"AALF013795-RA","Protein RFT1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GQ69]","A0A182GQ69","aal-miR-184",-15.3,491,512,140
"AALF021331-RA","Protein RFT1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A182H446]","A0A182H446","aal-miR-184",-15.3,500,521,140
