"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF028417-RA","Farnesol dehydrogenase [Source:Projected from Aedes aegypti (AAEL017302) UniProtKB/Swiss-Prot;Acc:D2WKD9]","A0A023EKY6,A0A182HF88","aal-miR-989",-21.29,38,58,148
"AALF011047-RA","DNA topoisomerase [Source:UniProtKB/TrEMBL;Acc:A0A182GJK0]","A0A182GJK0","aal-miR-989",-17.48,146,165,148
"AALF026678-RA","helicase [Source:Projected from Aedes aegypti (AAEL003950) VB Community Annotation]","A0A182HCP0","aal-miR-989",-15.29,109,127,148
"AALF024791-RA","chaperonin [Source:Projected from Aedes aegypti (AAEL001715) VB Community Annotation]","A0A023EWD6,A0A182H9M4","aal-miR-989",-21.36,349,369,147
"AALF020334-RA","serine/threonine protein kinase [Source:Projected from Aedes aegypti (AAEL011578) VB Community Annotation]","A0A182H2D3","aal-miR-989",-20.71,4792,4810,147
"AALF008231-RA","aldo-keto reductase [Source:Projected from Aedes aegypti (AAEL003154) VB Community Annotation]","A0A023ENA0,A0A023EPE5,A0A182GDW8","aal-miR-989",-15.72,596,616,147
"AALF005153-RA","Histone-lysine N-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G8G8]","A0A182G8G8","aal-miR-989",-15.18,1,15,147
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aal-miR-989",-14.85,7533,7554,147
"AALF016191-RA","ATP-dependent RNA helicase [Source:Projected from Aedes aegypti (AAEL011534) VB Community Annotation]","A0A182GUX7","aal-miR-989",-14.81,29,49,147
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-989",-19.69,20678,20701,146
"AALF021368-RA","pyrroline-5-carboxylate dehydrogenase [Source:Projected from Aedes aegypti lvpagwg (AAEL005422) VB Community Annotation]","A0A023EU27,A0A182H474","aal-miR-989",-17.57,643,664,146
"AALF022120-RA","Putative salivary secreted ribonuclease [Source:UniProtKB/TrEMBL;Acc:A0A023EEH7]","A0A023EEH7","aal-miR-989",-16.43,1,20,146
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-989",-15.27,189,212,146
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aal-miR-989",-23.97,9551,9570,145
"AALF016161-RA","ancient conserved domain protein 2 (cyclin m2) [Source:Projected from Aedes aegypti (AAEL014059) VB Community Annotation]","A0A023EVD1,A0A182GUV4","aal-miR-989",-21.66,222,242,145
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aal-miR-989",-20.82,1625,1644,145
"AALF026429-RA","Dolichol phosphate-mannose biosynthesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A182HC90]","A0A182HC90","aal-miR-989",-16.57,621,640,145
"AALF002018-RA","prolyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL010816) VB Community Annotation]","A0A182G3B0","aal-miR-989",-15.12,494,515,145
"AALF015524-RA","glucose dehydrogenase [Source:Projected from Aedes aegypti (AAEL004021) VB Community Annotation]","A0A182GTK1","aal-miR-989",-21.71,72,97,144
"AALF011552-RA","single stranded DNA binding protein [Source:Projected from Aedes aegypti (AAEL000888) VB Community Annotation]","A0A023ERP6,A0A182GKM7","aal-miR-989",-18.78,38,56,144
"AALF009393-RA","tRNA-splicing endonuclease subunit Sen34 [Source:UniProtKB/TrEMBL;Acc:A0A182GG98]","A0A182GG98","aal-miR-989",-16.98,18,38,144
"AALF024828-RA","glutaminyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL011395) VB Community Annotation]","A0A023EV58,A0A182H9P7","aal-miR-989",-16.64,3017,3042,144
"AALF005819-RA","Autophagy-related protein 3 [Source:UniProtKB/TrEMBL;Acc:A0A182G9L0]","A0A023EPU3,A0A182G9L0","aal-miR-989",-21.85,160,178,143
"AALF018351-RA","ABC transporter [Source:Projected from Aedes aegypti (AAEL008632) VB Community Annotation]","A0A182GYW0","aal-miR-989",-19.85,1162,1182,143
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-989",-17.12,7224,7244,143
"AALF019010-RA","Fascin [Source:UniProtKB/TrEMBL;Acc:A0A182H019]","A0A023ETG2,A0A182H019","aal-miR-989",-17.11,971,991,143
"AALF013877-RA","hairy protein [Source:Projected from Aedes aegypti (AAEL005480) VB Community Annotation]","A0A023EQ79,A0A182GQD4","aal-miR-989",-16.7,2187,2207,143
"AALF005424-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023EFR8]","A0A023EFR8","aal-miR-989",-16.03,207,226,143
"AALF012262-RA","Putative secreted protein [Source:UniProtKB/TrEMBL;Acc:A0A023EGI5]","A0A023EGI5","aal-miR-989",-15.2,52,72,143
"AALF015423-RA","Putative actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A023ES50]","A0A023ES50","aal-miR-989",-15.05,144,164,143
"AALF016307-RA","Mothers against decapentaplegic homolog [Source:UniProtKB/TrEMBL;Acc:A0A182GV56]","A0A182GV56","aal-miR-989",-20.41,341,364,142
"AALF009527-RA","calcium/calmodulin-dependent protein kinase type 1 (camki) [Source:Projected from Aedes aegypti (AAEL011441) VB Community Annotation]","A0A023EQ09,A0A023ERV0,A0A182GGI9,A0A1W7R6X6","aal-miR-989",-20.12,21,42,142
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aal-miR-989",-19.01,2495,2516,142
"AALF026254-RA","60S ribosomal protein L15/L27 [Source:Projected from Aedes aegypti lvpagwg (AAEL020749) UniProtKB/TrEMBL;Acc:Q1HRP0]","A0A023EFQ8,A0A023EFY3,A0A023EGR8,A0A182HC03,A0A1W7R7S2,Q5MIR5","aal-miR-989",-17.96,328,349,142
"AALF012962-RA","odd Oz protein [Source:Projected from Aedes aegypti (AAEL000405) VB Community Annotation]","A0A182GNI2","aal-miR-989",-17.79,3246,3267,142
"AALF021811-RA","DEAD box ATP-dependent RNA helicase [Source:Projected from Aedes aegypti (AAEL004456) VB Community Annotation]","A0A182H4Z1","aal-miR-989",-15.44,35,56,142
"AALF014949-RA","Putative na+/dicarboxylate na+/tricarboxylate and phosphate transporter [Source:UniProtKB/TrEMBL;Acc:A0A023EVA1]","A0A023EVA1","aal-miR-989",-14.84,683,702,142
"AALF016099-RA","Spastin [Source:UniProtKB/TrEMBL;Acc:A0A182GUQ1]","A0A182GUQ1","aal-miR-989",-14.84,2333,2354,142
"AALF016238-RA","valyl-tRNA synthetase [Source:Projected from Aedes aegypti (AAEL004327) VB Community Annotation]","A0A182GV15","aal-miR-989",-23.03,1592,1613,141
"AALF009687-RA","protein kinase c [Source:Projected from Aedes aegypti (AAEL001549) VB Community Annotation]","A0A023EXQ7,A0A182GGW0","aal-miR-989",-19.95,341,360,141
"AALF002860-RA","supervillin [Source:Projected from Aedes aegypti (AAEL003105) VB Community Annotation]","A0A023ER95,A0A023ESF2,A0A182G4P6","aal-miR-989",-19.02,1499,1520,141
"AALF015473-RA","Protein kinase C [Source:Projected from Aedes aegypti (AAEL001108) UniProtKB/TrEMBL;Acc:Q17M58]","A0A182GTH6","aal-miR-989",-18.84,457,479,141
"AALF004462-RA","ssm4 protein [Source:Projected from Aedes aegypti (AAEL009353) VB Community Annotation]","A0A182G786","aal-miR-989",-17.19,5423,5442,141
"AALF025341-RA","golgi reassembly stacking protein 2 (grasp2) [Source:Projected from Aedes aegypti (AAEL008000) VB Community Annotation]","A0A023EV06,A0A023EV21,A0A182HAJ2","aal-miR-989",-16.58,405,425,141
"AALF000247-RA","Putative chaperonin [Source:UniProtKB/TrEMBL;Acc:A0A023ETP2]","A0A023ETP2","aal-miR-989",-15.66,103,125,141
"AALF012769-RA","aldehyde oxidase [Source:Projected from Aedes aegypti (AAEL010384) VB Community Annotation]","A0A182GN25","aal-miR-989",-14.65,339,360,141
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-989",-14.14,9544,9565,141
"AALF015766-RA","epsilon-trimethyllysine 2-oxoglutarate dioxygenase [Source:Projected from Aedes aegypti (AAEL001707) VB Community Annotation]","A0A182GU18","aal-miR-989",-25.6,827,848,140
"AALF016683-RA","Adenylate kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GVU5]","A0A023EKV1,A0A182GVU5","aal-miR-989",-20.85,301,321,140
"AALF008582-RA","PIWI [Source:Projected from Aedes aegypti (AAEL007698) VB Community Annotation]","A0A182GAF7","aal-miR-989",-19.07,310,331,140
"AALF000066-RA","peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:Projected from Aedes aegypti lvpagwg (AAEL007523) VB Community Annotation]","A0A182G0L6","aal-miR-989",-18.78,404,424,140
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aal-miR-989",-18.37,6197,6216,140
"AALF026317-RA","trithorax protein ash2 [Source:Projected from Aedes aegypti (AAEL003771) VB Community Annotation]","A0A182HC27","aal-miR-989",-17.73,5592,5611,140
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aal-miR-989",-15.82,5500,5519,140
"AALF002759-RA","Acetyl-coenzyme A synthetase [Source:UniProtKB/TrEMBL;Acc:A0A182G4J4]","A0A182G4J4","aal-miR-989",-15.03,369,389,140
"AALF014632-RA","Putative scf ubiquitin ligase rbx1 component [Source:UniProtKB/TrEMBL;Acc:A0A023EEM7]","A0A023EEM7","aal-miR-989",-14.8,41,62,140
"AALF018617-RA","DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:A0A182GZD4]","A0A182GZD4","aal-miR-989",-14.21,1509,1528,140
